[2026-05-11 11:05:22] #0001/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:12] #0455/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:15] #0456/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-11 11:44:26] #0457/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:29] #0458/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:40] #0459/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:49] #0460/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 11:44:53] #0461/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:44:56] #0462/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 11:44:58] #0463/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-11 11:45:00] #0464/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:04] #0465/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:12] #0466/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:14] #0467/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:15] #0468/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:17] #0469/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:19] #0470/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:22] #0471/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 11:45:46] #0474/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:45:51] #0475/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:46:04] #0477/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 11:46:07] #0478/00478 | true=lying(2) | pred=lying(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
