[2026-05-11 11:02:48] #0001/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 16:05:04] #0701/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:06:08] #0703/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:07:03] #0705/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:07:46] #0707/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 16:08:45] #0709/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 16:09:13] #0710/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.589 | conf=0.820 | gap=0.680
[2026-05-11 16:10:42] #0713/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 16:12:09] #0716/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.309 | conf=0.920 | gap=0.850
[2026-05-11 16:14:16] #0720/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.316 | conf=0.920 | gap=0.850
[2026-05-11 16:15:24] #0721/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 16:17:03] #0724/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:17:37] #0725/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 16:18:29] #0726/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 16:18:39] #0727/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 16:19:20] #0728/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:19:32] #0729/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:19:59] #0730/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.837 | conf=0.720 | gap=0.540
[2026-05-11 16:20:33] #0731/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:20:47] #0732/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 16:21:29] #0734/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:22:20] #0735/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 16:25:02] #0741/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:25:35] #0743/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 16:25:51] #0744/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 16:26:48] #0746/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:27:01] #0747/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.405 | conf=0.900 | gap=0.830
[2026-05-11 16:27:17] #0748/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:27:32] #0749/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:28:24] #0751/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:29:15] #0753/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-11 16:29:27] #0754/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:29:43] #0755/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:29:56] #0756/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 16:31:16] #0759/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 16:32:03] #0761/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:33:12] #0764/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:33:31] #0765/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 16:35:01] #0768/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:35:59] #0770/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 16:37:32] #0773/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 16:38:01] #0774/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:38:36] #0775/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.771 | conf=0.700 | gap=0.450
[2026-05-11 16:40:06] #0778/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:40:50] #0780/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:41:17] #0781/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:41:55] #0783/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.651 | conf=0.820 | gap=0.720
[2026-05-11 16:43:07] #0785/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:43:22] #0786/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 16:44:05] #0787/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 16:45:38] #0789/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 16:46:47] #0792/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.459 | conf=0.850 | gap=0.710
[2026-05-11 16:47:17] #0793/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:47:31] #0794/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 16:48:16] #0796/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:48:30] #0797/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 16:49:01] #0798/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 16:49:19] #0799/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=1.122 | conf=0.550 | gap=0.350
[2026-05-11 16:50:39] #0801/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.063 | conf=0.990 | gap=0.985
[2026-05-11 16:51:56] #0804/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:52:38] #0806/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:54:38] #0809/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:55:13] #0810/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:58:16] #0816/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:59:13] #0818/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 17:00:14] #0820/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 17:01:54] #0823/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.312 | conf=0.929 | gap=0.879
[2026-05-11 17:02:58] #0825/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:03:15] #0826/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 17:03:43] #0827/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 17:05:29] #0830/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:09:35] #0831/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:17:49] #0831/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 17:18:29] #0833/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:19:27] #0835/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 17:20:50] #0837/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 17:21:58] #0840/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 17:23:25] #0843/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.312 | conf=0.929 | gap=0.879
[2026-05-11 17:24:42] #0846/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 17:25:37] #0848/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 17:27:19] #0851/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 17:27:36] #0852/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 17:28:44] #0855/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:29:15] #0856/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 17:30:39] #0859/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 17:30:52] #0860/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:31:06] #0861/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 17:31:24] #0862/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 17:33:12] #0866/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:33:43] #0867/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:33:59] #0868/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:34:13] #0869/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 17:34:51] #0871/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 17:35:51] #0873/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.316 | conf=0.920 | gap=0.850
[2026-05-11 17:36:55] #0875/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:40:21] #0881/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 17:40:56] #0882/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.161 | conf=0.970 | gap=0.950
[2026-05-11 17:42:26] #0886/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:42:57] #0887/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:43:51] #0889/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 17:44:21] #0890/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 17:45:11] #0892/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.161 | conf=0.970 | gap=0.950
[2026-05-11 17:45:23] #0893/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 17:45:35] #0894/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 17:46:50] #0896/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 17:47:13] #0897/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.316 | conf=0.920 | gap=0.850
[2026-05-11 17:47:25] #0898/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 17:47:53] #0899/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 17:48:34] #0901/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 17:49:59] #0903/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.480 | conf=0.859 | gap=0.737
[2026-05-11 17:50:17] #0904/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:50:53] #0906/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 17:51:10] #0907/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 17:51:51] #0908/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 17:52:19] #0909/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 17:53:02] #0911/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 17:53:17] #0912/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.792 | conf=0.750 | gap=0.600
[2026-05-11 17:54:04] #0914/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:55:37] #0916/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:58:28] #0917/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
