[2026-05-11 11:05:29] #0001/00818 | true=Walk-circle(13) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:58:48] #0406/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.611 | conf=0.850 | gap=0.780
[2026-05-11 14:59:36] #0408/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 15:00:11] #0409/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 15:00:44] #0410/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:01:14] #0411/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:01:55] #0412/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-11 15:02:29] #0413/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:03:05] #0414/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 15:03:59] #0415/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:04:33] #0416/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 15:05:17] #0417/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:05:56] #0418/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-11 15:06:23] #0419/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.769 | conf=0.800 | gap=0.730
[2026-05-11 15:06:58] #0420/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 15:07:32] #0421/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.353 | conf=0.550 | gap=0.400
[2026-05-11 15:08:17] #0422/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.676 | conf=0.850 | gap=0.810
[2026-05-11 15:08:58] #0423/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:09:30] #0424/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:10:07] #0425/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:10:45] #0426/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.428 | conf=0.556 | gap=0.389
[2026-05-11 15:11:26] #0427/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 15:11:55] #0428/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:12:30] #0429/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 15:13:08] #0430/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 15:13:53] #0431/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 15:15:05] #0432/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 15:15:35] #0433/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 15:16:11] #0434/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 15:16:47] #0435/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:17:31] #0436/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 15:18:05] #0437/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:18:52] #0438/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:19:28] #0439/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:19:57] #0440/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.685 | conf=0.820 | gap=0.740
[2026-05-11 15:20:34] #0441/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:21:09] #0442/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:21:41] #0443/00818 | true=Walk-circle(13) | pred=Talk-stand(3) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:22:29] #0444/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:23:11] #0445/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.272 | conf=0.950 | gap=0.930
[2026-05-11 15:23:42] #0446/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 15:24:14] #0447/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:25:02] #0448/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 15:25:39] #0449/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 15:26:14] #0450/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:26:58] #0451/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:27:50] #0452/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:28:23] #0453/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:29:02] #0454/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:29:35] #0455/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.589 | conf=0.842 | gap=0.758
[2026-05-11 15:30:10] #0456/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.282 | conf=0.550 | gap=0.350
[2026-05-11 15:31:28] #0457/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:32:05] #0458/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 15:32:39] #0459/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 15:33:43] #0460/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:34:16] #0461/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=1.447 | conf=0.550 | gap=0.370
[2026-05-11 15:34:52] #0462/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-11 15:35:24] #0463/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.732 | conf=0.825 | gap=0.773
[2026-05-11 15:36:17] #0464/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.690 | conf=0.820 | gap=0.740
[2026-05-11 15:36:59] #0465/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.892 | conf=0.750 | gap=0.620
[2026-05-11 15:37:35] #0466/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 15:38:11] #0467/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 15:38:48] #0468/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:39:34] #0469/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.642 | conf=0.850 | gap=0.800
[2026-05-11 15:40:14] #0470/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:40:53] #0471/00818 | true=Walk-circle(13) | pred=Table-tennis(17) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 15:41:27] #0472/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:42:04] #0473/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.979 | conf=0.720 | gap=0.620
[2026-05-11 15:42:35] #0474/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.672 | conf=0.800 | gap=0.670
[2026-05-11 15:43:08] #0475/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:43:38] #0476/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:44:11] #0477/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 15:44:46] #0478/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.061 | conf=0.720 | gap=0.620
[2026-05-11 15:45:22] #0479/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:46:10] #0480/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:46:48] #0481/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.871 | conf=0.780 | gap=0.730
[2026-05-11 15:47:24] #0482/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 15:47:53] #0483/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:48:27] #0484/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.822 | conf=0.750 | gap=0.630
[2026-05-11 15:49:08] #0485/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 15:49:44] #0486/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:50:25] #0487/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:51:48] #0489/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-11 15:52:27] #0490/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:53:06] #0491/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 15:53:44] #0492/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:55:04] #0494/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 15:56:03] #0495/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:56:33] #0496/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 15:57:57] #0497/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:58:23] #0498/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-11 15:58:55] #0499/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:59:26] #0500/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:00:07] #0501/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:00:42] #0502/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:02:00] #0504/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:03:47] #0506/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:04:20] #0507/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.975 | conf=0.550 | gap=0.250
[2026-05-11 16:04:47] #0508/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:05:26] #0509/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:05:59] #0510/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:06:36] #0511/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:07:21] #0512/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:07:54] #0513/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-11 16:08:29] #0514/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.201 | conf=0.600 | gap=0.450
[2026-05-11 16:10:14] #0516/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:10:56] #0517/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:11:29] #0518/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 16:12:02] #0519/00818 | true=Walk-circle(13) | pred=Pick(7) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 16:13:08] #0520/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 16:13:38] #0521/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:14:31] #0522/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.262 | conf=0.600 | gap=0.400
[2026-05-11 16:14:59] #0523/00818 | true=Walk-circle(13) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:15:36] #0524/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.251 | conf=0.600 | gap=0.450
[2026-05-11 16:16:33] #0526/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 16:17:21] #0527/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-11 16:18:43] #0529/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 16:19:27] #0530/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 16:19:59] #0531/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:20:43] #0532/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:21:08] #0533/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:21:51] #0534/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.772 | conf=0.800 | gap=0.720
[2026-05-11 16:22:26] #0535/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:24:06] #0537/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.993 | conf=0.650 | gap=0.400
[2026-05-11 16:25:11] #0539/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 16:26:16] #0540/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.232 | conf=0.960 | gap=0.952
[2026-05-11 16:27:30] #0542/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.913 | conf=0.780 | gap=0.730
[2026-05-11 16:27:46] #0543/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:28:22] #0544/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 16:28:47] #0545/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 16:29:26] #0546/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-11 16:30:02] #0547/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 16:30:32] #0548/00818 | true=Walk-circle(13) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:30:52] #0549/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 16:31:48] #0550/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:32:49] #0551/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 16:33:19] #0552/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.621 | conf=0.850 | gap=0.770
[2026-05-11 16:34:31] #0553/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 16:36:02] #0555/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 16:36:32] #0556/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:37:13] #0557/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:37:56] #0558/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:39:00] #0560/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 16:39:30] #0561/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:39:49] #0562/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 16:40:26] #0563/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 16:41:03] #0564/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 16:41:51] #0565/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:42:21] #0566/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:42:50] #0567/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:43:25] #0568/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:43:56] #0569/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 16:44:33] #0570/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 16:45:09] #0571/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.063 | conf=0.990 | gap=0.985
[2026-05-11 16:45:28] #0572/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.139 | conf=0.550 | gap=0.250
[2026-05-11 16:45:59] #0573/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:46:38] #0574/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 16:47:01] #0575/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.967 | conf=0.600 | gap=0.300
[2026-05-11 16:47:38] #0576/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:48:10] #0577/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:48:44] #0578/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 16:49:16] #0579/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:50:42] #0581/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 16:51:20] #0582/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:51:55] #0583/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 16:52:27] #0584/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:52:51] #0585/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-11 16:53:23] #0586/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:53:42] #0587/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 16:54:35] #0588/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:55:11] #0589/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 16:55:41] #0590/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 16:56:15] #0591/00818 | true=Walk-circle(13) | pred=Stair-down(16) | ✗ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-11 16:56:52] #0592/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 16:57:29] #0593/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:58:06] #0594/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:58:42] #0595/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.301 | conf=0.930 | gap=0.890
[2026-05-11 16:59:22] #0596/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:00:17] #0597/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 17:02:29] #0599/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:02:47] #0600/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.239 | conf=0.550 | gap=0.300
[2026-05-11 17:03:21] #0601/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:04:01] #0602/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-11 17:04:42] #0603/00818 | true=Walk-circle(13) | pred=Push-up(9) | ✗ | ent=0.845 | conf=0.550 | gap=0.150
[2026-05-11 17:05:09] #0604/00818 | true=Walk-circle(13) | pred=Stair-up(15) | ✗ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 17:06:14] #0605/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=1.128 | conf=0.650 | gap=0.500
[2026-05-11 17:20:01] #0606/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:20:34] #0607/00818 | true=Walk-circle(13) | pred=Walk(11) | ✗ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-11 17:21:39] #0608/00818 | true=Walk-circle(13) | pred=Walk-circle(13) | ✓ | ent=0.867 | conf=0.750 | gap=0.600
