=== PAMAP2 correct ===


--- Class 0 ---
[2026-05-12 10:27:50] #0001/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 11:51:48] #0241/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 11:52:14] #0242/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 11:52:24] #0243/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 11:52:36] #0244/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 11:52:58] #0245/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:54:12] #0248/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.873 conf=0.730 gap=0.580
[2026-05-12 11:54:48] #0250/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.094 conf=0.600 gap=0.350
[2026-05-12 11:55:02] #0251/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 11:55:32] #0252/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 11:56:35] #0255/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 11:56:55] #0256/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 11:57:07] #0257/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 11:57:33] #0258/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 11:58:03] #0260/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.176 conf=0.500 gap=0.200
[2026-05-12 11:58:36] #0262/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 11:58:46] #0263/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 11:59:41] #0265/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 11:59:52] #0266/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:01:23] #0270/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.156 conf=0.450 gap=0.050
[2026-05-12 12:02:57] #0273/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 12:03:53] #0275/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 12:04:05] #0276/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:05:17] #0278/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.117 conf=0.650 gap=0.530
[2026-05-12 12:06:08] #0281/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:06:21] #0282/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:07:20] #0283/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 12:07:41] #0284/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 12:08:12] #0285/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 12:08:23] #0286/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:09:03] #0287/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:09:13] #0288/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:09:27] #0289/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:09:40] #0290/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:09:49] #0291/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 12:10:02] #0292/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 12:11:35] #0295/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.530 conf=0.880 gap=0.840
[2026-05-12 12:11:46] #0296/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 12:12:15] #0297/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:12:27] #0298/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:12:36] #0299/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.551 conf=0.870 gap=0.820
[2026-05-12 12:12:46] #0300/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 12:12:51] #0301/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:13:38] #0303/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:13:49] #0304/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 12:14:01] #0305/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 12:14:27] #0306/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:15:09] #0308/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:15:14] #0309/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:15:26] #0310/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 12:16:34] #0313/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 12:17:10] #0315/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.667 conf=0.820 gap=0.720
[2026-05-12 12:17:43] #0317/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.070 conf=0.550 gap=0.230
[2026-05-12 12:17:53] #0318/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.083 conf=0.600 gap=0.350
[2026-05-12 12:19:29] #0320/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:19:40] #0321/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.750 conf=0.800 gap=0.720
[2026-05-12 12:20:06] #0322/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.032 conf=0.650 gap=0.450
[2026-05-12 12:20:36] #0323/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 12:20:49] #0324/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 12:21:00] #0325/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 12:21:37] #0327/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 12:21:44] #0328/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.750 conf=0.800 gap=0.720
[2026-05-12 12:22:16] #0329/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:22:47] #0330/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.887 conf=0.750 gap=0.650
[2026-05-12 12:24:54] #0335/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 12:25:36] #0337/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 12:26:18] #0339/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.989 conf=0.700 gap=0.580
[2026-05-12 12:26:30] #0340/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:26:40] #0341/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 12:27:18] #0342/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.630 conf=0.820 gap=0.690
[2026-05-12 12:27:20] #0343/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:27:36] #0344/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:27:47] #0345/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:27:56] #0346/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:28:04] #0347/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:28:06] #0348/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:28:18] #0349/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:28:25] #0350/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:30:11] #0354/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:30:24] #0355/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 12:31:22] #0357/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:31:38] #0358/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 12:32:04] #0359/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:32:30] #0360/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 12:32:33] #0361/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:33:31] #0362/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.673 conf=0.820 gap=0.720
[2026-05-12 12:34:22] #0365/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.667 conf=0.820 gap=0.720
[2026-05-12 12:34:48] #0366/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 12:34:58] #0367/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:35:09] #0368/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 12:35:23] #0369/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 12:35:35] #0370/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 12:35:47] #0371/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.835 conf=0.750 gap=0.600
[2026-05-12 12:36:04] #0372/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:37:06] #0373/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.530 conf=0.880 gap=0.840
[2026-05-12 12:37:16] #0374/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:37:29] #0375/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:37:58] #0377/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:38:08] #0378/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.630 conf=0.820 gap=0.690
[2026-05-12 12:38:24] #0379/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:38:58] #0381/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 12:39:00] #0382/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 12:39:10] #0383/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 12:39:21] #0384/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:39:51] #0385/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:40:05] #0386/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 12:40:15] #0387/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:40:44] #0388/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 12:45:03] #0393/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:45:12] #0394/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 12:46:43] #0397/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:46:56] #0398/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 12:47:33] #0400/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:47:48] #0401/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:47:57] #0402/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 12:48:13] #0403/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:48:16] #0404/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 12:48:54] #0406/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:49:07] #0407/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.606 conf=0.840 gap=0.740
[2026-05-12 12:49:20] #0408/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 12:49:31] #0409/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 12:49:42] #0410/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 12:49:55] #0411/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:50:26] #0413/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 12:51:09] #0415/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:51:48] #0417/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 12:52:00] #0418/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 12:52:10] #0419/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:52:18] #0420/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:52:27] #0421/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.802 conf=0.780 gap=0.680
[2026-05-12 12:52:37] #0422/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:52:46] #0423/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:53:00] #0424/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 12:53:27] #0425/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.856 conf=0.750 gap=0.630
[2026-05-12 12:53:40] #0426/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:53:50] #0427/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 12:54:06] #0428/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.496 conf=0.880 gap=0.810
[2026-05-12 12:54:14] #0429/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 12:55:55] #0431/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:56:06] #0432/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:56:58] #0435/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.085 conf=0.520 gap=0.190
[2026-05-12 12:58:21] #0440/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:58:38] #0441/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 13:00:14] #0444/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 13:00:17] #0445/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:00:25] #0446/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 13:00:41] #0447/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 13:01:11] #0449/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:02:09] #0450/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:02:54] #0452/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 13:03:04] #0453/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:03:43] #0455/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 13:03:53] #0456/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:04:06] #0457/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:04:16] #0458/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:05:13] #0461/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 13:05:30] #0462/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 13:05:41] #0463/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 13:06:23] #0465/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.667 conf=0.820 gap=0.720
[2026-05-12 13:06:34] #0466/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:06:44] #0467/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:06:54] #0468/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.186 conf=0.450 gap=0.100
[2026-05-12 13:07:02] #0469/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:07:58] #0471/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:08:06] #0472/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:08:16] #0473/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.261 conf=0.550 gap=0.350
[2026-05-12 13:09:28] #0477/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:09:38] #0478/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 13:10:04] #0479/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 13:10:20] #0480/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:10:30] #0481/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 13:10:57] #0483/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.551 conf=0.870 gap=0.820
[2026-05-12 13:11:14] #0484/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 13:11:29] #0485/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.444 conf=0.900 gap=0.860
[2026-05-12 13:11:32] #0486/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:11:43] #0487/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:12:10] #0488/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 13:12:22] #0489/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 13:12:42] #0490/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 13:12:44] #0491/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 13:12:56] #0492/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 13:13:06] #0493/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 13:13:18] #0494/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:13:27] #0495/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 13:13:40] #0496/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 13:13:50] #0497/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:14:13] #0499/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 13:15:02] #0502/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:15:29] #0504/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 13:15:38] #0505/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:15:46] #0506/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:16:14] #0508/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 13:18:03] #0512/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 13:18:13] #0513/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 13:19:04] #0516/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:19:15] #0517/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 13:19:27] #0518/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 13:19:41] #0519/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:19:50] #0520/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.875 conf=0.750 gap=0.630
[2026-05-12 13:20:00] #0521/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 13:20:12] #0522/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 13:20:49] #0524/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 13:21:03] #0525/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:21:47] #0527/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:21:57] #0528/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:22:06] #0529/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:22:17] #0530/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:22:29] #0531/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:22:31] #0532/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 13:22:42] #0533/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 13:23:54] #0536/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:24:43] #0538/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 13:24:53] #0539/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:25:05] #0540/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:25:14] #0541/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
