[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:14:51] #0415/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 14:15:14] #0416/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 14:15:40] #0417/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 14:16:07] #0418/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 14:16:29] #0419/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:16:50] #0420/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 14:17:19] #0421/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 14:17:43] #0422/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:18:05] #0423/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:19:03] #0425/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:19:37] #0426/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-11 14:20:09] #0427/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 14:21:08] #0429/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:21:39] #0430/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:22:02] #0431/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.308 | conf=0.936 | gap=0.915
[2026-05-11 14:22:27] #0432/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 14:23:28] #0433/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:23:57] #0434/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 14:24:27] #0435/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 14:24:53] #0436/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 14:25:21] #0437/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-11 14:25:46] #0438/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.825 | conf=0.684 | gap=0.474
[2026-05-11 14:26:19] #0439/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:26:58] #0440/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:27:24] #0441/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 14:27:50] #0442/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.120 | conf=0.980 | gap=0.973
[2026-05-11 14:28:14] #0443/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:28:34] #0444/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:28:58] #0445/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:20] #0446/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:47] #0447/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.381 | conf=0.898 | gap=0.816
[2026-05-11 14:30:17] #0448/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-11 14:30:46] #0449/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 14:31:20] #0450/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-11 14:32:00] #0451/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:32:36] #0452/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:33:02] #0453/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:33:28] #0454/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 14:33:55] #0455/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 14:34:41] #0456/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 14:35:10] #0457/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 14:35:35] #0458/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 14:35:57] #0459/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:36:20] #0460/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 14:36:39] #0461/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:37:08] #0462/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 14:37:32] #0463/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:37:57] #0464/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:38:23] #0465/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:39:01] #0466/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-11 14:39:27] #0467/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 14:39:57] #0468/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.430 | conf=0.876 | gap=0.773
[2026-05-11 14:40:30] #0469/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:40:53] #0470/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.770 | conf=0.778 | gap=0.689
[2026-05-11 14:41:22] #0471/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:42:07] #0472/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-11 14:42:40] #0473/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:43:13] #0474/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.021 | conf=0.650 | gap=0.500
[2026-05-11 14:43:38] #0475/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:44:19] #0476/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:44:43] #0477/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:45:17] #0478/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-11 14:45:44] #0479/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 14:46:13] #0480/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:46:49] #0481/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 14:47:13] #0482/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:47:39] #0483/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 14:48:12] #0484/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:48:37] #0485/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:49:42] #0487/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:50:12] #0488/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:50:38] #0489/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:51:10] #0490/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:51:32] #0491/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:51:59] #0492/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 14:52:28] #0493/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-11 14:52:49] #0494/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:53:16] #0495/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 14:53:52] #0496/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 14:54:22] #0497/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.932 | conf=0.720 | gap=0.600
[2026-05-11 14:54:49] #0498/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-11 14:55:17] #0499/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:55:51] #0500/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 14:56:19] #0501/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-11 14:56:50] #0502/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-11 14:57:18] #0503/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:57:41] #0504/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:58:27] #0505/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 14:58:52] #0506/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:59:20] #0507/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:59:56] #0508/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-11 15:00:28] #0509/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:01:25] #0511/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 15:02:31] #0513/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:03:14] #0514/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:03:47] #0515/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:04:18] #0516/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:04:48] #0517/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.626 | conf=0.825 | gap=0.722
[2026-05-11 15:05:24] #0518/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:05:58] #0519/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 15:06:22] #0520/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:06:49] #0521/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:07:19] #0522/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:08:01] #0523/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-11 15:09:01] #0525/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:09:26] #0526/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 15:10:16] #0527/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.106 | conf=0.737 | gap=0.684
[2026-05-11 15:10:50] #0528/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 15:11:14] #0529/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:12:10] #0531/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 15:12:52] #0532/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:13:19] #0533/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:13:46] #0534/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:14:20] #0535/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:15:30] #0537/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 15:16:00] #0538/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:16:45] #0539/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 15:17:11] #0540/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:17:38] #0541/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 15:18:02] #0542/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:32] #0543/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:18:57] #0544/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:19:28] #0545/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:19:58] #0546/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.884 | conf=0.714 | gap=0.561
[2026-05-11 15:20:25] #0547/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:57] #0548/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:21:28] #0549/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:22:13] #0550/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 15:22:35] #0551/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:23:10] #0552/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 15:23:39] #0553/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 15:24:04] #0554/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:24:35] #0555/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 15:25:15] #0557/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:25:44] #0558/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-11 15:26:13] #0559/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.593 | conf=0.850 | gap=0.770
[2026-05-11 15:26:43] #0560/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:27:13] #0561/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:27:45] #0562/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:28:13] #0563/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:28:43] #0564/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:29:11] #0565/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:29:36] #0566/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 15:30:02] #0567/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:10] #0568/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:32:29] #0570/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 15:32:55] #0571/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:33:47] #0572/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:34:23] #0573/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.786 | conf=0.750 | gap=0.570
[2026-05-11 15:34:51] #0574/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:35:23] #0575/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 15:36:48] #0577/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 15:37:16] #0578/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 15:37:43] #0579/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:38:33] #0580/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:38:59] #0581/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 15:39:28] #0582/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:40:00] #0583/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 15:40:22] #0584/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:41:02] #0585/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:41:24] #0586/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:41:50] #0587/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:42:17] #0588/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:42:40] #0589/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:43:05] #0590/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:43:32] #0591/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.401 | conf=0.907 | gap=0.856
[2026-05-11 15:43:58] #0592/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:44:26] #0593/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:45:43] #0595/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 15:46:14] #0596/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-11 15:46:40] #0597/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:47:36] #0599/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:48:06] #0600/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 15:48:27] #0601/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 15:48:55] #0602/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-11 15:49:32] #0603/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:49:57] #0604/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:50:24] #0605/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:50:51] #0606/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:51:29] #0607/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:52:31] #0609/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:52:57] #0610/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:53:40] #0611/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:54:07] #0612/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 15:54:44] #0613/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 15:55:19] #0614/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 15:55:47] #0615/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 15:56:47] #0617/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 15:57:14] #0618/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.061 | conf=0.991 | gap=0.988
[2026-05-11 15:57:38] #0619/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 15:58:01] #0620/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
