[2026-05-11 11:02:36] Class 2 (Talk-sit) 软标签生成开始
[2026-05-11 11:02:36]   QUICK=False LIMIT=50
[2026-05-11 11:02:36]   温度=0.8 (from api_config)
[2026-05-11 11:02:36]   本类: 5799窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:36]   实际生成: 5799 窗口
[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 10:32:30] #2280/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 10:32:30]   [2280/5799] acc=368/2280=16.1% filtered=1359/2280
[2026-05-12 10:33:57] #2281/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.655 | conf=0.400 | gap=0.050
[2026-05-12 10:34:37] #2282/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.845 | conf=0.300 | gap=0.000
[2026-05-12 10:35:50] #2283/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:36:29] #2284/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:36:58] #2285/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:37:23] #2286/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 10:37:50] #2287/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.890 | conf=0.720 | gap=0.600
[2026-05-12 10:38:35] #2288/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:38:59] #2289/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:39:28] #2290/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 10:39:50] #2291/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.744 | conf=0.400 | gap=0.200
[2026-05-12 10:40:33] #2292/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:41:01] #2293/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:41:30] #2294/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 10:42:49] #2295/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.178 | conf=0.700 | gap=0.580
[2026-05-12 10:43:33] #2296/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.839 | conf=0.579 | gap=0.211
[2026-05-12 10:44:46] #2297/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-12 10:45:09] #2298/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 10:45:38] #2299/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.793 | conf=0.539 | gap=0.461
[2026-05-12 10:46:06] #2300/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 10:46:06]   [2300/5799] acc=370/2300=16.1% filtered=1375/2300
[2026-05-12 10:47:04] #2301/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 10:47:34] #2302/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.721 | conf=0.450 | gap=0.200
[2026-05-12 10:47:59] #2303/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 10:48:46] #2304/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 10:49:44] #2305/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:50:12] #2306/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 10:50:36] #2307/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:51:03] #2308/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 10:51:30] #2309/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:52:28] #2310/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:53:39] #2311/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.477 | conf=0.550 | gap=0.350
[2026-05-12 10:54:02] #2312/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 10:54:32] #2313/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 10:55:27] #2314/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 10:56:12] #2315/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:56:33] #2316/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:57:12] #2317/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-12 10:57:47] #2318/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 10:58:34] #2319/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.415 | conf=0.400 | gap=0.150
[2026-05-12 10:58:56] #2320/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 10:58:56]   [2320/5799] acc=372/2320=16.0% filtered=1393/2320
[2026-05-12 11:00:06] #2321/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.910 | conf=0.354 | gap=0.101
[2026-05-12 11:00:33] #2322/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 11:01:15] #2323/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:01:40] #2324/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:02:12] #2325/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 11:02:37] #2326/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:03:06] #2327/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:03:33] #2328/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-12 11:03:58] #2329/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 11:04:21] #2330/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.292 | conf=0.939 | gap=0.908
[2026-05-12 11:04:51] #2331/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:06:11] #2332/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:06:53] #2333/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:07:23] #2334/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.501 | conf=0.876 | gap=0.825
[2026-05-12 11:07:57] #2335/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:08:51] #2336/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:09:36] #2337/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:10:08] #2338/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 11:10:50] #2339/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 11:11:19] #2340/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:11:19]   [2340/5799] acc=376/2340=16.1% filtered=1412/2340
[2026-05-12 11:12:18] #2341/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:12:45] #2342/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:13:32] #2343/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-12 11:14:25] #2344/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 11:15:04] #2345/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 11:15:27] #2346/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 11:15:52] #2347/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 11:16:35] #2348/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 11:17:20] #2349/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:17:43] #2350/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:18:12] #2351/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 11:18:58] #2352/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:19:26] #2353/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:19:55] #2354/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:21:13] #2355/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 11:21:40] #2356/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 11:22:07] #2357/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.332 | conf=0.929 | gap=0.899
[2026-05-12 11:22:32] #2358/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:23:40] #2359/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.068 | conf=0.600 | gap=0.350
[2026-05-12 11:24:25] #2360/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:24:25]   [2360/5799] acc=379/2360=16.1% filtered=1432/2360
[2026-05-12 11:24:49] #2361/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.390 | conf=0.909 | gap=0.859
[2026-05-12 11:25:21] #2362/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:25:51] #2363/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=1.333 | conf=0.567 | gap=0.309
[2026-05-12 11:26:23] #2364/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.006 | conf=0.647 | gap=0.471
[2026-05-12 11:26:51] #2365/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:27:41] #2366/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.722 | conf=0.400 | gap=0.200
[2026-05-12 11:28:06] #2367/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:29:06] #2368/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-12 11:29:31] #2369/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:30:00] #2370/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:30:27] #2371/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:30:59] #2372/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:31:46] #2373/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:32:09] #2374/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:32:38] #2375/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.100 | conf=0.979 | gap=0.959
[2026-05-12 11:33:18] #2376/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:34:03] #2377/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:34:31] #2378/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-12 11:34:59] #2379/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.280 | conf=0.721 | gap=0.644
[2026-05-12 11:35:23] #2380/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:35:23]   [2380/5799] acc=381/2380=16.0% filtered=1451/2380
[2026-05-12 11:36:45] #2381/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 11:37:57] #2382/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:38:26] #2383/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:38:56] #2384/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 11:39:27] #2385/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:40:00] #2386/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-12 11:40:28] #2387/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:40:44] #2388/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 11:41:10] #2389/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:41:46] #2390/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:42:21] #2391/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:42:59] #2392/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-12 11:43:26] #2393/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:43:57] #2394/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:44:22] #2395/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 11:44:53] #2396/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.372 | conf=0.693 | gap=0.644
[2026-05-12 11:45:29] #2397/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 11:45:52] #2398/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:46:11] #2399/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:46:32] #2400/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:46:32]   [2400/5799] acc=387/2400=16.1% filtered=1471/2400
[2026-05-12 11:46:53] #2401/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-12 11:47:30] #2402/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.178 | conf=0.750 | gap=0.700
[2026-05-12 11:47:57] #2403/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.817 | conf=0.550 | gap=0.470
[2026-05-12 11:48:40] #2404/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:49:14] #2405/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.778 | conf=0.550 | gap=0.500
[2026-05-12 11:50:03] #2406/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 11:50:56] #2407/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:51:25] #2408/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 11:52:12] #2409/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.436 | conf=0.895 | gap=0.842
[2026-05-12 11:52:40] #2410/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:53:55] #2411/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 11:54:41] #2412/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 11:55:08] #2413/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 11:55:36] #2414/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 11:55:59] #2415/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 11:56:48] #2416/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 11:57:18] #2417/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:57:46] #2418/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 11:58:12] #2419/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:59:08] #2420/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:59:08]   [2420/5799] acc=391/2420=16.2% filtered=1489/2420
[2026-05-12 11:59:56] #2421/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:01:07] #2422/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:02:19] #2423/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:02:55] #2424/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 12:04:11] #2425/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-12 12:04:49] #2426/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:05:24] #2427/05799 | true=Talk-sit(2) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 12:05:52] #2428/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 12:06:29] #2429/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:07:15] #2430/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:08:00] #2431/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.822 | conf=0.750 | gap=0.630
[2026-05-12 12:08:28] #2432/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:09:06] #2433/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:10:16] #2434/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 12:10:48] #2435/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-12 12:11:33] #2436/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:12:14] #2437/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:12:46] #2438/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 12:14:00] #2439/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.688 | conf=0.450 | gap=0.200
[2026-05-12 12:14:40] #2440/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 12:14:40]   [2440/5799] acc=394/2440=16.1% filtered=1508/2440
[2026-05-12 12:15:13] #2441/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.904 | conf=0.490 | gap=0.343
[2026-05-12 12:15:45] #2442/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 12:16:16] #2443/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-12 12:16:43] #2444/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-12 12:17:31] #2445/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:18:03] #2446/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-12 12:19:01] #2447/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:19:24] #2448/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 12:19:45] #2449/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:20:42] #2450/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-12 12:21:07] #2451/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 12:21:52] #2452/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 12:22:19] #2453/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.890 | conf=0.720 | gap=0.600
[2026-05-12 12:23:03] #2454/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.223 | conf=0.960 | gap=0.950
[2026-05-12 12:23:29] #2455/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:24:13] #2456/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 12:25:23] #2457/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:26:04] #2458/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:26:27] #2459/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:27:07] #2460/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:27:07]   [2460/5799] acc=398/2460=16.2% filtered=1527/2460
[2026-05-12 12:27:30] #2461/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
