[2026-05-11 23:14:57] #0002/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 06:57:29] #1141/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 06:58:12] #1143/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 07:01:05] #1150/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.114 conf=0.650 gap=0.500
[2026-05-12 07:01:35] #1152/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:02:04] #1153/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.921 conf=0.750 gap=0.650
[2026-05-12 07:02:16] #1154/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 07:03:42] #1158/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:04:45] #1160/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 07:04:59] #1161/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.222 conf=0.450 gap=0.160
[2026-05-12 07:07:02] #1167/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:07:22] #1168/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 07:07:55] #1169/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:08:09] #1170/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 07:08:20] #1171/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.159 conf=0.450 gap=0.050
[2026-05-12 07:08:55] #1173/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.123 conf=0.550 gap=0.250
[2026-05-12 07:12:00] #1174/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 07:12:06] #1175/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.010 conf=0.650 gap=0.420
[2026-05-12 07:12:37] #1176/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:13:18] #1177/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:13:32] #1178/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:13:56] #1179/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 07:14:05] #1180/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 07:14:08] #1181/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 07:14:33] #1182/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 07:15:54] #1186/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 07:17:58] #1193/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 07:18:27] #1195/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 07:20:29] #1198/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.040 conf=0.650 gap=0.470
[2026-05-12 07:22:05] #1204/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.120 conf=0.650 gap=0.500
[2026-05-12 07:22:46] #1206/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.193 conf=0.520 gap=0.270
[2026-05-12 07:24:14] #1208/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:24:18] #1209/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 07:25:02] #1211/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 07:26:01] #1214/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.634 conf=0.820 gap=0.710
[2026-05-12 07:27:11] #1217/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:27:54] #1218/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 07:28:44] #1221/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 07:29:02] #1222/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 07:29:15] #1223/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.957 conf=0.620 gap=0.320
[2026-05-12 07:29:50] #1224/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.008 conf=0.700 gap=0.580
[2026-05-12 07:30:13] #1225/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 07:31:04] #1228/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:32:31] #1233/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.116 conf=0.620 gap=0.460
[2026-05-12 07:32:51] #1234/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:33:08] #1235/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.074 conf=0.500 gap=0.150
[2026-05-12 07:33:24] #1236/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 07:37:05] #1246/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.892 conf=0.720 gap=0.540
[2026-05-12 07:37:40] #1248/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.275 conf=0.450 gap=0.160
[2026-05-12 07:37:54] #1249/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:38:08] #1250/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.860 conf=0.620 gap=0.320
[2026-05-12 07:40:03] #1252/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 07:40:58] #1254/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:41:20] #1255/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:43:00] #1259/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 07:43:51] #1261/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:44:03] #1262/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.650 gap=0.490
[2026-05-12 07:44:32] #1263/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.992 conf=0.620 gap=0.340
[2026-05-12 07:44:58] #1265/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 07:46:50] #1271/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.825 conf=0.720 gap=0.540
[2026-05-12 07:46:57] #1272/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:48:02] #1273/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:48:33] #1274/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 07:50:45] #1279/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:50:57] #1280/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.114 conf=0.450 gap=0.100
[2026-05-12 07:51:24] #1281/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:53:44] #1288/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.046 conf=0.650 gap=0.450
[2026-05-12 07:55:07] #1292/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 07:55:37] #1294/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.878 conf=0.720 gap=0.550
[2026-05-12 07:55:50] #1295/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.243 conf=0.400 gap=0.000
[2026-05-12 07:56:05] #1296/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 07:57:28] #1299/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 07:58:47] #1302/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 08:00:02] #1305/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 08:00:38] #1307/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 08:01:03] #1309/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 08:03:34] #1315/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.052 conf=0.650 gap=0.500
[2026-05-12 08:04:44] #1319/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 08:05:23] #1321/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.789 conf=0.750 gap=0.620
[2026-05-12 08:06:36] #1324/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.097 conf=0.650 gap=0.470
[2026-05-12 08:07:10] #1326/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:07:40] #1327/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.872 conf=0.720 gap=0.530
[2026-05-12 08:08:14] #1329/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.638 conf=0.850 gap=0.790
[2026-05-12 08:08:41] #1330/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 08:11:00] #1335/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:11:21] #1336/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 08:11:41] #1337/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.071 conf=0.450 gap=0.000
[2026-05-12 08:14:03] #1343/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:14:21] #1344/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 08:22:27] #1362/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.957 conf=0.620 gap=0.320
[2026-05-12 08:23:23] #1364/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.720 gap=0.570
[2026-05-12 08:23:40] #1365/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.119 conf=0.420 gap=0.040
[2026-05-12 08:24:29] #1367/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 08:25:50] #1371/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 08:27:39] #1376/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.338 conf=0.450 gap=0.190
[2026-05-12 08:28:03] #1377/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:28:25] #1378/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.942 conf=0.720 gap=0.600
[2026-05-12 08:29:59] #1382/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 08:31:05] #1386/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.067 conf=0.550 gap=0.220
[2026-05-12 08:32:18] #1389/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 08:33:38] #1392/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 08:34:39] #1395/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.650 gap=0.490
