[2026-05-11 23:15:44] #0003/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 02:59:35] #0525/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 02:59:56] #0527/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:00:09] #0528/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.162 conf=0.550 gap=0.300
[2026-05-12 03:00:33] #0529/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:00:59] #0530/01395 | true=downstairs | pred=jogging | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:01:34] #0532/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 03:01:45] #0533/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.846 conf=0.720 gap=0.520
[2026-05-12 03:02:00] #0534/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 03:03:11] #0535/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.884 conf=0.680 gap=0.430
[2026-05-12 03:03:44] #0536/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 03:04:10] #0537/01395 | true=downstairs | pred=jogging | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 03:04:53] #0539/01395 | true=downstairs | pred=jogging | ✗ | ent=0.862 conf=0.680 gap=0.440
[2026-05-12 03:05:12] #0540/01395 | true=downstairs | pred=walking | ✗ | ent=0.780 conf=0.700 gap=0.450
[2026-05-12 03:05:49] #0541/01395 | true=downstairs | pred=jogging | ✗ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 03:05:54] #0542/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 03:06:16] #0543/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:06:33] #0544/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:06:41] #0545/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:07:25] #0547/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.965 conf=0.720 gap=0.590
[2026-05-12 03:08:10] #0549/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 03:08:35] #0550/01395 | true=downstairs | pred=walking | ✗ | ent=1.023 conf=0.700 gap=0.580
[2026-05-12 03:08:55] #0551/01395 | true=downstairs | pred=walking | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 03:09:01] #0552/01395 | true=downstairs | pred=jogging | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:09:08] #0553/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:09:23] #0554/01395 | true=downstairs | pred=walking | ✗ | ent=0.881 conf=0.750 gap=0.630
[2026-05-12 03:09:46] #0555/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 03:10:00] #0556/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.735 conf=0.800 gap=0.710
[2026-05-12 03:10:34] #0557/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 03:11:01] #0558/01395 | true=downstairs | pred=walking | ✗ | ent=0.795 conf=0.780 gap=0.660
[2026-05-12 03:11:07] #0559/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:11:35] #0560/01395 | true=downstairs | pred=walking | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:12:19] #0562/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:12:34] #0563/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:13:10] #0565/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:13:34] #0566/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.838 conf=0.720 gap=0.560
[2026-05-12 03:13:50] #0567/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.876 conf=0.750 gap=0.610
[2026-05-12 03:14:14] #0568/01395 | true=downstairs | pred=walking | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 03:14:36] #0569/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 03:14:50] #0570/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.140 conf=0.650 gap=0.540
[2026-05-12 03:15:23] #0571/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 03:15:40] #0572/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:16:07] #0573/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.554 conf=0.880 gap=0.840
[2026-05-12 03:16:22] #0574/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.017 conf=0.550 gap=0.190
[2026-05-12 03:18:23] #0577/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.950 conf=0.650 gap=0.390
[2026-05-12 03:18:57] #0579/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:19:32] #0580/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:20:38] #0581/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.171 conf=0.600 gap=0.400
[2026-05-12 03:21:04] #0582/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 03:21:37] #0583/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.858 conf=0.720 gap=0.520
[2026-05-12 03:22:41] #0584/01395 | true=downstairs | pred=walking | ✗ | ent=0.901 conf=0.750 gap=0.630
[2026-05-12 03:23:11] #0585/01395 | true=downstairs | pred=jogging | ✗ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:23:25] #0586/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 03:23:45] #0587/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:24:33] #0588/01395 | true=downstairs | pred=jogging | ✗ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 03:24:40] #0589/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.858 conf=0.780 gap=0.700
[2026-05-12 03:24:49] #0590/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 03:25:07] #0591/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.091 conf=0.650 gap=0.500
[2026-05-12 03:25:22] #0593/01395 | true=downstairs | pred=walking | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:25:45] #0594/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 03:26:16] #0595/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 03:27:30] #0597/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:27:34] #0598/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:27:51] #0599/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 03:28:09] #0600/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:29:53] #0601/01395 | true=downstairs | pred=jogging | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 03:30:29] #0603/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:30:57] #0604/01395 | true=downstairs | pred=walking | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 03:31:06] #0605/01395 | true=downstairs | pred=walking | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:31:54] #0607/01395 | true=downstairs | pred=walking | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:32:16] #0608/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.191 conf=0.550 gap=0.310
[2026-05-12 03:34:12] #0609/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 03:35:07] #0610/01395 | true=downstairs | pred=walking | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:35:28] #0611/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:37:36] #0614/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:37:59] #0615/01395 | true=downstairs | pred=walking | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 03:38:13] #0616/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 03:38:32] #0617/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 03:38:47] #0618/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:38:57] #0619/01395 | true=downstairs | pred=jogging | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 03:39:11] #0620/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 03:39:30] #0621/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 03:39:44] #0622/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.332 conf=0.920 gap=0.870
[2026-05-12 03:40:49] #0623/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.120 conf=0.650 gap=0.500
[2026-05-12 03:41:23] #0624/01395 | true=downstairs | pred=jogging | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 03:42:03] #0625/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 03:42:30] #0626/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.632 conf=0.750 gap=0.520
[2026-05-12 03:42:53] #0627/01395 | true=downstairs | pred=walking | ✗ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 03:43:02] #0628/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 03:43:26] #0629/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 03:43:35] #0631/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:44:00] #0632/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:44:28] #0633/01395 | true=downstairs | pred=jogging | ✗ | ent=0.633 conf=0.850 gap=0.790
[2026-05-12 03:44:40] #0634/01395 | true=downstairs | pred=walking | ✗ | ent=1.012 conf=0.560 gap=0.210
[2026-05-12 03:45:19] #0635/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 03:45:35] #0636/01395 | true=downstairs | pred=walking | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 03:46:35] #0638/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:47:10] #0639/01395 | true=downstairs | pred=walking | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 03:47:34] #0640/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.721 conf=0.750 gap=0.550
[2026-05-12 03:47:51] #0641/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 03:48:09] #0642/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 03:48:19] #0643/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 03:48:54] #0644/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.459 conf=0.850 gap=0.710
[2026-05-12 03:49:02] #0645/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 03:49:31] #0646/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.134 conf=0.550 gap=0.290
[2026-05-12 03:49:47] #0647/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:50:01] #0648/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.565 conf=0.850 gap=0.740
[2026-05-12 03:50:53] #0650/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 03:51:02] #0651/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.935 conf=0.700 gap=0.500
[2026-05-12 03:51:59] #0652/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 03:53:00] #0656/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:53:16] #0657/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:53:45] #0659/01395 | true=downstairs | pred=walking | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:54:43] #0661/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 03:55:07] #0662/01395 | true=downstairs | pred=jogging | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:55:36] #0663/01395 | true=downstairs | pred=walking | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 03:55:50] #0664/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:55:53] #0665/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 03:56:57] #0666/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 03:57:21] #0667/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 03:57:50] #0668/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:58:06] #0669/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:58:47] #0670/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 03:59:09] #0671/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:59:43] #0672/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 04:01:01] #0674/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:01:25] #0675/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:01:57] #0676/01395 | true=downstairs | pred=walking | ✗ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 04:02:19] #0677/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.933 conf=0.620 gap=0.340
[2026-05-12 04:02:45] #0678/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:03:00] #0679/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:03:21] #0681/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:04:06] #0682/01395 | true=downstairs | pred=walking | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 04:05:35] #0686/01395 | true=downstairs | pred=jogging | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:06:08] #0688/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 04:06:26] #0689/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 04:06:56] #0690/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:07:08] #0691/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 04:08:04] #0693/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.703 conf=0.800 gap=0.700
[2026-05-12 04:08:36] #0694/01395 | true=downstairs | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:09:07] #0695/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 04:09:16] #0696/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.550 gap=0.200
[2026-05-12 04:10:35] #0698/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:10:51] #0699/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 04:13:04] #0702/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:13:20] #0703/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:13:50] #0704/01395 | true=downstairs | pred=jogging | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:14:04] #0705/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:14:19] #0706/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 04:14:34] #0707/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 04:14:49] #0708/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:15:21] #0710/01395 | true=downstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 04:15:56] #0711/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 04:16:20] #0712/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 04:16:41] #0713/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 04:17:13] #0714/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.897 conf=0.750 gap=0.650
[2026-05-12 04:17:48] #0716/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:18:10] #0717/01395 | true=downstairs | pred=jogging | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 04:18:25] #0718/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:18:45] #0719/01395 | true=downstairs | pred=jogging | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:20:16] #0721/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 04:20:52] #0722/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:21:31] #0725/01395 | true=downstairs | pred=walking | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 04:21:40] #0726/01395 | true=downstairs | pred=walking | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:21:59] #0727/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.780 conf=0.700 gap=0.450
[2026-05-12 04:22:34] #0729/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.015 conf=0.650 gap=0.450
[2026-05-12 04:23:18] #0731/01395 | true=downstairs | pred=walking | ✗ | ent=1.156 conf=0.600 gap=0.450
[2026-05-12 04:23:27] #0732/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.990 conf=0.700 gap=0.560
[2026-05-12 04:23:40] #0733/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:24:23] #0736/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.949 conf=0.720 gap=0.580
[2026-05-12 04:24:36] #0737/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.165 conf=0.550 gap=0.250
[2026-05-12 04:25:00] #0738/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.994 conf=0.720 gap=0.610
[2026-05-12 04:26:01] #0740/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.098 conf=0.620 gap=0.390
[2026-05-12 04:26:10] #0741/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 04:26:34] #0742/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 04:26:41] #0743/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 04:27:00] #0744/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:27:40] #0745/01395 | true=downstairs | pred=walking | ✗ | ent=1.210 conf=0.530 gap=0.280
[2026-05-12 04:28:13] #0746/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 04:28:45] #0747/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.716 conf=0.830 gap=0.780
[2026-05-12 04:30:02] #0749/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:30:29] #0750/01395 | true=downstairs | pred=walking | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:30:37] #0751/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:31:10] #0752/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:32:15] #0754/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 04:32:48] #0756/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:33:53] #0759/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:34:21] #0760/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.867 conf=0.700 gap=0.520
[2026-05-12 04:34:33] #0761/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 04:34:50] #0762/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 04:35:32] #0763/01395 | true=downstairs | pred=jogging | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:36:03] #0764/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 04:36:33] #0765/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.971 conf=0.550 gap=0.180
[2026-05-12 04:36:59] #0767/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.607 conf=0.850 gap=0.770
[2026-05-12 04:37:27] #0768/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 04:37:53] #0769/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.993 conf=0.700 gap=0.580
[2026-05-12 04:38:00] #0770/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 04:38:21] #0771/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 04:38:47] #0772/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:40:10] #0775/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:40:16] #0776/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 04:40:40] #0777/01395 | true=downstairs | pred=walking | ✗ | ent=0.719 conf=0.790 gap=0.640
[2026-05-12 04:40:54] #0778/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:41:06] #0779/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:41:29] #0780/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:42:35] #0782/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:43:06] #0783/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:43:11] #0784/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:43:50] #0786/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.054 conf=0.620 gap=0.400
[2026-05-12 04:44:06] #0787/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:44:20] #0788/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:44:34] #0789/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:44:50] #0790/01395 | true=downstairs | pred=walking | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 04:45:03] #0791/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 04:45:09] #0792/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:45:26] #0793/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:45:33] #0794/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 04:46:09] #0795/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:46:25] #0796/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:46:39] #0797/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 04:46:48] #0798/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 04:47:18] #0799/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:47:40] #0800/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
