[2026-05-11 11:04:17] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-11 11:04:17]   QUICK=False LIMIT=50
[2026-05-11 11:04:17]   温度=0.8 (from api_config)
[2026-05-11 11:04:17]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:17]   实际生成: 986 窗口
[2026-05-11 11:04:50] #0001/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:26:35] #0357/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 14:27:02] #0358/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=1.481 | conf=0.650 | gap=0.570
[2026-05-11 14:27:44] #0359/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:28:33] #0360/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.498 | conf=0.500 | gap=0.400
[2026-05-11 14:28:33]   [360/986] acc=69/360=19.2% filtered=326/360
[2026-05-11 14:29:05] #0361/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 14:29:39] #0362/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 14:30:27] #0363/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:30:57] #0364/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:31:28] #0365/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 14:31:54] #0366/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:32:25] #0367/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 14:32:53] #0368/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:33:24] #0369/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 14:33:54] #0370/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.150 | conf=0.650 | gap=0.530
[2026-05-11 14:34:20] #0371/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:34:48] #0372/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 14:35:23] #0373/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 14:35:50] #0374/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 14:36:32] #0375/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:37:11] #0376/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:37:42] #0377/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:38:10] #0378/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:38:34] #0379/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:39:05] #0380/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:39:05]   [380/986] acc=73/380=19.2% filtered=346/380
[2026-05-11 14:39:34] #0381/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:40:10] #0382/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.429 | conf=0.500 | gap=0.300
[2026-05-11 14:41:03] #0383/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.089 | conf=0.600 | gap=0.400
[2026-05-11 14:41:35] #0384/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:42:23] #0385/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:42:53] #0386/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:43:19] #0387/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:43:49] #0388/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:44:19] #0389/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.730
[2026-05-11 14:44:52] #0390/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 14:45:22] #0391/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.220 | conf=0.650 | gap=0.530
[2026-05-11 14:46:11] #0392/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 14:46:55] #0393/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-11 14:47:48] #0394/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:48:16] #0395/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:48:45] #0396/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.585 | conf=0.850 | gap=0.780
[2026-05-11 14:49:24] #0397/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 14:49:56] #0398/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:50:25] #0399/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:50:59] #0400/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.093 | conf=0.700 | gap=0.600
[2026-05-11 14:50:59]   [400/986] acc=75/400=18.8% filtered=366/400
[2026-05-11 14:51:31] #0401/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:52:31] #0402/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.752 | conf=0.300 | gap=0.050
[2026-05-11 14:53:02] #0403/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 14:53:34] #0404/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:54:20] #0405/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:54:49] #0406/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 14:55:34] #0407/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 14:56:05] #0408/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:56:41] #0409/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:57:14] #0410/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:57:41] #0411/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:58:14] #0412/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=1.004 | conf=0.750 | gap=0.670
[2026-05-11 14:58:43] #0413/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:59:14] #0414/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.221 | conf=0.650 | gap=0.550
[2026-05-11 14:59:45] #0415/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:00:16] #0416/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:01:12] #0417/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.752 | conf=0.300 | gap=0.050
[2026-05-11 15:01:49] #0418/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.394 | conf=0.400 | gap=0.050
[2026-05-11 15:02:44] #0419/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:03:40] #0420/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:03:40]   [420/986] acc=76/420=18.1% filtered=383/420
[2026-05-11 15:04:13] #0421/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 15:05:08] #0422/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-11 15:06:01] #0423/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:06:41] #0424/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.314 | conf=0.550 | gap=0.300
[2026-05-11 15:07:13] #0425/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 15:07:47] #0426/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:08:24] #0427/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 15:09:18] #0428/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.099 | conf=0.650 | gap=0.450
[2026-05-11 15:09:59] #0429/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:10:29] #0430/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:10:57] #0431/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-11 15:11:24] #0432/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:11:59] #0433/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:13:22] #0434/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 15:14:01] #0435/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:14:32] #0436/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 15:15:08] #0437/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:15:42] #0438/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.205 | conf=0.957 | gap=0.936
[2026-05-11 15:16:14] #0439/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.696 | conf=0.400 | gap=0.250
[2026-05-11 15:16:54] #0440/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:16:54]   [440/986] acc=78/440=17.7% filtered=402/440
[2026-05-11 15:17:29] #0441/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.328 | conf=0.940 | gap=0.920
[2026-05-11 15:18:08] #0442/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 15:18:54] #0443/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.194 | conf=0.526 | gap=0.316
[2026-05-11 15:19:36] #0444/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 15:20:12] #0445/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:50] #0446/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:21:29] #0447/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:22:02] #0448/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:22:42] #0449/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:23:16] #0450/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:23:53] #0451/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:24:26] #0452/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 15:24:57] #0453/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:25:39] #0454/00986 | true=Walk-backwards(12) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 15:26:13] #0455/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:26:44] #0456/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 15:27:45] #0457/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.374 | conf=0.600 | gap=0.500
[2026-05-11 15:28:17] #0458/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 15:28:48] #0459/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:29:22] #0460/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:29:22]   [460/986] acc=81/460=17.6% filtered=421/460
[2026-05-11 15:29:56] #0461/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 15:30:26] #0462/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:30:59] #0463/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.407 | conf=0.550 | gap=0.400
[2026-05-11 15:31:45] #0464/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 15:32:29] #0465/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:33:25] #0466/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 15:33:58] #0467/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:38] #0468/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:35:11] #0469/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.783 | conf=0.780 | gap=0.680
[2026-05-11 15:35:59] #0470/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.382 | conf=0.550 | gap=0.400
[2026-05-11 15:36:42] #0471/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:37:11] #0472/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 15:38:00] #0473/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:38:36] #0474/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 15:39:08] #0475/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:39:53] #0476/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:40:09] #0477/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.305 | conf=0.450 | gap=0.150
[2026-05-11 15:40:47] #0478/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 15:41:10] #0479/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.522 | conf=0.450 | gap=0.250
[2026-05-11 15:42:17] #0480/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:42:17]   [480/986] acc=87/480=18.1% filtered=439/480
[2026-05-11 15:42:41] #0481/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:43:09] #0482/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:43:48] #0483/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:44:23] #0484/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.706 | conf=0.780 | gap=0.630
[2026-05-11 15:45:11] #0485/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 15:45:55] #0486/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 15:46:44] #0487/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:47:18] #0488/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:47:55] #0489/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:48:29] #0490/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.173 | conf=0.550 | gap=0.250
[2026-05-11 15:49:24] #0491/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:50:03] #0492/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:50:44] #0493/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:51:21] #0494/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.820 | conf=0.800 | gap=0.750
[2026-05-11 15:52:15] #0495/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:52:51] #0496/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.752 | conf=0.750 | gap=0.570
[2026-05-11 15:53:27] #0497/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:54:00] #0498/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 15:54:29] #0499/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 15:55:01] #0500/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:55:01]   [500/986] acc=96/500=19.2% filtered=459/500
[2026-05-11 15:55:38] #0501/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.758 | conf=0.720 | gap=0.490
[2026-05-11 15:56:11] #0502/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:56:43] #0503/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:57:12] #0504/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=1.728 | conf=0.500 | gap=0.400
[2026-05-11 15:57:43] #0505/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:58:03] #0506/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 15:58:36] #0507/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 15:59:13] #0508/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 15:59:50] #0509/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.140 | conf=0.700 | gap=0.630
[2026-05-11 16:00:26] #0510/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 16:01:09] #0511/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=1.467 | conf=0.650 | gap=0.570
[2026-05-11 16:01:46] #0512/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 16:02:19] #0513/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:02:55] #0514/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.450 | gap=0.150
[2026-05-11 16:03:37] #0515/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 16:04:51] #0516/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:05:28] #0517/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 16:06:48] #0518/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.557 | conf=0.400 | gap=0.100
[2026-05-11 16:07:30] #0519/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.737 | gap=0.526
[2026-05-11 16:08:03] #0520/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 16:08:03]   [520/986] acc=100/520=19.2% filtered=476/520
[2026-05-11 16:08:43] #0521/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:09:23] #0522/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:09:56] #0523/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.735 | conf=0.820 | gap=0.760
[2026-05-11 16:10:41] #0524/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.425 | conf=0.550 | gap=0.430
[2026-05-11 16:11:23] #0525/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:11:57] #0526/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.717 | conf=0.820 | gap=0.740
[2026-05-11 16:12:33] #0527/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:13:12] #0528/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:13:49] #0529/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:14:35] #0530/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 16:15:07] #0531/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.327 | conf=0.450 | gap=0.200
[2026-05-11 16:15:45] #0532/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:16:16] #0533/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:16:51] #0534/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 16:17:33] #0535/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.232 | conf=0.650 | gap=0.550
