[2026-05-11 11:04:50] #0001/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:56:05] #0408/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:56:41] #0409/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:57:14] #0410/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:57:41] #0411/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:58:14] #0412/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=1.004 | conf=0.750 | gap=0.670
[2026-05-11 14:58:43] #0413/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:59:14] #0414/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.221 | conf=0.650 | gap=0.550
[2026-05-11 14:59:45] #0415/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:00:16] #0416/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:02:44] #0419/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:03:40] #0420/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:04:13] #0421/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 15:05:08] #0422/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-11 15:06:01] #0423/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:06:41] #0424/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.314 | conf=0.550 | gap=0.300
[2026-05-11 15:07:13] #0425/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 15:07:47] #0426/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:08:24] #0427/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 15:09:18] #0428/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.099 | conf=0.650 | gap=0.450
[2026-05-11 15:09:59] #0429/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:10:29] #0430/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:10:57] #0431/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-11 15:11:24] #0432/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:11:59] #0433/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:13:22] #0434/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 15:14:01] #0435/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:14:32] #0436/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 15:15:08] #0437/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:15:42] #0438/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.205 | conf=0.957 | gap=0.936
[2026-05-11 15:16:54] #0440/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:17:29] #0441/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.328 | conf=0.940 | gap=0.920
[2026-05-11 15:18:08] #0442/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 15:18:54] #0443/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.194 | conf=0.526 | gap=0.316
[2026-05-11 15:20:12] #0445/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:50] #0446/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:21:29] #0447/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:22:02] #0448/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:22:42] #0449/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:23:16] #0450/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:23:53] #0451/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:24:26] #0452/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 15:24:57] #0453/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:25:39] #0454/00986 | true=Walk-backwards(12) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 15:26:13] #0455/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:26:44] #0456/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 15:27:45] #0457/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.374 | conf=0.600 | gap=0.500
[2026-05-11 15:28:17] #0458/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 15:28:48] #0459/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:29:22] #0460/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:29:56] #0461/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 15:30:26] #0462/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:30:59] #0463/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.407 | conf=0.550 | gap=0.400
[2026-05-11 15:31:45] #0464/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 15:32:29] #0465/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:33:25] #0466/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 15:33:58] #0467/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:38] #0468/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:35:11] #0469/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.783 | conf=0.780 | gap=0.680
[2026-05-11 15:35:59] #0470/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.382 | conf=0.550 | gap=0.400
[2026-05-11 15:36:42] #0471/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:37:11] #0472/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 15:38:00] #0473/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:38:36] #0474/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 15:39:08] #0475/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:39:53] #0476/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:40:47] #0478/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 15:42:17] #0480/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:42:41] #0481/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:43:09] #0482/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:43:48] #0483/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:44:23] #0484/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.706 | conf=0.780 | gap=0.630
[2026-05-11 15:45:11] #0485/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 15:45:55] #0486/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 15:46:44] #0487/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:47:18] #0488/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:47:55] #0489/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:48:29] #0490/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.173 | conf=0.550 | gap=0.250
[2026-05-11 15:49:24] #0491/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:50:03] #0492/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:50:44] #0493/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:51:21] #0494/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.820 | conf=0.800 | gap=0.750
[2026-05-11 15:52:15] #0495/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:52:51] #0496/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.752 | conf=0.750 | gap=0.570
[2026-05-11 15:53:27] #0497/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:54:00] #0498/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 15:54:29] #0499/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 15:55:01] #0500/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:55:38] #0501/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.758 | conf=0.720 | gap=0.490
[2026-05-11 15:56:11] #0502/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:56:43] #0503/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:57:43] #0505/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:58:03] #0506/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 15:58:36] #0507/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 15:59:13] #0508/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 15:59:50] #0509/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.140 | conf=0.700 | gap=0.630
[2026-05-11 16:00:26] #0510/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 16:01:09] #0511/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=1.467 | conf=0.650 | gap=0.570
[2026-05-11 16:01:46] #0512/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 16:02:19] #0513/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:03:37] #0515/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 16:04:51] #0516/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:05:28] #0517/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 16:07:30] #0519/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.737 | gap=0.526
[2026-05-11 16:08:03] #0520/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 16:08:43] #0521/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:09:23] #0522/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:09:56] #0523/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.735 | conf=0.820 | gap=0.760
[2026-05-11 16:10:41] #0524/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.425 | conf=0.550 | gap=0.430
[2026-05-11 16:11:23] #0525/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:11:57] #0526/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.717 | conf=0.820 | gap=0.740
[2026-05-11 16:12:33] #0527/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:13:12] #0528/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:13:49] #0529/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:14:35] #0530/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 16:15:45] #0532/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:16:16] #0533/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:16:51] #0534/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 16:17:33] #0535/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.232 | conf=0.650 | gap=0.550
[2026-05-11 16:18:11] #0536/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 16:18:48] #0537/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 16:19:24] #0538/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:20:39] #0540/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:21:11] #0541/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:21:42] #0542/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-11 16:22:16] #0543/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:23:13] #0544/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.381 | conf=0.550 | gap=0.400
[2026-05-11 16:23:49] #0545/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.119 | conf=0.700 | gap=0.600
[2026-05-11 16:24:20] #0546/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 16:25:02] #0547/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 16:25:32] #0548/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 16:26:09] #0549/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:26:51] #0550/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 16:27:34] #0551/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 16:28:14] #0552/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:29:06] #0553/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 16:29:41] #0554/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:30:13] #0555/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:30:51] #0556/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:31:24] #0557/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:32:05] #0558/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 16:32:51] #0559/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:33:41] #0561/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=1.283 | conf=0.700 | gap=0.650
[2026-05-11 16:34:07] #0562/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:35:07] #0563/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 16:35:49] #0564/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.805 | conf=0.750 | gap=0.570
[2026-05-11 16:36:16] #0565/00986 | true=Walk-backwards(12) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:36:43] #0566/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.789 | conf=0.800 | gap=0.730
[2026-05-11 16:37:14] #0567/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-11 16:37:52] #0568/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:38:30] #0569/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:39:16] #0570/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:39:45] #0571/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:41:08] #0572/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:41:51] #0573/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 16:42:39] #0574/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 16:43:07] #0575/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:44:18] #0576/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:44:56] #0577/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:45:29] #0578/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:46:13] #0579/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 16:47:04] #0580/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.044 | conf=0.700 | gap=0.600
[2026-05-11 16:48:17] #0582/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 16:48:51] #0583/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:49:26] #0584/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 16:50:12] #0585/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.806 | conf=0.816 | gap=0.786
[2026-05-11 16:51:30] #0587/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 16:52:10] #0588/00986 | true=Walk-backwards(12) | pred=Walk-circle(13) | ✗ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 16:52:43] #0589/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:53:32] #0590/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:54:23] #0591/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 16:55:00] #0592/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:55:34] #0593/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.120 | conf=0.550 | gap=0.250
[2026-05-11 16:56:10] #0594/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 16:56:51] #0595/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.860 | conf=0.750 | gap=0.650
[2026-05-11 16:57:27] #0596/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 16:57:59] #0597/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:58:35] #0598/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.730
[2026-05-11 16:59:05] #0599/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.467 | conf=0.900 | gap=0.860
[2026-05-11 16:59:37] #0600/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 17:00:11] #0601/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 17:01:22] #0603/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:02:06] #0604/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 17:02:50] #0605/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:04:34] #0607/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:05:05] #0608/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
