[2026-05-11 11:03:26] Class 7 (Pick) 软标签生成开始
[2026-05-11 11:03:26]   QUICK=False LIMIT=50
[2026-05-11 11:03:26]   温度=0.8 (from api_config)
[2026-05-11 11:03:26]   本类: 4275窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:26]   实际生成: 4275 窗口
[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 14:12:57] #0382/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:13:38] #0383/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.543 | conf=0.880 | gap=0.830
[2026-05-11 14:13:51] #0384/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:14:44] #0385/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 14:15:18] #0386/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.396 | conf=0.911 | gap=0.878
[2026-05-11 14:15:29] #0387/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 14:16:05] #0388/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.623 | conf=0.400 | gap=0.150
[2026-05-11 14:16:33] #0389/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.802 | conf=0.780 | gap=0.680
[2026-05-11 14:17:04] #0390/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.230 | conf=0.939 | gap=0.878
[2026-05-11 14:17:35] #0391/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:18:07] #0392/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:18:45] #0393/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:19:16] #0394/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:19:44] #0395/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:20:14] #0396/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.434 | conf=0.900 | gap=0.840
[2026-05-11 14:20:43] #0397/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 14:20:59] #0398/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:21:49] #0399/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=1.165 | conf=0.611 | gap=0.444
[2026-05-11 14:22:26] #0400/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.346 | conf=0.949 | gap=0.946
[2026-05-11 14:22:26]   [400/4275] acc=240/400=60.0% filtered=376/400
[2026-05-11 14:22:53] #0401/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:23:35] #0402/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:23:49] #0403/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:24:17] #0404/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-11 14:24:56] #0405/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:25:37] #0406/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:25:51] #0407/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:26:23] #0408/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.000 | conf=0.737 | gap=0.684
[2026-05-11 14:26:37] #0409/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 14:26:50] #0410/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.787 | conf=0.667 | gap=0.389
[2026-05-11 14:27:17] #0411/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:27:54] #0412/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.488 | conf=0.890 | gap=0.840
[2026-05-11 14:28:31] #0413/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.757 | conf=0.820 | gap=0.770
[2026-05-11 14:28:54] #0414/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.960 | conf=0.650 | gap=0.400
[2026-05-11 14:29:28] #0415/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:29:56] #0416/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 14:30:11] #0417/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 14:30:58] #0418/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:31:10] #0419/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:31:44] #0420/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:31:44]   [420/4275] acc=254/420=60.5% filtered=395/420
[2026-05-11 14:32:08] #0421/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:32:22] #0422/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:32:48] #0423/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 14:33:21] #0424/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 14:33:52] #0425/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 14:34:26] #0426/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 14:35:16] #0427/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:36:00] #0428/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.436 | conf=0.556 | gap=0.444
[2026-05-11 14:36:47] #0429/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 14:37:14] #0430/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:37:27] #0431/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 14:37:57] #0432/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:38:12] #0433/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.350 | conf=0.620 | gap=0.500
[2026-05-11 14:38:40] #0434/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 14:39:18] #0435/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 14:39:49] #0436/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:40:17] #0437/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.873 | conf=0.450 | gap=0.300
[2026-05-11 14:40:48] #0438/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:41:02] #0439/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-11 14:41:36] #0440/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.412 | conf=0.920 | gap=0.890
[2026-05-11 14:41:36]   [440/4275] acc=264/440=60.0% filtered=414/440
[2026-05-11 14:42:10] #0441/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 14:42:58] #0442/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.697 | conf=0.830 | gap=0.750
[2026-05-11 14:43:23] #0443/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:43:56] #0444/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.425 | conf=0.611 | gap=0.556
[2026-05-11 14:44:29] #0445/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.764 | conf=0.707 | gap=0.455
[2026-05-11 14:44:45] #0446/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 14:45:15] #0447/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 14:45:41] #0448/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:46:07] #0449/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-11 14:46:21] #0450/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.465 | conf=0.650 | gap=0.550
[2026-05-11 14:46:54] #0451/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:47:59] #0452/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:48:48] #0453/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:49:17] #0454/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:49:32] #0455/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:49:59] #0456/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:50:54] #0457/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:51:28] #0458/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 14:52:13] #0459/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:52:31] #0460/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 14:52:31]   [460/4275] acc=276/460=60.0% filtered=434/460
[2026-05-11 14:53:11] #0461/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:53:43] #0462/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:54:17] #0463/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:54:33] #0464/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:55:13] #0465/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:55:44] #0466/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:56:16] #0467/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 14:56:38] #0468/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:56:56] #0469/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:57:34] #0470/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.505 | conf=0.600 | gap=0.550
[2026-05-11 14:57:50] #0471/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 14:58:06] #0472/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:58:35] #0473/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.286 | conf=0.720 | gap=0.670
[2026-05-11 14:58:50] #0474/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.075 | conf=0.650 | gap=0.500
[2026-05-11 14:59:21] #0475/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-11 15:00:04] #0476/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 15:00:37] #0477/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:01:45] #0478/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.197 | conf=0.650 | gap=0.500
[2026-05-11 15:02:11] #0479/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:02:47] #0480/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.473 | conf=0.870 | gap=0.790
[2026-05-11 15:02:47]   [480/4275] acc=287/480=59.8% filtered=453/480
[2026-05-11 15:04:01] #0481/04275 | true=Pick(7) | pred=Table-tennis(17) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:04:51] #0482/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:05:08] #0483/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 15:05:39] #0484/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.137 | conf=0.969 | gap=0.939
[2026-05-11 15:05:57] #0485/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 15:06:28] #0486/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:06:58] #0487/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:07:23] #0488/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.815 | conf=0.780 | gap=0.660
[2026-05-11 15:08:04] #0489/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.660 | conf=0.450 | gap=0.350
[2026-05-11 15:08:19] #0490/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:08:52] #0491/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 15:09:33] #0492/04275 | true=Pick(7) | pred=Walk-backwards(12) | ✗ | ent=1.653 | conf=0.400 | gap=0.200
[2026-05-11 15:10:05] #0493/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:10:40] #0494/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:11:16] #0495/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:11:44] #0496/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:12:10] #0497/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:12:41] #0498/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:13:11] #0499/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.060 | conf=0.720 | gap=0.600
[2026-05-11 15:13:26] #0500/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:13:26]   [500/4275] acc=298/500=59.6% filtered=471/500
[2026-05-11 15:13:57] #0501/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:14:35] #0502/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.808 | conf=0.300 | gap=0.100
[2026-05-11 15:15:03] #0503/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.386 | conf=0.920 | gap=0.890
[2026-05-11 15:15:30] #0504/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:15:51] #0505/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.741 | conf=0.800 | gap=0.680
[2026-05-11 15:16:20] #0506/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.594 | conf=0.780 | gap=0.580
[2026-05-11 15:16:33] #0507/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:17:06] #0508/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:17:23] #0509/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 15:17:55] #0510/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:34] #0511/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 15:18:53] #0512/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.769 | conf=0.800 | gap=0.730
[2026-05-11 15:19:20] #0513/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-11 15:19:52] #0514/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 15:20:19] #0515/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.440 | conf=0.657 | gap=0.606
[2026-05-11 15:20:34] #0516/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 15:20:50] #0517/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:21:26] #0518/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:21:57] #0519/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.357 | conf=0.928 | gap=0.907
[2026-05-11 15:22:31] #0520/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 15:22:31]   [520/4275] acc=308/520=59.2% filtered=490/520
[2026-05-11 15:23:01] #0521/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:23:35] #0522/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:24:05] #0523/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.847 | conf=0.720 | gap=0.520
[2026-05-11 15:24:33] #0524/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 15:25:02] #0525/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:25:17] #0526/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:26:07] #0527/04275 | true=Pick(7) | pred=Walk-circle(13) | ✗ | ent=0.898 | conf=0.600 | gap=0.300
[2026-05-11 15:26:50] #0528/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.639 | conf=0.350 | gap=0.050
[2026-05-11 15:27:07] #0529/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 15:27:44] #0530/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-11 15:28:17] #0531/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:28:51] #0532/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.458 | conf=0.600 | gap=0.500
[2026-05-11 15:29:32] #0533/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 15:29:52] #0534/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.868 | conf=0.667 | gap=0.500
[2026-05-11 15:30:24] #0535/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 15:31:03] #0536/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:31:36] #0537/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:32:10] #0538/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:32:45] #0539/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-11 15:33:21] #0540/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:33:21]   [540/4275] acc=319/540=59.1% filtered=509/540
[2026-05-11 15:33:55] #0541/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 15:34:32] #0542/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.704 | conf=0.850 | gap=0.810
[2026-05-11 15:35:15] #0543/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.509 | conf=0.900 | gap=0.870
[2026-05-11 15:35:42] #0544/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:36:28] #0545/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:37:06] #0546/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.977 | conf=0.750 | gap=0.650
[2026-05-11 15:37:37] #0547/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:37:53] #0548/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.905 | conf=0.737 | gap=0.611
[2026-05-11 15:39:17] #0549/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 15:39:52] #0550/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:40:22] #0551/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-11 15:40:54] #0552/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 15:41:28] #0553/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 15:41:57] #0554/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:42:31] #0555/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:43:24] #0556/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 15:44:01] #0557/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:45:10] #0558/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 15:45:38] #0559/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:46:22] #0560/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 15:46:22]   [560/4275] acc=332/560=59.3% filtered=529/560
[2026-05-11 15:46:55] #0561/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.457 | conf=0.909 | gap=0.879
[2026-05-11 15:47:22] #0562/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 15:47:38] #0563/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:48:08] #0564/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:48:43] #0565/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:49:14] #0566/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 15:49:46] #0567/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:50:23] #0568/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 15:51:33] #0569/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 15:52:10] #0570/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 15:52:54] #0571/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.830 | gap=0.730
[2026-05-11 15:53:53] #0572/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=2.526 | conf=0.300 | gap=0.250
