[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 06:47:40] #1871/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:48:14] #1872/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-12 06:49:19] #1873/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-12 06:49:51] #1874/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 06:50:33] #1875/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-12 06:51:12] #1876/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:51:46] #1877/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 06:52:02] #1878/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 06:52:49] #1879/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 06:53:05] #1880/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.317 | conf=0.938 | gap=0.917
[2026-05-12 06:53:52] #1881/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 06:54:25] #1882/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 06:55:00] #1883/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 06:55:16] #1884/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:56:00] #1885/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:56:35] #1886/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 06:56:52] #1887/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:58:44] #1889/04275 | true=Pick(7) | pred=Walk-circle(13) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 07:00:16] #1891/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 07:00:49] #1892/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:01:28] #1893/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 07:02:15] #1894/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:02:55] #1895/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-12 07:04:58] #1896/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:05:17] #1897/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:05:46] #1898/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.666 | conf=0.820 | gap=0.700
[2026-05-12 07:06:19] #1899/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 07:07:40] #1901/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:09:34] #1902/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:10:48] #1903/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.959 | conf=0.800 | gap=0.770
[2026-05-12 07:11:20] #1904/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 07:11:53] #1905/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 07:12:45] #1906/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 07:13:01] #1907/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 07:13:25] #1908/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:14:29] #1909/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.578 | conf=0.824 | gap=0.706
[2026-05-12 07:15:32] #1910/04275 | true=Pick(7) | pred=Stair-down(16) | ✗ | ent=0.673 | conf=0.600 | gap=0.200
[2026-05-12 07:15:48] #1911/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:16:52] #1912/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 07:17:44] #1913/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 07:18:13] #1914/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 07:18:50] #1915/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 07:21:05] #1918/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 07:21:23] #1919/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 07:21:52] #1920/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:22:47] #1921/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 07:23:39] #1922/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 07:24:29] #1923/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:25:39] #1924/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:26:10] #1925/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-12 07:26:28] #1926/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 07:27:05] #1927/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 07:27:41] #1928/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:28:11] #1929/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 07:28:52] #1930/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 07:29:29] #1931/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 07:29:57] #1932/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:30:41] #1933/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 07:31:35] #1934/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 07:32:43] #1935/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.741 | conf=0.850 | gap=0.820
[2026-05-12 07:33:00] #1936/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-12 07:33:11] #1937/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 07:34:00] #1938/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:34:21] #1939/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 07:35:20] #1940/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.477 | conf=0.550 | gap=0.450
[2026-05-12 07:37:02] #1942/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.923 | conf=0.800 | gap=0.760
[2026-05-12 07:38:53] #1944/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:39:28] #1945/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:39:56] #1946/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:40:34] #1947/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:41:01] #1948/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:41:13] #1949/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:41:59] #1950/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-12 07:42:34] #1951/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:43:21] #1952/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.382 | conf=0.550 | gap=0.400
[2026-05-12 07:43:52] #1953/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.466 | conf=0.824 | gap=0.647
[2026-05-12 07:44:23] #1954/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 07:45:11] #1955/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-12 07:45:27] #1956/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 07:45:41] #1957/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 07:46:48] #1958/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 07:47:31] #1959/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 07:48:01] #1960/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:49:04] #1961/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 07:49:29] #1962/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 07:49:45] #1963/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:50:36] #1964/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.124 | conf=0.720 | gap=0.670
[2026-05-12 07:51:07] #1965/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.661 | conf=0.825 | gap=0.722
[2026-05-12 07:51:30] #1966/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:52:06] #1967/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-12 07:52:46] #1968/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 07:53:40] #1969/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:54:32] #1970/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:55:09] #1971/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 07:56:47] #1972/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-12 07:57:38] #1973/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.537 | conf=0.850 | gap=0.740
[2026-05-12 07:58:35] #1974/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.977 | conf=0.750 | gap=0.650
[2026-05-12 07:59:13] #1975/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:59:52] #1976/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 08:00:47] #1977/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 08:01:21] #1978/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 08:02:14] #1979/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 08:03:09] #1980/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 08:03:51] #1981/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 08:04:25] #1982/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.590 | conf=0.850 | gap=0.760
[2026-05-12 08:05:14] #1983/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:06:46] #1985/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.480 | conf=0.895 | gap=0.863
[2026-05-12 08:07:15] #1986/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 08:07:29] #1987/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 08:08:24] #1988/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-12 08:08:55] #1989/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 08:09:32] #1990/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:09:55] #1991/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 08:10:49] #1992/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:11:53] #1993/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 08:12:12] #1994/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 08:12:56] #1995/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 08:13:51] #1996/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 08:14:21] #1997/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 08:15:08] #1998/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-12 08:15:43] #1999/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 08:16:24] #2000/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.224 | conf=0.650 | gap=0.550
[2026-05-12 08:17:18] #2001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.975 | conf=0.550 | gap=0.250
[2026-05-12 08:17:44] #2002/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 08:18:23] #2003/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-12 08:19:55] #2004/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.672 | conf=0.800 | gap=0.670
[2026-05-12 08:20:46] #2005/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 08:21:35] #2006/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.457 | conf=0.550 | gap=0.430
[2026-05-12 08:22:19] #2007/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 08:24:30] #2009/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 08:25:21] #2010/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-12 08:26:21] #2011/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-12 08:27:14] #2012/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-12 08:28:10] #2013/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 08:28:56] #2014/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-12 08:29:47] #2015/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-12 08:30:38] #2016/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 08:31:49] #2017/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 08:32:32] #2018/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:33:16] #2019/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-12 08:34:14] #2020/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 08:35:31] #2022/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 08:36:36] #2023/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 08:37:11] #2024/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 08:38:02] #2025/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 08:38:20] #2026/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 08:38:56] #2027/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 08:39:10] #2028/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-12 08:40:00] #2029/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 08:40:46] #2030/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:41:57] #2031/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-12 08:44:43] #2033/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-12 08:46:27] #2034/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 08:47:12] #2035/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 08:47:50] #2036/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 08:48:09] #2037/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 08:49:00] #2038/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 08:49:26] #2039/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 08:49:45] #2040/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.595 | conf=0.820 | gap=0.720
[2026-05-12 08:50:05] #2041/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-12 08:50:28] #2042/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 08:51:11] #2043/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 08:52:04] #2044/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.884 | conf=0.820 | gap=0.790
[2026-05-12 08:52:48] #2045/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 08:53:19] #2046/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 08:53:57] #2047/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:54:40] #2048/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 08:55:34] #2049/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 08:55:50] #2050/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 08:56:58] #2051/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 08:58:06] #2052/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.665 | conf=0.850 | gap=0.800
[2026-05-12 08:59:07] #2053/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.775 | conf=0.663 | gap=0.357
[2026-05-12 08:59:29] #2054/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:00:15] #2055/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.462 | conf=0.611 | gap=0.556
[2026-05-12 09:01:07] #2056/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 09:01:33] #2057/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:02:28] #2058/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 09:03:25] #2059/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.240 | conf=0.650 | gap=0.550
[2026-05-12 09:04:17] #2060/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 09:04:54] #2061/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 09:05:36] #2062/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:06:19] #2063/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:06:44] #2064/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 09:08:21] #2065/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 09:09:30] #2066/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 09:10:01] #2067/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 09:10:20] #2068/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 09:11:33] #2069/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 09:12:36] #2070/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-12 09:13:09] #2071/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.074 | conf=0.650 | gap=0.500
[2026-05-12 09:14:18] #2072/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 09:15:11] #2073/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 09:16:25] #2074/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 09:17:34] #2075/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-12 09:18:20] #2076/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-12 09:18:46] #2077/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 09:20:39] #2079/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 09:21:36] #2080/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.716 | conf=0.830 | gap=0.780
[2026-05-12 09:22:22] #2081/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.025 | conf=0.780 | gap=0.750
