[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 09:30:33] #2093/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:31:04] #2095/03743 | true=walking | pred=walking | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 09:31:30] #2096/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 09:31:53] #2097/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:32:06] #2098/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:32:51] #2100/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 09:33:26] #2101/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 09:33:32] #2102/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 09:33:47] #2103/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 09:34:31] #2105/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 09:34:43] #2106/03743 | true=walking | pred=walking | ✓ | ent=1.446 conf=0.500 gap=0.350
[2026-05-12 09:35:20] #2108/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:35:39] #2109/03743 | true=walking | pred=walking | ✓ | ent=0.920 conf=0.720 gap=0.570
[2026-05-12 09:35:45] #2110/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 09:36:01] #2111/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 09:36:09] #2112/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 09:36:13] #2113/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 09:37:19] #2115/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:38:03] #2118/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 09:38:19] #2119/03743 | true=walking | pred=walking | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 09:39:02] #2121/03743 | true=walking | pred=walking | ✓ | ent=1.141 conf=0.600 gap=0.410
[2026-05-12 09:39:39] #2122/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 09:39:56] #2123/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:40:40] #2125/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 09:41:43] #2128/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.600 gap=0.250
[2026-05-12 09:42:04] #2129/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 09:42:10] #2130/03743 | true=walking | pred=walking | ✓ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 09:42:20] #2131/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:43:28] #2134/03743 | true=walking | pred=walking | ✓ | ent=1.029 conf=0.590 gap=0.290
[2026-05-12 09:44:06] #2136/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 09:44:37] #2137/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.740 gap=0.620
[2026-05-12 09:44:41] #2138/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 09:44:56] #2139/03743 | true=walking | pred=walking | ✓ | ent=1.191 conf=0.550 gap=0.300
[2026-05-12 09:45:12] #2140/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 09:45:39] #2141/03743 | true=walking | pred=walking | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 09:46:15] #2142/03743 | true=walking | pred=walking | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 09:46:18] #2143/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 09:47:15] #2146/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 09:47:19] #2147/03743 | true=walking | pred=walking | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 09:47:40] #2149/03743 | true=walking | pred=walking | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 09:48:07] #2150/03743 | true=walking | pred=walking | ✓ | ent=0.784 conf=0.800 gap=0.720
[2026-05-12 09:48:09] #2151/03743 | true=walking | pred=walking | ✓ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 09:48:16] #2152/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 09:48:44] #2153/03743 | true=walking | pred=walking | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 09:49:06] #2154/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 09:49:45] #2155/03743 | true=walking | pred=walking | ✓ | ent=0.806 conf=0.750 gap=0.630
[2026-05-12 09:49:48] #2156/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 09:49:52] #2157/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:50:05] #2158/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:50:09] #2159/03743 | true=walking | pred=walking | ✓ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 09:50:21] #2160/03743 | true=walking | pred=walking | ✓ | ent=1.168 conf=0.500 gap=0.200
[2026-05-12 09:50:38] #2161/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 09:51:02] #2162/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:51:19] #2163/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 09:52:10] #2166/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 09:52:32] #2167/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 09:52:36] #2168/03743 | true=walking | pred=walking | ✓ | ent=1.007 conf=0.600 gap=0.300
[2026-05-12 09:52:48] #2169/03743 | true=walking | pred=walking | ✓ | ent=1.008 conf=0.700 gap=0.580
[2026-05-12 09:53:17] #2172/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 09:53:33] #2173/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:54:17] #2174/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:54:25] #2175/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 09:55:22] #2177/03743 | true=walking | pred=walking | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 09:55:34] #2178/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 09:56:09] #2179/03743 | true=walking | pred=walking | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 09:58:19] #2186/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 09:58:27] #2187/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 09:58:40] #2188/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 09:59:27] #2190/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 10:00:17] #2191/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 10:00:21] #2192/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 10:00:48] #2194/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 10:01:29] #2195/03743 | true=walking | pred=walking | ✓ | ent=0.784 conf=0.800 gap=0.720
[2026-05-12 10:01:44] #2196/03743 | true=walking | pred=walking | ✓ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 10:02:17] #2197/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 10:02:56] #2199/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:03:01] #2200/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:03:16] #2201/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:04:11] #2203/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 10:04:34] #2204/03743 | true=walking | pred=walking | ✓ | ent=0.946 conf=0.630 gap=0.380
[2026-05-12 10:04:57] #2205/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 10:05:09] #2206/03743 | true=walking | pred=walking | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 10:05:14] #2207/03743 | true=walking | pred=walking | ✓ | ent=1.464 conf=0.380 gap=0.130
[2026-05-12 10:05:38] #2208/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 10:05:46] #2209/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 10:06:36] #2211/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 10:06:46] #2212/03743 | true=walking | pred=walking | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 10:06:57] #2213/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:07:20] #2214/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 10:07:27] #2215/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 10:07:42] #2216/03743 | true=walking | pred=walking | ✓ | ent=1.153 conf=0.440 gap=0.040
[2026-05-12 10:09:08] #2220/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 10:10:00] #2222/03743 | true=walking | pred=walking | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 10:10:15] #2223/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 10:10:34] #2224/03743 | true=walking | pred=walking | ✓ | ent=1.052 conf=0.600 gap=0.320
[2026-05-12 10:10:55] #2225/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 10:11:04] #2226/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:11:48] #2228/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 10:12:08] #2229/03743 | true=walking | pred=walking | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 10:12:14] #2230/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 10:12:59] #2232/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 10:13:17] #2234/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 10:13:50] #2236/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 10:14:06] #2237/03743 | true=walking | pred=walking | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 10:14:52] #2238/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 10:17:12] #2241/03743 | true=walking | pred=walking | ✓ | ent=0.980 conf=0.660 gap=0.440
[2026-05-12 10:17:19] #2242/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 10:18:35] #2244/03743 | true=walking | pred=walking | ✓ | ent=0.894 conf=0.700 gap=0.550
[2026-05-12 10:19:20] #2246/03743 | true=walking | pred=walking | ✓ | ent=0.717 conf=0.800 gap=0.720
[2026-05-12 10:19:56] #2248/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.830 gap=0.730
[2026-05-12 10:20:23] #2249/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:20:47] #2250/03743 | true=walking | pred=walking | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 10:21:46] #2251/03743 | true=walking | pred=walking | ✓ | ent=1.041 conf=0.620 gap=0.420
[2026-05-12 10:21:59] #2252/03743 | true=walking | pred=walking | ✓ | ent=1.147 conf=0.500 gap=0.150
[2026-05-12 10:22:43] #2253/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:22:59] #2254/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 10:24:20] #2255/03743 | true=walking | pred=walking | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 10:24:26] #2256/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:24:54] #2258/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 10:25:15] #2259/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 10:25:18] #2260/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 10:26:52] #2263/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 10:27:15] #2264/03743 | true=walking | pred=walking | ✓ | ent=0.978 conf=0.700 gap=0.550
[2026-05-12 10:27:25] #2265/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:27:36] #2266/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 10:28:02] #2267/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 10:28:16] #2268/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 10:28:38] #2269/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 10:28:54] #2270/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 10:29:41] #2272/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 10:30:05] #2274/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:30:14] #2275/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 10:30:41] #2277/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 10:31:09] #2278/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 10:31:21] #2279/03743 | true=walking | pred=walking | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 10:31:46] #2280/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 10:31:57] #2281/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:32:03] #2282/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 10:32:14] #2283/03743 | true=walking | pred=walking | ✓ | ent=0.788 conf=0.770 gap=0.620
[2026-05-12 10:32:18] #2284/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 10:32:21] #2285/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 10:32:47] #2287/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 10:33:17] #2289/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:33:40] #2290/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 10:33:55] #2291/03743 | true=walking | pred=walking | ✓ | ent=1.114 conf=0.650 gap=0.500
[2026-05-12 10:34:07] #2292/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 10:34:18] #2293/03743 | true=walking | pred=walking | ✓ | ent=1.013 conf=0.600 gap=0.350
[2026-05-12 10:34:22] #2294/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:34:42] #2295/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 10:34:52] #2296/03743 | true=walking | pred=walking | ✓ | ent=1.020 conf=0.600 gap=0.300
[2026-05-12 10:35:08] #2297/03743 | true=walking | pred=walking | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 10:35:36] #2299/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 10:36:25] #2301/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:36:28] #2302/03743 | true=walking | pred=walking | ✓ | ent=1.373 conf=0.500 gap=0.250
[2026-05-12 10:36:40] #2303/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 10:37:58] #2305/03743 | true=walking | pred=walking | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 10:39:10] #2307/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 10:39:43] #2308/03743 | true=walking | pred=walking | ✓ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 10:39:48] #2309/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:39:59] #2310/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 10:40:11] #2311/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 10:40:14] #2312/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 10:40:42] #2313/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:40:52] #2314/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:41:30] #2315/03743 | true=walking | pred=walking | ✓ | ent=0.772 conf=0.800 gap=0.700
[2026-05-12 10:41:38] #2316/03743 | true=walking | pred=walking | ✓ | ent=0.831 conf=0.740 gap=0.560
[2026-05-12 10:41:42] #2317/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 10:41:45] #2318/03743 | true=walking | pred=walking | ✓ | ent=1.020 conf=0.600 gap=0.300
[2026-05-12 10:41:48] #2319/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 10:42:14] #2320/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 10:42:32] #2321/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 10:42:35] #2322/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 10:42:48] #2323/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:43:29] #2325/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:43:43] #2327/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:44:15] #2328/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:44:26] #2329/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 10:44:30] #2330/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 10:45:00] #2332/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 10:45:34] #2333/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 10:45:45] #2334/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 10:45:57] #2335/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:46:13] #2336/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 10:46:27] #2337/03743 | true=walking | pred=walking | ✓ | ent=0.904 conf=0.680 gap=0.500
[2026-05-12 10:46:41] #2338/03743 | true=walking | pred=walking | ✓ | ent=0.700 conf=0.800 gap=0.700
[2026-05-12 10:47:03] #2340/03743 | true=walking | pred=walking | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 10:47:06] #2341/03743 | true=walking | pred=walking | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 10:48:01] #2345/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:48:27] #2346/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 10:48:54] #2347/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 10:49:01] #2348/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:49:13] #2350/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 10:49:26] #2351/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 10:49:50] #2352/03743 | true=walking | pred=walking | ✓ | ent=0.987 conf=0.480 gap=0.030
[2026-05-12 10:49:56] #2353/03743 | true=walking | pred=walking | ✓ | ent=0.894 conf=0.700 gap=0.550
[2026-05-12 10:50:49] #2356/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.630 gap=0.380
[2026-05-12 10:50:59] #2357/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 10:51:01] #2358/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 10:51:11] #2359/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 10:51:17] #2360/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 10:52:26] #2364/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 10:52:35] #2365/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 10:53:27] #2367/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 10:53:50] #2369/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 10:53:58] #2370/03743 | true=walking | pred=walking | ✓ | ent=1.322 conf=0.550 gap=0.370
[2026-05-12 10:54:19] #2371/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 10:54:33] #2373/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 10:54:53] #2374/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 10:55:05] #2375/03743 | true=walking | pred=walking | ✓ | ent=0.733 conf=0.780 gap=0.680
[2026-05-12 10:55:37] #2377/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 10:56:03] #2378/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 10:56:29] #2379/03743 | true=walking | pred=walking | ✓ | ent=0.912 conf=0.730 gap=0.610
[2026-05-12 10:56:38] #2380/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 10:56:40] #2381/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 10:57:01] #2382/03743 | true=walking | pred=walking | ✓ | ent=1.114 conf=0.450 gap=0.100
[2026-05-12 10:57:03] #2383/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 10:57:34] #2384/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 10:59:36] #2390/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 11:00:05] #2392/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:00:09] #2393/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 11:01:28] #2396/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 11:01:42] #2397/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 11:01:52] #2398/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 11:01:54] #2399/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 11:02:21] #2400/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 11:02:23] #2401/03743 | true=walking | pred=walking | ✓ | ent=1.338 conf=0.450 gap=0.150
[2026-05-12 11:02:44] #2403/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 11:02:48] #2404/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 11:03:01] #2405/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 11:03:11] #2406/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 11:03:42] #2407/03743 | true=walking | pred=walking | ✓ | ent=0.621 conf=0.830 gap=0.750
[2026-05-12 11:04:37] #2410/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 11:04:39] #2411/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 11:04:59] #2412/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 11:05:09] #2413/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 11:05:21] #2414/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
