[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 18:10:57] #3382/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:11:09] #3383/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-12 18:12:14] #3386/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.560 | conf=0.870 | gap=0.820
[2026-05-12 18:12:27] #3387/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.825 | conf=0.800 | gap=0.720
[2026-05-12 18:14:12] #3391/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 18:14:26] #3392/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 18:14:36] #3393/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:15:25] #3395/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 18:16:55] #3397/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:18:51] #3400/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 18:20:35] #3403/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:22:05] #3407/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 18:22:41] #3408/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:23:10] #3409/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-12 18:23:20] #3410/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:25:22] #3414/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 18:25:33] #3415/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:25:41] #3416/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:25:52] #3417/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:26:04] #3418/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:27:18] #3421/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-12 18:27:32] #3422/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 18:27:43] #3423/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:28:39] #3425/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 18:28:50] #3426/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 18:29:01] #3427/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 18:29:28] #3428/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 18:30:44] #3431/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:30:57] #3432/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:31:24] #3433/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.800 | conf=0.700 | gap=0.450
[2026-05-12 18:31:46] #3434/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 18:31:59] #3435/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-12 18:33:21] #3438/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 18:33:31] #3439/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:34:13] #3441/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:34:24] #3442/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-12 18:35:45] #3445/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:40:17] #3455/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 18:40:28] #3456/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 18:40:40] #3457/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 18:41:08] #3458/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.735 | conf=0.750 | gap=0.550
[2026-05-12 18:42:55] #3462/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.591 | conf=0.880 | gap=0.850
[2026-05-12 18:43:28] #3463/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-12 18:44:06] #3465/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 18:45:02] #3467/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:45:21] #3468/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.605 | conf=0.450 | gap=0.200
[2026-05-12 18:45:45] #3469/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 18:46:52] #3471/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 18:47:04] #3472/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-12 18:47:32] #3473/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 18:47:42] #3474/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:48:16] #3475/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-12 18:54:23] #3487/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-12 18:55:02] #3489/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 18:55:30] #3490/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 18:56:11] #3492/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 18:56:34] #3493/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 18:57:55] #3496/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-12 18:59:43] #3500/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.701 | conf=0.820 | gap=0.720
[2026-05-12 18:59:53] #3501/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 19:00:36] #3502/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:01:15] #3504/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.409 | conf=0.909 | gap=0.859
[2026-05-12 19:02:42] #3506/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 19:05:12] #3509/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 19:05:26] #3510/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 19:05:57] #3511/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:06:20] #3512/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-12 19:06:30] #3513/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:07:33] #3515/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 19:08:42] #3517/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 19:09:31] #3519/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 19:10:02] #3520/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 19:11:26] #3522/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:12:23] #3523/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.834 | conf=0.750 | gap=0.600
[2026-05-12 19:12:48] #3524/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 19:13:22] #3525/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 19:13:51] #3526/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 19:14:45] #3528/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 19:15:39] #3529/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 19:17:02] #3530/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.253 | conf=0.950 | gap=0.920
[2026-05-12 19:18:07] #3532/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 19:18:54] #3534/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 19:19:09] #3535/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.421 | conf=0.880 | gap=0.780
[2026-05-12 19:19:39] #3537/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:20:04] #3538/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 19:20:38] #3540/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:21:07] #3541/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:23:19] #3546/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:24:34] #3548/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 19:24:56] #3549/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:27:57] #3555/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:28:07] #3556/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:28:33] #3557/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 19:29:25] #3559/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 19:29:51] #3560/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-12 19:30:01] #3561/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-12 19:30:55] #3563/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 19:31:57] #3565/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 19:32:19] #3566/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 19:32:33] #3567/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-12 19:32:43] #3568/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 19:32:56] #3569/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 19:33:44] #3570/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:34:41] #3571/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:36:04] #3572/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 19:36:33] #3573/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-12 19:37:26] #3575/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-12 19:37:39] #3576/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:38:17] #3578/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 19:38:33] #3579/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:38:47] #3580/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 19:39:02] #3581/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:39:27] #3582/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-12 19:40:44] #3585/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-12 19:41:25] #3587/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 19:41:44] #3588/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 19:42:03] #3589/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:43:40] #3591/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.800 | gap=0.680
[2026-05-12 19:45:28] #3594/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:47:40] #3598/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.706 | conf=0.780 | gap=0.630
[2026-05-12 19:48:55] #3601/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.800 | gap=0.680
[2026-05-12 19:49:22] #3602/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 19:50:29] #3605/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 19:50:40] #3606/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 19:50:52] #3607/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-12 19:51:22] #3608/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.165 | conf=0.611 | gap=0.444
[2026-05-12 19:53:01] #3611/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:53:25] #3612/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:54:48] #3614/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:56:12] #3617/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:56:20] #3618/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:56:31] #3619/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 19:56:40] #3620/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:56:53] #3621/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.301 | conf=0.700 | gap=0.650
[2026-05-12 19:57:33] #3623/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 19:57:41] #3624/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 19:57:54] #3625/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:58:08] #3626/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 19:58:23] #3627/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:58:39] #3628/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 19:59:35] #3629/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:59:53] #3630/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 20:01:13] #3633/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:02:49] #3636/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 20:03:00] #3637/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 20:03:11] #3638/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:05:23] #3643/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 20:06:41] #3646/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:07:19] #3648/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.732 | conf=0.820 | gap=0.740
[2026-05-12 20:08:09] #3650/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.913 | conf=0.620 | gap=0.320
[2026-05-12 20:08:59] #3651/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-12 20:11:00] #3656/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 20:11:13] #3657/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 20:11:48] #3659/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-12 20:11:59] #3660/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:13:15] #3663/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-12 20:13:38] #3664/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 20:13:48] #3665/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:14:03] #3666/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.652 | conf=0.820 | gap=0.700
[2026-05-12 20:14:15] #3667/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:18:37] #3672/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 20:21:05] #3675/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:21:39] #3676/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:22:57] #3678/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 20:25:07] #3682/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.677 | conf=0.588 | gap=0.176
[2026-05-12 20:25:24] #3683/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 20:25:58] #3684/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 20:26:11] #3685/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:26:23] #3686/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 20:26:36] #3687/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 20:28:16] #3690/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 20:28:54] #3692/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 20:29:52] #3695/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:30:01] #3696/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 20:30:25] #3697/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 20:31:03] #3699/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 20:31:25] #3700/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 20:31:36] #3701/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:32:44] #3703/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:32:54] #3704/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.203 | conf=0.948 | gap=0.897
[2026-05-12 20:33:04] #3705/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 20:34:24] #3707/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 20:34:48] #3708/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-12 20:35:17] #3709/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-12 20:35:29] #3710/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
