[2026-05-11 11:02:56] Class 4 (Stand-sit) 软标签生成开始
[2026-05-11 11:02:56]   QUICK=False LIMIT=50
[2026-05-11 11:02:56]   温度=0.8 (from api_config)
[2026-05-11 11:02:56]   本类: 6862窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:56]   实际生成: 6862 窗口
[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 23:10:37] #4080/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.114 | conf=0.722 | gap=0.639
[2026-05-12 23:10:37]   [4080/6862] acc=2036/4080=49.9% filtered=87/4080
[2026-05-12 23:11:05] #4081/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.799 | conf=0.837 | gap=0.816
[2026-05-12 23:11:20] #4082/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.197 | conf=0.960 | gap=0.939
[2026-05-12 23:11:58] #4083/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:12:32] #4084/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:13:03] #4085/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 23:13:29] #4086/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-12 23:13:43] #4087/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 23:14:09] #4088/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 23:14:38] #4089/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 23:14:53] #4090/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.917 | conf=0.800 | gap=0.750
[2026-05-12 23:15:03] #4091/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 23:15:33] #4092/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:15:58] #4093/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 23:16:39] #4094/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:16:54] #4095/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:17:50] #4096/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-12 23:18:03] #4097/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 23:18:18] #4098/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 23:18:50] #4099/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 23:19:30] #4100/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 23:19:30]   [4100/6862] acc=2045/4100=49.9% filtered=107/4100
[2026-05-12 23:20:00] #4101/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:20:30] #4102/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 23:20:55] #4103/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:21:32] #4104/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.060 | conf=0.579 | gap=0.316
[2026-05-12 23:21:42] #4105/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:22:14] #4106/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.495 | conf=0.620 | gap=0.520
[2026-05-12 23:22:25] #4107/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 23:22:57] #4108/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.660 | conf=0.450 | gap=0.250
[2026-05-12 23:23:40] #4109/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.989 | conf=0.720 | gap=0.600
[2026-05-12 23:24:18] #4110/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 23:24:29] #4111/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:24:42] #4112/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 23:24:54] #4113/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 23:25:25] #4114/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 23:25:40] #4115/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 23:26:09] #4116/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:26:42] #4117/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:27:15] #4118/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 23:27:27] #4119/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 23:28:00] #4120/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.989 | conf=0.758 | gap=0.674
[2026-05-12 23:28:00]   [4120/6862] acc=2055/4120=49.9% filtered=126/4120
[2026-05-12 23:28:14] #4121/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 23:28:40] #4122/06862 | true=Stand-sit(4) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 23:29:43] #4123/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.912 | conf=0.700 | gap=0.500
[2026-05-12 23:29:58] #4124/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 23:30:37] #4125/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-12 23:30:49] #4126/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 23:31:18] #4127/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:31:48] #4128/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 23:32:06] #4129/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:32:36] #4130/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-12 23:33:12] #4131/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 23:33:49] #4132/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 23:34:30] #4133/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 23:34:55] #4134/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:35:25] #4135/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.952 | conf=0.720 | gap=0.620
[2026-05-12 23:36:10] #4136/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=1.535 | conf=0.450 | gap=0.200
[2026-05-12 23:36:21] #4137/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:36:35] #4138/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 23:36:50] #4139/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:37:01] #4140/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:37:01]   [4140/6862] acc=2066/4140=49.9% filtered=145/4140
[2026-05-12 23:37:12] #4141/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:37:56] #4142/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:38:24] #4143/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:38:56] #4144/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:39:44] #4145/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 23:40:17] #4146/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 23:40:49] #4147/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 23:41:03] #4148/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 23:41:35] #4149/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 23:42:02] #4150/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.688 | conf=0.800 | gap=0.680
[2026-05-12 23:42:49] #4151/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:43:00] #4152/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 23:43:43] #4153/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 23:43:55] #4154/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:44:08] #4155/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 23:44:20] #4156/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:44:30] #4157/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 23:45:10] #4158/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.216 | conf=0.700 | gap=0.650
[2026-05-12 23:45:53] #4159/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=2.052 | conf=0.350 | gap=0.200
[2026-05-12 23:46:07] #4160/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 23:46:07]   [4160/6862] acc=2077/4160=49.9% filtered=164/4160
[2026-05-12 23:46:44] #4161/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:47:11] #4162/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.104 | conf=0.550 | gap=0.250
[2026-05-12 23:47:44] #4163/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 23:47:58] #4164/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.560 | conf=0.870 | gap=0.820
[2026-05-12 23:48:41] #4165/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 23:49:27] #4166/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.351 | conf=0.650 | gap=0.550
[2026-05-12 23:49:36] #4167/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 23:50:07] #4168/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 23:50:38] #4169/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:51:31] #4170/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 23:51:57] #4171/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 23:52:22] #4172/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-12 23:52:41] #4173/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 23:53:11] #4174/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 23:53:49] #4175/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 23:54:15] #4176/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:54:45] #4177/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.560 | conf=0.870 | gap=0.820
[2026-05-12 23:55:08] #4178/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 23:55:36] #4179/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 23:56:11] #4180/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 23:56:11]   [4180/6862] acc=2088/4180=50.0% filtered=184/4180
[2026-05-12 23:56:24] #4181/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-12 23:56:53] #4182/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 23:57:07] #4183/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:57:36] #4184/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:58:08] #4185/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:58:38] #4186/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.769 | conf=0.789 | gap=0.684
[2026-05-12 23:58:54] #4187/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 23:59:05] #4188/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 23:59:18] #4189/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 23:59:52] #4190/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-13 00:00:04] #4191/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-13 00:00:34] #4192/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 00:01:12] #4193/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 00:01:22] #4194/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-13 00:01:55] #4195/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:02:20] #4196/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 00:03:08] #4197/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.516 | conf=0.880 | gap=0.820
[2026-05-13 00:03:37] #4198/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.465 | conf=0.650 | gap=0.550
[2026-05-13 00:04:38] #4199/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-13 00:04:51] #4200/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-13 00:04:51]   [4200/6862] acc=2101/4200=50.0% filtered=204/4200
[2026-05-13 00:05:41] #4201/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-13 00:06:01] #4202/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:06:17] #4203/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:06:55] #4204/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.339 | conf=0.600 | gap=0.500
[2026-05-13 00:07:26] #4205/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 00:07:37] #4206/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:08:09] #4207/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-13 00:08:21] #4208/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 00:08:56] #4209/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.647 | conf=0.850 | gap=0.800
[2026-05-13 00:09:12] #4210/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.929 | gap=0.899
[2026-05-13 00:09:22] #4211/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 00:09:53] #4212/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.713 | conf=0.438 | gap=0.250
[2026-05-13 00:10:18] #4213/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.933 | conf=0.350 | gap=0.200
[2026-05-13 00:10:54] #4214/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 00:11:39] #4215/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-13 00:12:07] #4216/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-13 00:12:47] #4217/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:12:59] #4218/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 00:13:14] #4219/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:13:42] #4220/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:13:42]   [4220/6862] acc=2112/4220=50.0% filtered=222/4220
[2026-05-13 00:14:15] #4221/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-13 00:14:49] #4222/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 00:15:08] #4223/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.333 | conf=0.500 | gap=0.300
[2026-05-13 00:15:36] #4224/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-13 00:15:48] #4225/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:16:32] #4226/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-13 00:17:02] #4227/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:17:14] #4228/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-13 00:17:41] #4229/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.968 | conf=0.720 | gap=0.620
[2026-05-13 00:18:07] #4230/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 00:18:50] #4231/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-13 00:19:01] #4232/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-13 00:19:44] #4233/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.224 | conf=0.941 | gap=0.882
[2026-05-13 00:19:57] #4234/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 00:20:21] #4235/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:21:11] #4236/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-13 00:21:25] #4237/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:21:59] #4238/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 00:22:34] #4239/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-13 00:23:05] #4240/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.244 | conf=0.720 | gap=0.670
[2026-05-13 00:23:05]   [4240/6862] acc=2122/4240=50.0% filtered=240/4240
[2026-05-13 00:23:18] #4241/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 00:23:32] #4242/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:24:08] #4243/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.891 | conf=0.300 | gap=0.050
[2026-05-13 00:24:40] #4244/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-13 00:24:53] #4245/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:25:08] #4246/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:25:37] #4247/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-13 00:26:03] #4248/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.770 | conf=0.820 | gap=0.780
[2026-05-13 00:26:47] #4249/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:27:20] #4250/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.368 | conf=0.650 | gap=0.570
[2026-05-13 00:27:56] #4251/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:28:06] #4252/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 00:28:21] #4253/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.579 | conf=0.870 | gap=0.820
[2026-05-13 00:28:34] #4254/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:28:48] #4255/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-13 00:29:04] #4256/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.543 | conf=0.350 | gap=0.050
[2026-05-13 00:29:18] #4257/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-13 00:29:27] #4258/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
