[2026-05-11 11:02:26] Class 1 (Sit) 软标签生成开始
[2026-05-11 11:02:26]   QUICK=False LIMIT=50
[2026-05-11 11:02:26]   温度=0.8 (from api_config)
[2026-05-11 11:02:26]   本类: 6011窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:26]   实际生成: 6011 窗口
[2026-05-11 11:02:44] #0001/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 13:43:37] #3631/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:43:47] #3632/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-12 13:44:00] #3633/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 13:44:39] #3634/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 13:44:51] #3635/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:45:34] #3636/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 13:45:58] #3637/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 13:46:11] #3638/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 13:46:43] #3639/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-12 13:47:08] #3640/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 13:47:08]   [3640/6011] acc=2320/3640=63.7% filtered=2523/3640
[2026-05-12 13:47:41] #3641/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 13:48:09] #3642/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-12 13:48:22] #3643/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 13:48:32] #3644/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 13:48:45] #3645/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 13:49:14] #3646/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 13:49:42] #3647/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 13:50:02] #3648/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 13:50:12] #3649/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:51:14] #3650/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 13:51:43] #3651/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:52:08] #3652/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:52:31] #3653/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 13:52:39] #3654/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 13:53:01] #3655/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.297 | conf=0.938 | gap=0.906
[2026-05-12 13:53:24] #3656/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:53:38] #3657/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:54:44] #3658/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:54:57] #3659/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:55:26] #3660/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.873 | conf=0.720 | gap=0.570
[2026-05-12 13:55:26]   [3660/6011] acc=2330/3660=63.7% filtered=2543/3660
[2026-05-12 13:55:42] #3661/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 13:56:11] #3662/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 13:56:39] #3663/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:57:03] #3664/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 13:57:32] #3665/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 13:57:42] #3666/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:57:54] #3667/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 13:58:19] #3668/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-12 13:59:24] #3669/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 13:59:54] #3670/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.169 | conf=0.970 | gap=0.960
[2026-05-12 14:00:39] #3671/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:00:50] #3672/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 14:01:19] #3673/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:01:36] #3674/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:01:49] #3675/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:02:15] #3676/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.666 | conf=0.800 | gap=0.650
[2026-05-12 14:02:27] #3677/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 14:02:58] #3678/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 14:03:08] #3679/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:03:21] #3680/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:03:21]   [3680/6011] acc=2344/3680=63.7% filtered=2563/3680
[2026-05-12 14:04:02] #3681/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 14:04:27] #3682/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.024 | conf=0.997 | gap=0.996
[2026-05-12 14:04:55] #3683/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 14:05:07] #3684/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:05:27] #3685/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:05:41] #3686/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:05:53] #3687/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 14:06:41] #3688/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.628 | conf=0.820 | gap=0.700
[2026-05-12 14:07:09] #3689/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.451 | conf=0.895 | gap=0.853
[2026-05-12 14:07:46] #3690/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:08:20] #3691/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 14:08:43] #3692/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 14:09:13] #3693/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 14:10:04] #3694/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 14:10:36] #3695/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 14:10:49] #3696/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 14:11:20] #3697/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:11:49] #3698/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 14:12:01] #3699/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 14:12:15] #3700/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:12:15]   [3700/6011] acc=2354/3700=63.6% filtered=2583/3700
[2026-05-12 14:13:21] #3701/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 14:14:02] #3702/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:14:27] #3703/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 14:14:56] #3704/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 14:16:00] #3705/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:16:15] #3706/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 14:16:42] #3707/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 14:16:54] #3708/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:17:49] #3709/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:18:24] #3710/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 14:18:49] #3711/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:19:15] #3712/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:19:50] #3713/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 14:20:03] #3714/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:20:32] #3715/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:21:01] #3716/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 14:21:21] #3717/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 14:21:41] #3718/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:21:50] #3719/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 14:22:33] #3720/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 14:22:33]   [3720/6011] acc=2364/3720=63.5% filtered=2603/3720
[2026-05-12 14:22:44] #3721/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:22:58] #3722/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:23:13] #3723/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:23:40] #3724/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 14:23:55] #3725/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 14:24:43] #3726/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 14:24:57] #3727/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-12 14:25:26] #3728/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 14:25:57] #3729/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 14:26:10] #3730/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:26:55] #3731/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-12 14:27:08] #3732/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:27:24] #3733/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 14:27:33] #3734/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:27:43] #3735/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 14:27:56] #3736/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 14:28:11] #3737/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.187 | conf=0.450 | gap=0.100
[2026-05-12 14:28:36] #3738/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 14:29:17] #3739/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:29:35] #3740/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 14:29:35]   [3740/6011] acc=2381/3740=63.7% filtered=2622/3740
[2026-05-12 14:29:44] #3741/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:29:57] #3742/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 14:30:27] #3743/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:30:40] #3744/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.546 | conf=0.828 | gap=0.690
[2026-05-12 14:30:59] #3745/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 14:31:47] #3746/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:32:12] #3747/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 14:32:43] #3748/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 14:33:06] #3749/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:33:17] #3750/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:34:05] #3751/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:34:29] #3752/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:34:43] #3753/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:34:59] #3754/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 14:35:11] #3755/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:35:41] #3756/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 14:35:52] #3757/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 14:36:59] #3758/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 14:37:31] #3759/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 14:38:00] #3760/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 14:38:00]   [3760/6011] acc=2396/3760=63.7% filtered=2642/3760
[2026-05-12 14:38:15] #3761/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:38:48] #3762/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-12 14:39:28] #3763/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.172 | conf=0.969 | gap=0.959
[2026-05-12 14:39:59] #3764/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:40:12] #3765/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.158 | conf=0.969 | gap=0.948
[2026-05-12 14:40:28] #3766/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.490 | conf=0.863 | gap=0.779
[2026-05-12 14:40:52] #3767/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 14:41:19] #3768/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 14:41:37] #3769/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.238 | conf=0.948 | gap=0.918
[2026-05-12 14:41:51] #3770/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:42:05] #3771/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:42:23] #3772/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 14:42:38] #3773/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:42:52] #3774/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 14:43:24] #3775/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:43:40] #3776/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:44:12] #3777/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 14:44:43] #3778/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:45:10] #3779/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 14:45:24] #3780/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:45:24]   [3780/6011] acc=2409/3780=63.7% filtered=2662/3780
[2026-05-12 14:45:36] #3781/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:45:50] #3782/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:46:13] #3783/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:46:26] #3784/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:46:54] #3785/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 14:47:22] #3786/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 14:48:04] #3787/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-12 14:48:36] #3788/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 14:49:03] #3789/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:49:35] #3790/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 14:49:48] #3791/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:50:32] #3792/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 14:50:47] #3793/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:51:11] #3794/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:51:26] #3795/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:51:53] #3796/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 14:52:30] #3797/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 14:52:42] #3798/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.918 | gap=0.878
[2026-05-12 14:53:14] #3799/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 14:53:39] #3800/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 14:53:39]   [3800/6011] acc=2421/3800=63.7% filtered=2682/3800
[2026-05-12 14:53:50] #3801/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:54:15] #3802/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:54:49] #3803/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 14:55:58] #3804/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:56:18] #3805/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:56:31] #3806/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:56:44] #3807/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:57:19] #3808/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-12 14:57:47] #3809/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 14:58:33] #3810/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-12 14:59:04] #3811/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:59:17] #3812/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:59:43] #3813/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 15:00:12] #3814/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:00:27] #3815/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:00:38] #3816/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.113 | conf=0.980 | gap=0.970
[2026-05-12 15:00:55] #3817/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 15:01:08] #3818/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:01:22] #3819/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 15:01:52] #3820/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 15:01:52]   [3820/6011] acc=2435/3820=63.7% filtered=2702/3820
[2026-05-12 15:02:03] #3821/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:02:30] #3822/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 15:02:43] #3823/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
