[2026-05-11 11:02:44] #0001/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:23:14] #0403/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 13:23:27] #0404/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:23:46] #0405/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:23:59] #0406/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 13:24:23] #0407/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 13:24:45] #0408/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:57] #0409/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:07] #0410/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:32] #0411/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:25:42] #0412/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.213 | conf=0.959 | gap=0.939
[2026-05-11 13:26:07] #0413/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:26:17] #0414/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:26:56] #0415/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:27:22] #0416/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 13:27:48] #0417/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:28:13] #0418/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:28:25] #0419/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:28:51] #0420/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.638 | conf=0.800 | gap=0.650
[2026-05-11 13:29:03] #0421/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 13:29:27] #0422/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 13:29:39] #0423/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 13:29:47] #0424/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.287 | conf=0.917 | gap=0.833
[2026-05-11 13:29:59] #0425/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:30:11] #0426/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 13:30:34] #0427/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:01] #0428/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:31:16] #0429/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:31:41] #0430/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.652 | conf=0.820 | gap=0.700
[2026-05-11 13:32:05] #0431/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:32:16] #0432/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 13:32:39] #0433/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:32:50] #0434/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 13:33:13] #0435/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:33:34] #0436/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:33:43] #0437/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:06] #0438/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 13:34:33] #0439/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:47] #0440/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:35:06] #0441/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:35:17] #0442/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:35:46] #0443/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.845 | conf=0.720 | gap=0.540
[2026-05-11 13:36:00] #0444/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 13:36:20] #0445/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:36:47] #0446/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:37:11] #0447/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 13:37:40] #0448/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-11 13:37:50] #0449/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:38:01] #0450/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 13:38:22] #0451/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:38:44] #0452/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:39:09] #0453/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:39:21] #0454/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-11 13:39:48] #0455/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.688 | conf=0.800 | gap=0.680
[2026-05-11 13:39:56] #0456/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:15] #0457/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:38] #0458/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:49] #0459/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:59] #0460/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:41:15] #0461/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.302 | conf=0.928 | gap=0.876
[2026-05-11 13:41:25] #0462/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:41:45] #0463/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:41:58] #0464/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:42:25] #0465/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:42:46] #0466/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:42:58] #0467/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:43:20] #0468/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:43:32] #0469/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 13:43:56] #0470/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:44:19] #0471/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 13:44:45] #0472/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 13:44:58] #0473/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:45:10] #0474/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:45:21] #0475/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:33] #0476/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:45:48] #0477/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:46:11] #0478/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:46:24] #0479/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:46:35] #0480/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.534 | conf=0.867 | gap=0.816
[2026-05-11 13:47:05] #0481/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:47:42] #0482/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 13:48:10] #0483/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.638 | conf=0.800 | gap=0.650
[2026-05-11 13:48:34] #0484/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:48:45] #0485/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:49:09] #0486/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 13:49:35] #0487/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:49:57] #0488/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:50:08] #0489/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:50:35] #0490/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-11 13:50:58] #0491/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-11 13:51:23] #0492/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.638 | conf=0.820 | gap=0.700
[2026-05-11 13:51:46] #0493/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:52:04] #0494/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:52:21] #0495/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:52:33] #0496/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:52:45] #0497/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:53:04] #0498/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:53:31] #0499/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 13:53:58] #0500/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 13:54:35] #0501/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:54:53] #0502/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:55:21] #0503/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:55:47] #0504/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.822 | conf=0.750 | gap=0.630
[2026-05-11 13:56:16] #0505/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-11 13:56:46] #0506/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.852 | conf=0.700 | gap=0.500
[2026-05-11 13:56:56] #0507/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.666 | conf=0.800 | gap=0.650
[2026-05-11 13:57:17] #0508/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:57:27] #0509/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.156 | conf=0.969 | gap=0.949
[2026-05-11 13:57:38] #0510/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:57:56] #0511/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:58:10] #0512/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-11 13:58:34] #0513/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:58:46] #0514/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:59:09] #0515/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:31] #0516/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 13:59:40] #0517/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 14:00:06] #0518/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 14:00:36] #0519/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-11 14:00:47] #0520/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.959 | gap=0.939
[2026-05-11 14:01:00] #0521/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:01:12] #0522/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:01:25] #0523/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:01:36] #0524/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:02:02] #0525/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:02:23] #0526/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:02:49] #0527/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.651 | conf=0.820 | gap=0.720
[2026-05-11 14:03:11] #0528/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-11 14:03:23] #0529/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:03:49] #0530/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 14:04:13] #0531/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:04:24] #0532/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:04:51] #0533/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:05:05] #0534/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:05:17] #0535/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:05:32] #0536/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 14:06:06] #0537/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 14:06:17] #0538/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:06:47] #0539/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:07:07] #0540/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:07:24] #0541/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:07:35] #0542/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 14:08:01] #0543/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-11 14:08:25] #0544/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:48] #0545/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.284 | conf=0.929 | gap=0.869
[2026-05-11 14:09:13] #0546/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.651 | conf=0.820 | gap=0.720
[2026-05-11 14:09:26] #0547/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 14:09:55] #0548/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 14:10:06] #0549/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:10:22] #0550/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:10:31] #0551/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:10:43] #0552/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:11:05] #0553/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:11:37] #0554/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 14:12:05] #0555/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.613 | conf=0.820 | gap=0.700
[2026-05-11 14:12:22] #0556/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:12:42] #0557/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:13:03] #0558/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:13:30] #0559/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 14:13:40] #0560/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:13:51] #0561/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:14:18] #0562/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 14:14:29] #0563/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 14:14:47] #0564/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:15:14] #0565/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:15:33] #0566/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 14:15:53] #0567/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 14:16:22] #0568/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.854 | conf=0.737 | gap=0.632
[2026-05-11 14:16:47] #0569/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:17:15] #0570/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:17:52] #0571/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:18:21] #0572/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:19:11] #0573/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 14:19:25] #0574/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 14:19:37] #0575/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:20:07] #0576/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 14:20:21] #0577/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.748 | conf=0.780 | gap=0.660
[2026-05-11 14:20:52] #0578/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 14:21:05] #0579/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 14:21:31] #0580/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 14:21:57] #0581/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 14:22:29] #0582/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 14:22:52] #0583/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-11 14:23:02] #0584/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 14:23:20] #0585/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:23:46] #0586/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:24:26] #0587/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:24:38] #0588/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-11 14:25:02] #0589/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:25:14] #0590/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:25:39] #0591/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:26:05] #0592/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:26:17] #0593/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:26:40] #0594/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-11 14:26:48] #0595/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:27:01] #0596/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:27:30] #0597/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:27:44] #0598/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 14:27:57] #0599/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-11 14:28:24] #0600/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 14:28:53] #0601/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:29:11] #0602/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:23] #0603/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
