[2026-05-11 11:02:44] #0001/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 10:44:19] #3202/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:44:32] #3203/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:44:46] #3204/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-12 10:47:25] #3208/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 10:47:57] #3209/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-12 10:48:14] #3210/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.342 | conf=0.917 | gap=0.865
[2026-05-12 10:48:27] #3211/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 10:49:12] #3212/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 10:49:24] #3213/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:50:18] #3215/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 10:50:45] #3216/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 10:50:56] #3217/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:51:50] #3219/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 10:53:21] #3222/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:53:31] #3223/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 10:54:00] #3224/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 10:54:12] #3225/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:54:43] #3226/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 10:55:10] #3227/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 10:55:42] #3229/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 10:57:08] #3233/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 10:57:53] #3235/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-12 10:58:26] #3236/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 10:58:38] #3237/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:58:51] #3238/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 10:59:03] #3239/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:00:05] #3241/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:00:16] #3242/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 11:00:31] #3243/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:00:44] #3244/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:01:01] #3245/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:01:33] #3246/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.666 | conf=0.800 | gap=0.650
[2026-05-12 11:01:45] #3247/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:02:45] #3248/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:02:56] #3249/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-12 11:03:24] #3250/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:04:05] #3252/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 11:04:15] #3253/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:05:20] #3256/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 11:05:56] #3257/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:06:09] #3258/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 11:07:59] #3259/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:08:26] #3260/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:08:38] #3261/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 11:10:03] #3264/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.253 | conf=0.949 | gap=0.929
[2026-05-12 11:10:17] #3265/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:11:30] #3267/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:11:44] #3268/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:13:24] #3270/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 11:13:35] #3271/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:13:46] #3272/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:14:03] #3273/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 11:14:45] #3275/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:15:12] #3276/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:15:26] #3277/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:16:30] #3279/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 11:17:17] #3281/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:17:58] #3283/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 11:18:15] #3284/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.857 | conf=0.600 | gap=0.250
[2026-05-12 11:19:16] #3286/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 11:20:09] #3288/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:20:24] #3289/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:20:38] #3290/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 11:20:51] #3291/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:21:06] #3292/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 11:22:13] #3294/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:22:35] #3295/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-12 11:23:18] #3297/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:24:49] #3299/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 11:25:48] #3300/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:25:58] #3301/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:27:27] #3304/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 11:29:40] #3308/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:30:00] #3309/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-12 11:30:10] #3310/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:31:59] #3314/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:32:54] #3316/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 11:33:26] #3318/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:34:05] #3320/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:34:55] #3322/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-12 11:36:01] #3323/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:36:16] #3324/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:36:45] #3325/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.350 | conf=0.914 | gap=0.860
[2026-05-12 11:37:30] #3326/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 11:38:14] #3328/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:38:29] #3329/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:38:42] #3330/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-12 11:38:54] #3331/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 11:39:06] #3332/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 11:39:18] #3333/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.292 | conf=0.939 | gap=0.908
[2026-05-12 11:40:42] #3336/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.309 | conf=0.930 | gap=0.880
[2026-05-12 11:40:53] #3337/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 11:41:35] #3339/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:42:36] #3341/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:43:17] #3342/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 11:43:28] #3343/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:43:40] #3344/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:45:23] #3348/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:46:05] #3350/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 11:48:03] #3352/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 11:48:26] #3353/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:48:56] #3354/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:51:59] #3361/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:52:13] #3362/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:53:06] #3364/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:53:56] #3366/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 11:54:26] #3367/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:54:36] #3368/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:54:49] #3369/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:56:02] #3372/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:56:17] #3373/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 11:59:14] #3379/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 11:59:28] #3380/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 11:59:57] #3381/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 12:00:09] #3382/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 12:02:52] #3386/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-12 12:03:05] #3387/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 12:03:18] #3388/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:03:46] #3389/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:04:23] #3391/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:04:59] #3393/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:05:12] #3394/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:06:20] #3397/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:08:27] #3398/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:09:28] #3399/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:09:51] #3400/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:10:30] #3402/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:11:43] #3404/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 12:12:24] #3406/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:13:12] #3408/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.309 | conf=0.930 | gap=0.880
[2026-05-12 12:14:27] #3411/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:14:43] #3412/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:14:59] #3413/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 12:15:57] #3415/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:16:10] #3416/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 12:16:17] #3417/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:16:33] #3418/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:17:25] #3420/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 12:17:53] #3421/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 12:18:16] #3422/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:18:26] #3423/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:20:23] #3425/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:21:12] #3427/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 12:21:43] #3428/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:21:56] #3429/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:22:31] #3430/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 12:22:43] #3431/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:22:54] #3432/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:24:22] #3434/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:25:44] #3437/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 12:25:56] #3438/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:27:39] #3440/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:27:49] #3441/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:28:01] #3442/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:28:14] #3443/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:28:54] #3444/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:29:33] #3445/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-12 12:29:47] #3446/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:29:59] #3447/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:30:27] #3449/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:32:36] #3453/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.712 | conf=0.750 | gap=0.550
[2026-05-12 12:33:37] #3456/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 12:34:52] #3457/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:35:38] #3458/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:36:23] #3459/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 12:36:58] #3461/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:37:26] #3462/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:37:50] #3463/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.920 | gap=0.870
[2026-05-12 12:38:19] #3465/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.156 | conf=0.969 | gap=0.949
[2026-05-12 12:38:31] #3466/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:38:38] #3467/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:38:52] #3468/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:39:17] #3469/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 12:39:53] #3471/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 12:40:08] #3472/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:41:37] #3474/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:42:22] #3476/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:42:35] #3477/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.977 | conf=0.550 | gap=0.200
[2026-05-12 12:43:44] #3479/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:45:11] #3481/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 12:45:56] #3483/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 12:46:11] #3484/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:46:22] #3485/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-12 12:46:50] #3486/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:47:04] #3487/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:47:40] #3489/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 12:48:18] #3491/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:48:29] #3492/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:49:29] #3493/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.238 | conf=0.948 | gap=0.918
[2026-05-12 12:51:18] #3494/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:51:26] #3495/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-12 12:51:52] #3496/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 12:52:32] #3497/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:52:47] #3498/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:52:59] #3499/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 12:53:32] #3501/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:53:45] #3502/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 12:54:28] #3504/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:55:27] #3506/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 12:55:38] #3507/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 12:55:51] #3508/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
