[2026-05-12 10:28:09] PAMAP2 class 4 (jogging) start T=0.8
[2026-05-12 10:28:09]   602 windows
[2026-05-12 10:28:34] #0001/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:20:26] #0404/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:20:36] #0405/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:20:45] #0406/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:20:55] #0407/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:21:03] #0408/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 12:21:13] #0409/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:21:24] #0410/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:21:34] #0411/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:21:56] #0412/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:22:05] #0413/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 12:22:13] #0414/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 12:22:42] #0415/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:22:52] #0416/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.914 conf=0.630 gap=0.330
[2026-05-12 12:23:10] #0417/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 12:24:09] #0418/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:24:17] #0419/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:24:29] #0420/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:24:29]   [420/602] acc=355/420=85% filt=420
[2026-05-12 12:24:38] #0421/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:24:48] #0422/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 12:24:59] #0423/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:25:09] #0424/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:25:17] #0425/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:25:44] #0426/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:25:55] #0427/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:26:04] #0428/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:26:14] #0429/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:26:51] #0430/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:27:00] #0431/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 12:27:12] #0432/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:27:22] #0433/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:27:48] #0434/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:28:13] #0435/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:28:23] #0436/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:28:47] #0437/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:28:58] #0438/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:29:08] #0439/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.652 conf=0.820 gap=0.700
[2026-05-12 12:29:21] #0440/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:29:21]   [440/602] acc=373/440=85% filt=440
[2026-05-12 12:29:31] #0441/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:29:41] #0442/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 12:29:50] #0443/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:29:54] #0444/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:30:06] #0445/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:30:18] #0446/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:30:28] #0447/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 12:30:51] #0448/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:30:59] #0449/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:31:11] #0450/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 12:31:24] #0451/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:31:33] #0452/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:31:44] #0453/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:31:53] #0454/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:32:04] #0455/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:32:16] #0456/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:32:36] #0457/00602 | true=jogging(4) | pred=lying(0) | ✗ | ent=1.255 conf=0.400 gap=0.000
[2026-05-12 12:33:07] #0458/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:33:14] #0459/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:33:26] #0460/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:33:26]   [460/602] acc=390/460=85% filt=459
[2026-05-12 12:33:37] #0461/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:34:07] #0462/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.734 conf=0.800 gap=0.700
[2026-05-12 12:34:17] #0463/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 12:34:31] #0464/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:34:40] #0465/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:34:50] #0466/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:35:18] #0467/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 12:35:23] #0468/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:35:33] #0469/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:35:42] #0470/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:35:51] #0471/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.406 conf=0.910 gap=0.860
[2026-05-12 12:36:01] #0472/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:36:12] #0473/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:36:20] #0474/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:36:28] #0475/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.642 conf=0.800 gap=0.640
[2026-05-12 12:36:32] #0476/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:36:45] #0477/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:36:53] #0478/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:37:13] #0479/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 12:37:17] #0480/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.719 conf=0.800 gap=0.700
[2026-05-12 12:37:17]   [480/602] acc=409/480=85% filt=479
[2026-05-12 12:37:30] #0481/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:37:39] #0482/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.590 conf=0.850 gap=0.760
[2026-05-12 12:38:06] #0483/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 12:38:15] #0484/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:38:25] #0485/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:38:37] #0486/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:38:46] #0487/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:38:56] #0488/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:39:05] #0489/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:40:41] #0490/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:40:53] #0491/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 12:41:39] #0492/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:00] #0493/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:10] #0494/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:42:17] #0495/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:28] #0496/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 12:43:26] #0497/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:43:36] #0498/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:43:47] #0499/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.642 conf=0.800 gap=0.640
[2026-05-12 12:44:42] #0500/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:44:42]   [500/602] acc=429/500=86% filt=499
[2026-05-12 12:44:52] #0501/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:45:02] #0502/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:45:13] #0503/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:45:24] #0504/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:45:47] #0505/00602 | true=jogging(4) | pred=sitting(1) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:45:56] #0506/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.561 conf=0.860 gap=0.780
[2026-05-12 12:46:06] #0507/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 12:46:16] #0508/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.246 conf=0.950 gap=0.915
[2026-05-12 12:46:26] #0509/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:46:35] #0510/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:46:45] #0511/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:47:07] #0512/00602 | true=jogging(4) | pred=lying(0) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:47:17] #0513/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:47:43] #0514/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:47:53] #0515/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:48:01] #0516/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:48:10] #0517/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.688 conf=0.800 gap=0.660
[2026-05-12 12:48:36] #0518/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:48:45] #0519/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 12:49:15] #0520/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:49:15]   [520/602] acc=446/520=86% filt=519
[2026-05-12 12:49:29] #0521/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:49:44] #0522/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:49:52] #0523/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 12:50:02] #0524/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.868 conf=0.700 gap=0.480
[2026-05-12 12:50:11] #0525/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:50:20] #0526/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:50:27] #0527/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:50:42] #0528/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:50:52] #0529/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:51:02] #0530/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:51:11] #0531/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:51:23] #0532/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:51:34] #0533/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:51:51] #0534/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:52:19] #0535/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 12:52:22] #0536/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:52:30] #0537/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 12:52:40] #0538/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:52:54] #0539/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:53:06] #0540/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.647 conf=0.830 gap=0.730
[2026-05-12 12:53:06]   [540/602] acc=465/540=86% filt=539
[2026-05-12 12:53:16] #0541/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:53:25] #0542/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:53:37] #0543/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:53:47] #0544/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:53:57] #0545/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:54:10] #0546/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:54:37] #0547/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:54:46] #0548/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:54:54] #0549/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:55:06] #0550/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:55:17] #0551/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.530 conf=0.860 gap=0.760
[2026-05-12 12:55:30] #0552/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:55:38] #0553/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:55:58] #0554/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:56:08] #0555/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:56:12] #0556/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 12:56:24] #0557/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:56:35] #0558/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 12:56:43] #0559/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:56:46] #0560/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:56:46]   [560/602] acc=484/560=86% filt=559
[2026-05-12 12:57:15] #0561/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:57:24] #0562/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:57:39] #0563/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:57:50] #0564/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:58:11] #0565/00602 | true=jogging(4) | pred=sitting(1) | ✗ | ent=1.415 conf=0.400 gap=0.150
[2026-05-12 12:58:23] #0566/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:58:48] #0567/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:59:01] #0568/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:59:25] #0569/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 12:59:54] #0570/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 13:00:04] #0571/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:00:15] #0572/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:00:27] #0573/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:00:37] #0574/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 13:00:57] #0575/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:01:07] #0576/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:01:16] #0577/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:01:36] #0578/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 13:01:46] #0579/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 13:01:53] #0580/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:01:53]   [580/602] acc=501/580=86% filt=578
[2026-05-12 13:02:02] #0581/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.530 conf=0.860 gap=0.760
[2026-05-12 13:02:12] #0582/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.652 conf=0.820 gap=0.700
[2026-05-12 13:03:15] #0583/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:03:41] #0584/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 13:03:53] #0585/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:04:04] #0586/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:04:13] #0587/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:04:25] #0588/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:04:35] #0589/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:04:46] #0590/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:04:57] #0591/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:05:07] #0592/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 13:05:16] #0593/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:05:31] #0594/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 13:05:41] #0595/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:05:52] #0596/00602 | true=jogging(4) | pred=walking(3) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:06:03] #0597/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:06:29] #0598/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 13:07:05] #0599/00602 | true=jogging(4) | pred=standing(2) | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 13:07:14] #0600/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:07:14]   [600/602] acc=519/600=86% filt=598
[2026-05-12 13:07:42] #0601/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.718 conf=0.800 gap=0.680
[2026-05-12 13:07:55] #0602/00602 | true=jogging(4) | pred=jogging(4) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:07:55] Done: 521/602 (87%) filt=600
