[2026-05-12 22:30:43] #0001/13069 | true=walk | pred=walk | ✓ | ent=1.499 conf=0.450 gap=0.200
[2026-05-13 11:47:22] #4770/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 11:47:26] #4771/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 11:49:15] #4781/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 11:49:56] #4784/13069 | true=walk | pred=walk | ✓ | ent=0.563 conf=0.880 gap=0.840
[2026-05-13 11:50:04] #4786/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 11:50:08] #4787/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 11:50:54] #4791/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 11:51:02] #4792/13069 | true=walk | pred=walk | ✓ | ent=0.869 conf=0.800 gap=0.750
[2026-05-13 11:52:06] #4799/13069 | true=walk | pred=walk | ✓ | ent=1.257 conf=0.650 gap=0.550
[2026-05-13 11:52:09] #4800/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 11:52:43] #4803/13069 | true=walk | pred=walk | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-13 11:52:45] #4804/13069 | true=walk | pred=walk | ✓ | ent=0.650 conf=0.850 gap=0.800
[2026-05-13 11:53:06] #4807/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 11:53:09] #4808/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 11:53:38] #4814/13069 | true=walk | pred=walk | ✓ | ent=1.538 conf=0.550 gap=0.450
[2026-05-13 11:53:40] #4815/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:53:47] #4816/13069 | true=walk | pred=walk | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 11:54:35] #4822/13069 | true=walk | pred=walk | ✓ | ent=0.556 conf=0.850 gap=0.780
[2026-05-13 11:54:52] #4825/13069 | true=walk | pred=walk | ✓ | ent=0.774 conf=0.800 gap=0.700
[2026-05-13 11:55:00] #4826/13069 | true=walk | pred=walk | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 11:55:34] #4831/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-13 11:56:23] #4837/13069 | true=walk | pred=walk | ✓ | ent=1.340 conf=0.600 gap=0.450
[2026-05-13 11:57:34] #4843/13069 | true=walk | pred=walk | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 11:58:02] #4846/13069 | true=walk | pred=walk | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-13 11:58:09] #4847/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:00:52] #4860/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:01:03] #4861/13069 | true=walk | pred=walk | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-13 12:01:14] #4863/13069 | true=walk | pred=walk | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-13 12:01:35] #4865/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 12:01:54] #4868/13069 | true=walk | pred=walk | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 12:03:36] #4878/13069 | true=walk | pred=walk | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-13 12:04:06] #4880/13069 | true=walk | pred=walk | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 12:04:51] #4885/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 12:05:04] #4887/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 12:05:13] #4888/13069 | true=walk | pred=walk | ✓ | ent=0.500 conf=0.900 gap=0.880
[2026-05-13 12:05:51] #4892/13069 | true=walk | pred=walk | ✓ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 12:05:54] #4893/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 12:06:52] #4899/13069 | true=walk | pred=walk | ✓ | ent=0.881 conf=0.750 gap=0.600
[2026-05-13 12:07:47] #4904/13069 | true=walk | pred=walk | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-13 12:08:18] #4908/13069 | true=walk | pred=walk | ✓ | ent=1.136 conf=0.550 gap=0.300
[2026-05-13 12:09:04] #4913/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-13 12:11:04] #4928/13069 | true=walk | pred=walk | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 12:11:07] #4929/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 12:13:12] #4943/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:13:25] #4946/13069 | true=walk | pred=walk | ✓ | ent=0.334 conf=0.940 gap=0.930
[2026-05-13 12:13:30] #4947/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 12:14:02] #4951/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-13 12:14:28] #4955/13069 | true=walk | pred=walk | ✓ | ent=0.119 conf=0.980 gap=0.970
[2026-05-13 12:15:25] #4959/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 12:15:59] #4962/13069 | true=walk | pred=walk | ✓ | ent=1.330 conf=0.550 gap=0.350
[2026-05-13 12:16:05] #4963/13069 | true=walk | pred=walk | ✓ | ent=1.257 conf=0.650 gap=0.550
[2026-05-13 12:16:39] #4966/13069 | true=walk | pred=walk | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 12:16:48] #4967/13069 | true=walk | pred=walk | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-13 12:17:04] #4969/13069 | true=walk | pred=walk | ✓ | ent=0.789 conf=0.820 gap=0.770
[2026-05-13 12:17:19] #4971/13069 | true=walk | pred=walk | ✓ | ent=0.654 conf=0.850 gap=0.800
[2026-05-13 12:17:33] #4973/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 12:17:50] #4976/13069 | true=walk | pred=walk | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-13 12:19:03] #4982/13069 | true=walk | pred=walk | ✓ | ent=0.408 conf=0.900 gap=0.820
[2026-05-13 12:19:06] #4983/13069 | true=walk | pred=walk | ✓ | ent=0.924 conf=0.780 gap=0.730
[2026-05-13 12:19:31] #4987/13069 | true=walk | pred=walk | ✓ | ent=0.552 conf=0.820 gap=0.670
[2026-05-13 12:19:35] #4989/13069 | true=walk | pred=walk | ✓ | ent=0.926 conf=0.750 gap=0.670
[2026-05-13 12:20:21] #4994/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:20:24] #4995/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:20:28] #4996/13069 | true=walk | pred=walk | ✓ | ent=1.360 conf=0.500 gap=0.200
[2026-05-13 12:20:45] #4998/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 12:21:03] #4999/13069 | true=walk | pred=walk | ✓ | ent=0.702 conf=0.850 gap=0.820
[2026-05-13 12:21:22] #5001/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 12:21:42] #5005/13069 | true=walk | pred=walk | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-13 12:22:27] #5011/13069 | true=walk | pred=walk | ✓ | ent=1.148 conf=0.700 gap=0.650
[2026-05-13 12:22:42] #5012/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-13 12:23:18] #5015/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 12:23:48] #5019/13069 | true=walk | pred=walk | ✓ | ent=1.211 conf=0.650 gap=0.500
[2026-05-13 12:24:07] #5021/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:24:35] #5024/13069 | true=walk | pred=walk | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 12:24:49] #5025/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 12:25:18] #5027/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:26:14] #5032/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 12:26:17] #5033/13069 | true=walk | pred=walk | ✓ | ent=1.163 conf=0.700 gap=0.620
[2026-05-13 12:27:12] #5041/13069 | true=walk | pred=walk | ✓ | ent=0.233 conf=0.950 gap=0.925
[2026-05-13 12:27:22] #5042/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-13 12:27:53] #5045/13069 | true=walk | pred=walk | ✓ | ent=0.660 conf=0.850 gap=0.800
[2026-05-13 12:28:22] #5048/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 12:28:31] #5049/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 12:29:00] #5052/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 12:31:31] #5064/13069 | true=walk | pred=walk | ✓ | ent=0.718 conf=0.825 gap=0.728
[2026-05-13 12:31:47] #5066/13069 | true=walk | pred=walk | ✓ | ent=1.290 conf=0.500 gap=0.300
[2026-05-13 12:31:55] #5068/13069 | true=walk | pred=walk | ✓ | ent=0.985 conf=0.750 gap=0.670
[2026-05-13 12:31:57] #5069/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 12:32:16] #5072/13069 | true=walk | pred=walk | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 12:33:23] #5082/13069 | true=walk | pred=walk | ✓ | ent=0.714 conf=0.842 gap=0.792
[2026-05-13 12:33:48] #5085/13069 | true=walk | pred=walk | ✓ | ent=0.984 conf=0.750 gap=0.650
[2026-05-13 12:34:14] #5088/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 12:34:51] #5091/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-13 12:35:47] #5097/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-13 12:37:06] #5106/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:37:17] #5107/13069 | true=walk | pred=walk | ✓ | ent=0.489 conf=0.900 gap=0.870
[2026-05-13 12:38:00] #5112/13069 | true=walk | pred=walk | ✓ | ent=0.959 conf=0.750 gap=0.650
[2026-05-13 12:38:12] #5114/13069 | true=walk | pred=walk | ✓ | ent=1.034 conf=0.720 gap=0.600
[2026-05-13 12:38:43] #5118/13069 | true=walk | pred=walk | ✓ | ent=0.977 conf=0.720 gap=0.570
[2026-05-13 12:39:14] #5121/13069 | true=walk | pred=walk | ✓ | ent=1.140 conf=0.650 gap=0.450
[2026-05-13 12:39:22] #5122/13069 | true=walk | pred=walk | ✓ | ent=0.549 conf=0.882 gap=0.853
[2026-05-13 12:40:20] #5128/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.810
[2026-05-13 12:42:49] #5145/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 12:45:19] #5160/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 12:45:36] #5163/13069 | true=walk | pred=walk | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-13 12:46:04] #5166/13069 | true=walk | pred=walk | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-13 12:46:30] #5168/13069 | true=walk | pred=walk | ✓ | ent=0.763 conf=0.820 gap=0.760
[2026-05-13 12:46:41] #5169/13069 | true=walk | pred=walk | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-13 12:46:55] #5172/13069 | true=walk | pred=walk | ✓ | ent=0.708 conf=0.850 gap=0.820
[2026-05-13 12:47:17] #5174/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:48:04] #5181/13069 | true=walk | pred=walk | ✓ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 12:48:20] #5183/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 12:49:26] #5190/13069 | true=walk | pred=walk | ✓ | ent=0.864 conf=0.780 gap=0.700
[2026-05-13 12:50:46] #5197/13069 | true=walk | pred=walk | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 12:53:09] #5209/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.893 gap=0.845
[2026-05-13 12:54:20] #5214/13069 | true=walk | pred=walk | ✓ | ent=1.553 conf=0.350 gap=0.050
[2026-05-13 12:54:53] #5218/13069 | true=walk | pred=walk | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 12:55:40] #5222/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:56:03] #5225/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 12:57:01] #5230/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 12:57:11] #5231/13069 | true=walk | pred=walk | ✓ | ent=0.683 conf=0.850 gap=0.810
[2026-05-13 12:57:16] #5233/13069 | true=walk | pred=walk | ✓ | ent=0.937 conf=0.750 gap=0.670
[2026-05-13 12:57:41] #5236/13069 | true=walk | pred=walk | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-13 12:58:51] #5241/13069 | true=walk | pred=walk | ✓ | ent=0.972 conf=0.750 gap=0.670
[2026-05-13 12:59:45] #5248/13069 | true=walk | pred=walk | ✓ | ent=1.444 conf=0.580 gap=0.460
[2026-05-13 12:59:48] #5249/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 12:59:59] #5251/13069 | true=walk | pred=walk | ✓ | ent=1.013 conf=0.750 gap=0.670
[2026-05-13 13:00:03] #5252/13069 | true=walk | pred=walk | ✓ | ent=0.431 conf=0.900 gap=0.860
[2026-05-13 13:01:31] #5263/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 13:01:54] #5265/13069 | true=walk | pred=walk | ✓ | ent=0.835 conf=0.800 gap=0.750
[2026-05-13 13:02:20] #5268/13069 | true=walk | pred=walk | ✓ | ent=0.595 conf=0.850 gap=0.750
[2026-05-13 13:02:27] #5269/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-13 13:03:26] #5274/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 13:03:36] #5275/13069 | true=walk | pred=walk | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 13:05:03] #5287/13069 | true=walk | pred=walk | ✓ | ent=1.300 conf=0.550 gap=0.370
[2026-05-13 13:05:58] #5293/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 13:06:08] #5294/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 13:06:14] #5296/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 13:08:46] #5298/13069 | true=walk | pred=walk | ✓ | ent=1.139 conf=0.650 gap=0.500
[2026-05-13 13:11:10] #5301/13069 | true=walk | pred=walk | ✓ | ent=0.881 conf=0.750 gap=0.600
[2026-05-13 13:18:34] #5306/13069 | true=walk | pred=walk | ✓ | ent=1.076 conf=0.700 gap=0.600
[2026-05-13 13:26:17] #5316/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 13:26:44] #5321/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 13:27:20] #5326/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 13:27:56] #5330/13069 | true=walk | pred=walk | ✓ | ent=1.041 conf=0.550 gap=0.330
[2026-05-13 13:28:05] #5332/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 13:28:11] #5333/13069 | true=walk | pred=walk | ✓ | ent=0.764 conf=0.750 gap=0.550
[2026-05-13 13:28:38] #5335/13069 | true=walk | pred=walk | ✓ | ent=0.903 conf=0.750 gap=0.630
[2026-05-13 13:29:43] #5339/13069 | true=walk | pred=walk | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 13:30:43] #5345/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 13:30:46] #5346/13069 | true=walk | pred=walk | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-13 13:32:02] #5355/13069 | true=walk | pred=walk | ✓ | ent=0.650 conf=0.850 gap=0.800
[2026-05-13 13:32:29] #5359/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 13:32:32] #5360/13069 | true=walk | pred=walk | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 13:33:11] #5365/13069 | true=walk | pred=walk | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 13:33:36] #5369/13069 | true=walk | pred=walk | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-13 13:33:45] #5371/13069 | true=walk | pred=walk | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-13 13:34:21] #5375/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 13:35:44] #5384/13069 | true=walk | pred=walk | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 13:36:31] #5387/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 13:36:44] #5388/13069 | true=walk | pred=walk | ✓ | ent=1.203 conf=0.650 gap=0.500
[2026-05-13 13:38:28] #5398/13069 | true=walk | pred=walk | ✓ | ent=0.286 conf=0.950 gap=0.940
[2026-05-13 13:38:30] #5399/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 13:38:52] #5402/13069 | true=walk | pred=walk | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 13:39:17] #5404/13069 | true=walk | pred=walk | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-13 13:40:07] #5408/13069 | true=walk | pred=walk | ✓ | ent=0.237 conf=0.950 gap=0.910
[2026-05-13 13:40:49] #5414/13069 | true=walk | pred=walk | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-13 13:43:57] #5430/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 13:44:29] #5433/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 13:44:34] #5434/13069 | true=walk | pred=walk | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 13:44:51] #5435/13069 | true=walk | pred=walk | ✓ | ent=0.336 conf=0.895 gap=0.789
[2026-05-13 13:46:51] #5449/13069 | true=walk | pred=walk | ✓ | ent=0.928 conf=0.750 gap=0.630
[2026-05-13 13:46:57] #5450/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 13:47:01] #5451/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 13:47:34] #5455/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-13 13:47:57] #5457/13069 | true=walk | pred=walk | ✓ | ent=0.609 conf=0.850 gap=0.770
[2026-05-13 13:48:30] #5462/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 13:49:00] #5466/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 13:49:06] #5467/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 13:49:56] #5474/13069 | true=walk | pred=walk | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-13 13:51:02] #5483/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 13:51:25] #5487/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 13:52:22] #5493/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 13:53:11] #5498/13069 | true=walk | pred=walk | ✓ | ent=0.564 conf=0.885 gap=0.865
[2026-05-13 13:54:52] #5504/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 13:55:53] #5506/13069 | true=walk | pred=walk | ✓ | ent=0.627 conf=0.680 gap=0.360
[2026-05-13 13:56:05] #5508/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-13 13:56:22] #5510/13069 | true=walk | pred=walk | ✓ | ent=0.681 conf=0.850 gap=0.800
[2026-05-13 13:57:15] #5515/13069 | true=walk | pred=walk | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 13:57:25] #5517/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 13:57:42] #5520/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 13:57:45] #5521/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 13:58:45] #5528/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 13:58:51] #5529/13069 | true=walk | pred=walk | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 14:01:32] #5543/13069 | true=walk | pred=walk | ✓ | ent=1.219 conf=0.650 gap=0.530
[2026-05-13 14:02:21] #5548/13069 | true=walk | pred=walk | ✓ | ent=1.029 conf=0.650 gap=0.450
[2026-05-13 14:02:36] #5550/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 14:02:50] #5553/13069 | true=walk | pred=walk | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-13 14:03:35] #5557/13069 | true=walk | pred=walk | ✓ | ent=0.260 conf=0.950 gap=0.920
[2026-05-13 14:04:01] #5560/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 14:04:23] #5562/13069 | true=walk | pred=walk | ✓ | ent=0.410 conf=0.920 gap=0.900
[2026-05-13 14:04:59] #5567/13069 | true=walk | pred=walk | ✓ | ent=0.754 conf=0.750 gap=0.550
[2026-05-13 14:05:28] #5571/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 14:05:52] #5574/13069 | true=walk | pred=walk | ✓ | ent=1.561 conf=0.450 gap=0.200
[2026-05-13 14:06:30] #5579/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 14:06:43] #5581/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 14:07:46] #5586/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-13 14:08:27] #5589/13069 | true=walk | pred=walk | ✓ | ent=0.974 conf=0.750 gap=0.670
[2026-05-13 14:09:05] #5593/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 14:11:15] #5608/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 14:15:25] #5618/13069 | true=walk | pred=walk | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 14:15:52] #5620/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 14:16:35] #5626/13069 | true=walk | pred=walk | ✓ | ent=1.192 conf=0.620 gap=0.470
[2026-05-13 14:17:08] #5629/13069 | true=walk | pred=walk | ✓ | ent=0.286 conf=0.950 gap=0.940
[2026-05-13 14:18:32] #5635/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 14:18:52] #5637/13069 | true=walk | pred=walk | ✓ | ent=1.400 conf=0.600 gap=0.500
[2026-05-13 14:19:06] #5639/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-13 14:19:37] #5642/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 14:20:02] #5646/13069 | true=walk | pred=walk | ✓ | ent=1.148 conf=0.700 gap=0.650
[2026-05-13 14:21:07] #5651/13069 | true=walk | pred=walk | ✓ | ent=0.263 conf=0.950 gap=0.920
[2026-05-13 14:21:48] #5654/13069 | true=walk | pred=walk | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-13 14:21:58] #5655/13069 | true=walk | pred=walk | ✓ | ent=0.585 conf=0.820 gap=0.670
[2026-05-13 14:22:01] #5656/13069 | true=walk | pred=walk | ✓ | ent=0.708 conf=0.850 gap=0.820
[2026-05-13 14:22:20] #5659/13069 | true=walk | pred=walk | ✓ | ent=0.706 conf=0.820 gap=0.720
[2026-05-13 14:23:43] #5667/13069 | true=walk | pred=walk | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 14:23:58] #5670/13069 | true=walk | pred=walk | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 14:25:13] #5675/13069 | true=walk | pred=walk | ✓ | ent=0.888 conf=0.750 gap=0.600
[2026-05-13 14:25:15] #5676/13069 | true=walk | pred=walk | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-13 14:26:01] #5682/13069 | true=walk | pred=walk | ✓ | ent=0.786 conf=0.800 gap=0.700
[2026-05-13 14:27:21] #5689/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 14:29:01] #5701/13069 | true=walk | pred=walk | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 14:29:27] #5704/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 14:30:04] #5708/13069 | true=walk | pred=walk | ✓ | ent=1.127 conf=0.700 gap=0.600
[2026-05-13 14:30:16] #5709/13069 | true=walk | pred=walk | ✓ | ent=1.187 conf=0.650 gap=0.530
[2026-05-13 14:30:19] #5710/13069 | true=walk | pred=walk | ✓ | ent=0.672 conf=0.850 gap=0.800
[2026-05-13 14:31:30] #5716/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
