[2026-05-11 21:51:10] HARTH class 0 (walk) T=0.8
[2026-05-11 21:51:10]   13069 windows
[2026-05-12 22:30:43] #0001/13069 | true=walk | pred=walk | ✓ | ent=1.499 conf=0.450 gap=0.200
[2026-05-13 11:32:32] #4683/13069 | true=walk | pred=walk | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 11:32:36] #4684/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 11:32:47] #4685/13069 | true=walk | pred=stairs_up | ✗ | ent=1.055 conf=0.400 gap=0.000
[2026-05-13 11:32:56] #4686/13069 | true=walk | pred=walk | ✓ | ent=1.457 conf=0.420 gap=0.170
[2026-05-13 11:33:18] #4687/13069 | true=walk | pred=stairs_down | ✗ | ent=1.185 conf=0.450 gap=0.070
[2026-05-13 11:33:40] #4688/13069 | true=walk | pred=shuffle | ✗ | ent=1.304 conf=0.350 gap=0.000
[2026-05-13 11:33:44] #4689/13069 | true=walk | pred=walk | ✓ | ent=0.277 conf=0.950 gap=0.930
[2026-05-13 11:33:54] #4690/13069 | true=walk | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 11:33:57] #4691/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 11:34:03] #4692/13069 | true=walk | pred=walk | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-13 11:34:16] #4693/13069 | true=walk | pred=stairs_up | ✗ | ent=1.677 conf=0.300 gap=0.000
[2026-05-13 11:34:29] #4694/13069 | true=walk | pred=run | ✗ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 11:34:42] #4695/13069 | true=walk | pred=walk | ✓ | ent=0.613 conf=0.850 gap=0.800
[2026-05-13 11:34:59] #4696/13069 | true=walk | pred=run | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 11:35:12] #4697/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 11:35:16] #4698/13069 | true=walk | pred=walk | ✓ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 11:35:29] #4699/13069 | true=walk | pred=stairs_down | ✗ | ent=1.256 conf=0.450 gap=0.050
[2026-05-13 11:35:32] #4700/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 17:33:42]   [4700/13069] acc=61% filt=4056
[2026-05-13 11:35:42] #4701/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.820 gap=0.700
[2026-05-13 11:35:49] #4702/13069 | true=walk | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 11:35:56] #4703/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 11:36:07] #4704/13069 | true=walk | pred=walk | ✓ | ent=0.554 conf=0.880 gap=0.840
[2026-05-13 11:36:10] #4705/13069 | true=walk | pred=walk | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-13 11:36:22] #4706/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:36:26] #4707/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 11:36:45] #4708/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 11:36:48] #4709/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 11:37:09] #4710/13069 | true=walk | pred=walk | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-13 11:37:15] #4711/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 11:37:24] #4712/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 11:37:40] #4713/13069 | true=walk | pred=run | ✗ | ent=1.031 conf=0.700 gap=0.550
[2026-05-13 11:37:53] #4714/13069 | true=walk | pred=run | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 11:37:58] #4715/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 11:38:11] #4716/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 11:38:14] #4717/13069 | true=walk | pred=walk | ✓ | ent=1.099 conf=0.650 gap=0.450
[2026-05-13 11:38:16] #4718/13069 | true=walk | pred=walk | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 11:38:31] #4719/13069 | true=walk | pred=run | ✗ | ent=0.627 conf=0.850 gap=0.800
[2026-05-13 11:38:56] #4720/13069 | true=walk | pred=run | ✗ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 17:36:51]   [4720/13069] acc=61% filt=4074
[2026-05-13 11:39:04] #4721/13069 | true=walk | pred=walk | ✓ | ent=0.668 conf=0.850 gap=0.790
[2026-05-13 11:39:23] #4722/13069 | true=walk | pred=shuffle | ✗ | ent=1.483 conf=0.550 gap=0.450
[2026-05-13 11:39:43] #4723/13069 | true=walk | pred=run | ✗ | ent=0.302 conf=0.940 gap=0.910
[2026-05-13 11:39:52] #4724/13069 | true=walk | pred=run | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 11:39:58] #4725/13069 | true=walk | pred=walk | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 11:40:01] #4726/13069 | true=walk | pred=walk | ✓ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 11:40:08] #4727/13069 | true=walk | pred=walk | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-13 11:40:11] #4728/13069 | true=walk | pred=walk | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 11:40:14] #4729/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 11:40:19] #4730/13069 | true=walk | pred=walk | ✓ | ent=0.233 conf=0.950 gap=0.925
[2026-05-13 11:40:32] #4731/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 11:40:45] #4732/13069 | true=walk | pred=run | ✗ | ent=0.215 conf=0.944 gap=0.889
[2026-05-13 11:40:53] #4733/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 11:41:06] #4734/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 11:41:13] #4735/13069 | true=walk | pred=walk | ✓ | ent=0.236 conf=0.950 gap=0.910
[2026-05-13 11:41:20] #4736/13069 | true=walk | pred=walk | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 11:41:29] #4737/13069 | true=walk | pred=walk | ✓ | ent=1.012 conf=0.750 gap=0.700
[2026-05-13 11:41:39] #4738/13069 | true=walk | pred=walk | ✓ | ent=1.369 conf=0.500 gap=0.250
[2026-05-13 11:41:43] #4739/13069 | true=walk | pred=walk | ✓ | ent=1.474 conf=0.420 gap=0.200
[2026-05-13 11:41:51] #4740/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 17:39:58]   [4740/13069] acc=61% filt=4092
[2026-05-13 11:42:11] #4741/13069 | true=walk | pred=stairs_up | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 11:42:30] #4742/13069 | true=walk | pred=stairs_up | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 11:42:38] #4743/13069 | true=walk | pred=walk | ✓ | ent=0.694 conf=0.850 gap=0.810
[2026-05-13 11:42:43] #4744/13069 | true=walk | pred=stairs_up | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 11:42:51] #4745/13069 | true=walk | pred=walk | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-13 11:43:14] #4746/13069 | true=walk | pred=stairs_up | ✗ | ent=1.400 conf=0.450 gap=0.150
[2026-05-13 11:43:24] #4747/13069 | true=walk | pred=walk | ✓ | ent=0.759 conf=0.820 gap=0.740
[2026-05-13 11:43:33] #4748/13069 | true=walk | pred=walk | ✓ | ent=0.949 conf=0.700 gap=0.500
[2026-05-13 11:43:41] #4749/13069 | true=walk | pred=walk | ✓ | ent=1.177 conf=0.650 gap=0.500
[2026-05-13 11:43:52] #4750/13069 | true=walk | pred=run | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:44:04] #4751/13069 | true=walk | pred=lying | ✗ | ent=1.376 conf=0.300 gap=0.050
[2026-05-13 11:44:17] #4752/13069 | true=walk | pred=walk | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 11:44:22] #4753/13069 | true=walk | pred=walk | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-13 11:44:33] #4754/13069 | true=walk | pred=walk | ✓ | ent=1.820 conf=0.300 gap=0.050
[2026-05-13 11:44:45] #4755/13069 | true=walk | pred=walk | ✓ | ent=1.218 conf=0.650 gap=0.550
[2026-05-13 11:45:08] #4756/13069 | true=walk | pred=walk | ✓ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 11:45:16] #4757/13069 | true=walk | pred=walk | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 11:45:25] #4758/13069 | true=walk | pred=walk | ✓ | ent=0.526 conf=0.850 gap=0.770
[2026-05-13 11:45:29] #4759/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 11:45:42] #4760/13069 | true=walk | pred=shuffle | ✗ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 17:43:30]   [4760/13069] acc=61% filt=4105
[2026-05-13 11:45:52] #4761/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 11:46:03] #4762/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 11:46:19] #4763/13069 | true=walk | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 11:46:33] #4764/13069 | true=walk | pred=shuffle | ✗ | ent=1.505 conf=0.420 gap=0.100
[2026-05-13 11:46:38] #4765/13069 | true=walk | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 11:46:50] #4766/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 11:47:01] #4767/13069 | true=walk | pred=run | ✗ | ent=0.210 conf=0.960 gap=0.940
[2026-05-13 11:47:08] #4768/13069 | true=walk | pred=walk | ✓ | ent=0.647 conf=0.850 gap=0.800
[2026-05-13 11:47:19] #4769/13069 | true=walk | pred=walk | ✓ | ent=0.227 conf=0.940 gap=0.880
[2026-05-13 11:47:22] #4770/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 11:47:26] #4771/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 11:47:38] #4772/13069 | true=walk | pred=stairs_up | ✗ | ent=1.353 conf=0.550 gap=0.370
[2026-05-13 11:47:52] #4773/13069 | true=walk | pred=shuffle | ✗ | ent=1.687 conf=0.300 gap=0.100
[2026-05-13 11:48:02] #4774/13069 | true=walk | pred=walk | ✓ | ent=0.992 conf=0.720 gap=0.600
[2026-05-13 11:48:15] #4775/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 11:48:30] #4776/13069 | true=walk | pred=stand | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 11:48:35] #4777/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-13 11:48:46] #4778/13069 | true=walk | pred=run | ✗ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 11:48:52] #4779/13069 | true=walk | pred=run | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 11:48:57] #4780/13069 | true=walk | pred=stand | ✗ | ent=1.335 conf=0.600 gap=0.450
[2026-05-12 17:47:00]   [4780/13069] acc=61% filt=4123
[2026-05-13 11:49:15] #4781/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 11:49:35] #4782/13069 | true=walk | pred=stairs_up | ✗ | ent=1.399 conf=0.400 gap=0.000
[2026-05-13 11:49:46] #4783/13069 | true=walk | pred=walk | ✓ | ent=0.289 conf=0.950 gap=0.940
[2026-05-13 11:49:56] #4784/13069 | true=walk | pred=walk | ✓ | ent=0.563 conf=0.880 gap=0.840
[2026-05-13 11:50:02] #4785/13069 | true=walk | pred=run | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 11:50:04] #4786/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 11:50:08] #4787/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 11:50:23] #4788/13069 | true=walk | pred=walk | ✓ | ent=0.904 conf=0.600 gap=0.250
[2026-05-13 11:50:41] #4789/13069 | true=walk | pred=run | ✗ | ent=0.666 conf=0.800 gap=0.650
[2026-05-13 11:50:51] #4790/13069 | true=walk | pred=walk | ✓ | ent=1.471 conf=0.550 gap=0.430
[2026-05-13 11:50:54] #4791/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 11:51:02] #4792/13069 | true=walk | pred=walk | ✓ | ent=0.869 conf=0.800 gap=0.750
[2026-05-13 11:51:05] #4793/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 11:51:14] #4794/13069 | true=walk | pred=walk | ✓ | ent=0.775 conf=0.820 gap=0.770
[2026-05-13 11:51:19] #4795/13069 | true=walk | pred=shuffle | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 11:51:33] #4796/13069 | true=walk | pred=walk | ✓ | ent=1.146 conf=0.650 gap=0.500
[2026-05-13 11:51:47] #4797/13069 | true=walk | pred=run | ✗ | ent=0.535 conf=0.876 gap=0.796
[2026-05-13 11:51:49] #4798/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:52:06] #4799/13069 | true=walk | pred=walk | ✓ | ent=1.257 conf=0.650 gap=0.550
[2026-05-13 11:52:09] #4800/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 17:50:27]   [4800/13069] acc=61% filt=4135
[2026-05-13 11:52:16] #4801/13069 | true=walk | pred=run | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 11:52:31] #4802/13069 | true=walk | pred=shuffle | ✗ | ent=1.682 conf=0.350 gap=0.200
[2026-05-13 11:52:43] #4803/13069 | true=walk | pred=walk | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-13 11:52:45] #4804/13069 | true=walk | pred=walk | ✓ | ent=0.650 conf=0.850 gap=0.800
[2026-05-13 11:52:54] #4805/13069 | true=walk | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 11:53:03] #4806/13069 | true=walk | pred=walk | ✓ | ent=1.043 conf=0.720 gap=0.640
[2026-05-13 11:53:06] #4807/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 11:53:09] #4808/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 11:53:17] #4809/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 11:53:19] #4810/13069 | true=walk | pred=walk | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-13 11:53:22] #4811/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:53:29] #4812/13069 | true=walk | pred=run | ✗ | ent=0.526 conf=0.891 gap=0.842
[2026-05-13 11:53:35] #4813/13069 | true=walk | pred=stairs_up | ✗ | ent=1.386 conf=0.250 gap=0.000
[2026-05-13 11:53:38] #4814/13069 | true=walk | pred=walk | ✓ | ent=1.538 conf=0.550 gap=0.450
[2026-05-13 11:53:40] #4815/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:53:47] #4816/13069 | true=walk | pred=walk | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 11:53:49] #4817/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 11:53:53] #4818/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-13 11:54:10] #4819/13069 | true=walk | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 11:54:16] #4820/13069 | true=walk | pred=run | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 17:53:40]   [4820/13069] acc=61% filt=4152
[2026-05-13 11:54:28] #4821/13069 | true=walk | pred=stairs_up | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 11:54:35] #4822/13069 | true=walk | pred=walk | ✓ | ent=0.556 conf=0.850 gap=0.780
[2026-05-13 11:54:42] #4823/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 11:54:49] #4824/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 11:54:52] #4825/13069 | true=walk | pred=walk | ✓ | ent=0.774 conf=0.800 gap=0.700
[2026-05-13 11:55:00] #4826/13069 | true=walk | pred=walk | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 11:55:03] #4827/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 11:55:10] #4828/13069 | true=walk | pred=stand | ✗ | ent=1.400 conf=0.450 gap=0.150
[2026-05-13 11:55:19] #4829/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-13 11:55:32] #4830/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 11:55:34] #4831/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-13 11:55:44] #4832/13069 | true=walk | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 11:55:53] #4833/13069 | true=walk | pred=walk | ✓ | ent=0.761 conf=0.820 gap=0.770
[2026-05-13 11:55:55] #4834/13069 | true=walk | pred=walk | ✓ | ent=0.787 conf=0.720 gap=0.580
[2026-05-13 11:56:05] #4835/13069 | true=walk | pred=run | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 11:56:14] #4836/13069 | true=walk | pred=walk | ✓ | ent=0.775 conf=0.820 gap=0.770
[2026-05-13 11:56:23] #4837/13069 | true=walk | pred=walk | ✓ | ent=1.340 conf=0.600 gap=0.450
[2026-05-13 11:56:28] #4838/13069 | true=walk | pred=walk | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-13 11:56:49] #4839/13069 | true=walk | pred=stand | ✗ | ent=0.867 conf=0.750 gap=0.600
[2026-05-13 11:57:07] #4840/13069 | true=walk | pred=stairs_up | ✗ | ent=1.449 conf=0.300 gap=0.000
[2026-05-12 17:56:52]   [4840/13069] acc=61% filt=4169
[2026-05-13 11:57:26] #4841/13069 | true=walk | pred=stand | ✗ | ent=1.122 conf=0.550 gap=0.350
[2026-05-13 11:57:29] #4842/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 11:57:34] #4843/13069 | true=walk | pred=walk | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 11:57:43] #4844/13069 | true=walk | pred=walk | ✓ | ent=0.063 conf=0.990 gap=0.985
[2026-05-13 11:57:54] #4845/13069 | true=walk | pred=stairs_down | ✗ | ent=1.599 conf=0.450 gap=0.250
[2026-05-13 11:58:02] #4846/13069 | true=walk | pred=walk | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-13 11:58:09] #4847/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 11:58:22] #4848/13069 | true=walk | pred=run | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 11:58:42] #4849/13069 | true=walk | pred=walk | ✓ | ent=1.253 conf=0.650 gap=0.530
[2026-05-13 11:59:02] #4850/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 11:59:11] #4851/13069 | true=walk | pred=walk | ✓ | ent=0.332 conf=0.941 gap=0.921
[2026-05-13 11:59:15] #4852/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 11:59:29] #4853/13069 | true=walk | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-13 11:59:37] #4854/13069 | true=walk | pred=walk | ✓ | ent=1.519 conf=0.550 gap=0.450
[2026-05-13 11:59:44] #4855/13069 | true=walk | pred=run | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 12:00:02] #4856/13069 | true=walk | pred=shuffle | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 12:00:15] #4857/13069 | true=walk | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:00:23] #4858/13069 | true=walk | pred=walk | ✓ | ent=0.410 conf=0.920 gap=0.900
[2026-05-13 12:00:39] #4859/13069 | true=walk | pred=walk | ✓ | ent=0.979 conf=0.750 gap=0.670
[2026-05-13 12:00:52] #4860/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 17:59:33]   [4860/13069] acc=61% filt=4188
[2026-05-13 12:01:03] #4861/13069 | true=walk | pred=walk | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-13 12:01:06] #4862/13069 | true=walk | pred=walk | ✓ | ent=0.656 conf=0.850 gap=0.800
[2026-05-13 12:01:14] #4863/13069 | true=walk | pred=walk | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-13 12:01:30] #4864/13069 | true=walk | pred=stairs_up | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 12:01:35] #4865/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 12:01:44] #4866/13069 | true=walk | pred=walk | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 12:01:52] #4867/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-13 12:01:54] #4868/13069 | true=walk | pred=walk | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 12:02:00] #4869/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 12:02:06] #4870/13069 | true=walk | pred=run | ✗ | ent=0.855 conf=0.800 gap=0.750
[2026-05-13 12:02:26] #4871/13069 | true=walk | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:02:32] #4872/13069 | true=walk | pred=run | ✗ | ent=0.660 conf=0.850 gap=0.800
[2026-05-13 12:02:51] #4873/13069 | true=walk | pred=stand | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 12:03:04] #4874/13069 | true=walk | pred=run | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 12:03:22] #4875/13069 | true=walk | pred=run | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 12:03:30] #4876/13069 | true=walk | pred=walk | ✓ | ent=0.867 conf=0.750 gap=0.600
[2026-05-13 12:03:33] #4877/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 12:03:36] #4878/13069 | true=walk | pred=walk | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-13 12:03:52] #4879/13069 | true=walk | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 12:04:06] #4880/13069 | true=walk | pred=walk | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:02:41]   [4880/13069] acc=61% filt=4203
[2026-05-13 12:04:15] #4881/13069 | true=walk | pred=stairs_up | ✗ | ent=1.297 conf=0.400 gap=0.000
[2026-05-13 12:04:30] #4882/13069 | true=walk | pred=run | ✗ | ent=0.104 conf=0.985 gap=0.980
[2026-05-13 12:04:38] #4883/13069 | true=walk | pred=walk | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 12:04:48] #4884/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 12:04:51] #4885/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 12:05:01] #4886/13069 | true=walk | pred=run | ✗ | ent=0.383 conf=0.930 gap=0.910
[2026-05-13 12:05:04] #4887/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 12:05:13] #4888/13069 | true=walk | pred=walk | ✓ | ent=0.500 conf=0.900 gap=0.880
[2026-05-13 12:05:28] #4889/13069 | true=walk | pred=stairs_down | ✗ | ent=0.971 conf=0.700 gap=0.500
[2026-05-13 12:05:37] #4890/13069 | true=walk | pred=walk | ✓ | ent=1.194 conf=0.550 gap=0.250
[2026-05-13 12:05:39] #4891/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 12:05:51] #4892/13069 | true=walk | pred=walk | ✓ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 12:05:54] #4893/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 12:06:12] #4894/13069 | true=walk | pred=shuffle | ✗ | ent=1.595 conf=0.350 gap=0.150
[2026-05-13 12:06:28] #4895/13069 | true=walk | pred=run | ✗ | ent=0.328 conf=0.940 gap=0.920
[2026-05-13 12:06:35] #4896/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 12:06:40] #4897/13069 | true=walk | pred=walk | ✓ | ent=0.648 conf=0.842 gap=0.743
[2026-05-13 12:06:49] #4898/13069 | true=walk | pred=walk | ✓ | ent=1.181 conf=0.650 gap=0.500
[2026-05-13 12:06:52] #4899/13069 | true=walk | pred=walk | ✓ | ent=0.881 conf=0.750 gap=0.600
[2026-05-13 12:07:06] #4900/13069 | true=walk | pred=run | ✗ | ent=0.376 conf=0.930 gap=0.910
[2026-05-12 18:06:01]   [4900/13069] acc=61% filt=4219
[2026-05-13 12:07:18] #4901/13069 | true=walk | pred=lying | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-13 12:07:27] #4902/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 12:07:35] #4903/13069 | true=walk | pred=walk | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-13 12:07:47] #4904/13069 | true=walk | pred=walk | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-13 12:07:52] #4905/13069 | true=walk | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 12:08:05] #4906/13069 | true=walk | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 12:08:08] #4907/13069 | true=walk | pred=walk | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-13 12:08:18] #4908/13069 | true=walk | pred=walk | ✓ | ent=1.136 conf=0.550 gap=0.300
[2026-05-13 12:08:37] #4909/13069 | true=walk | pred=stairs_up | ✗ | ent=1.536 conf=0.350 gap=0.000
[2026-05-13 12:08:47] #4910/13069 | true=walk | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
