[2026-05-11 11:03:46] Class 9 (Push-up) 软标签生成开始
[2026-05-11 11:03:46]   QUICK=False LIMIT=50
[2026-05-11 11:03:46]   温度=0.8 (from api_config)
[2026-05-11 11:03:46]   本类: 1621窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:46]   实际生成: 1621 窗口
[2026-05-11 11:03:59] #0001/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:21:53] #0375/01621 | true=Push-up(9) | pred=Stair-down(16) | ✗ | ent=0.886 | conf=0.780 | gap=0.700
[2026-05-11 13:22:01] #0376/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:30] #0377/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 13:22:51] #0378/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:23:20] #0379/01621 | true=Push-up(9) | pred=Walk(11) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 13:23:34] #0380/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 13:23:34]   [380/1621] acc=272/380=71.6% filtered=353/380
[2026-05-11 13:23:52] #0381/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 13:24:04] #0382/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 13:24:26] #0383/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:51] #0384/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:25:00] #0385/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:28] #0386/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:25:58] #0387/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:26:12] #0388/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 13:26:22] #0389/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 13:26:33] #0390/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 13:26:49] #0391/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-11 13:27:03] #0392/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:27:22] #0393/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:27:54] #0394/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.446 | conf=0.500 | gap=0.350
[2026-05-11 13:28:31] #0395/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=1.527 | conf=0.400 | gap=0.150
[2026-05-11 13:28:45] #0396/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 13:29:12] #0397/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:29:26] #0398/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 13:29:56] #0399/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:30:30] #0400/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.940 | conf=0.700 | gap=0.500
[2026-05-11 13:30:30]   [400/1621] acc=287/400=71.8% filtered=370/400
[2026-05-11 13:30:57] #0401/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-11 13:31:36] #0402/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.277 | conf=0.619 | gap=0.464
[2026-05-11 13:32:00] #0403/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:32:12] #0404/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:32:30] #0405/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 13:32:54] #0406/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:33:13] #0407/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 13:34:03] #0408/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:34:16] #0409/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-11 13:34:41] #0410/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:35:14] #0411/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:35:41] #0412/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.781 | conf=0.820 | gap=0.770
[2026-05-11 13:36:03] #0413/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.451 | conf=0.550 | gap=0.400
[2026-05-11 13:36:28] #0414/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:36:55] #0415/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:37:25] #0416/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:37:55] #0417/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:38:19] #0418/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 13:39:19] #0419/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:39:45] #0420/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 13:39:45]   [420/1621] acc=301/420=71.7% filtered=389/420
[2026-05-11 13:40:10] #0421/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.412 | conf=0.920 | gap=0.890
[2026-05-11 13:40:42] #0422/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 13:41:10] #0423/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 13:41:27] #0424/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 13:41:38] #0425/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 13:42:26] #0426/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 13:43:07] #0427/01621 | true=Push-up(9) | pred=Walk(11) | ✗ | ent=1.878 | conf=0.200 | gap=0.000
[2026-05-11 13:43:21] #0428/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 13:43:53] #0429/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.615 | conf=0.620 | gap=0.570
[2026-05-11 13:44:17] #0430/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.820
[2026-05-11 13:44:53] #0431/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:45:15] #0432/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 13:45:38] #0433/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 13:46:00] #0434/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.436 | conf=0.907 | gap=0.876
[2026-05-11 13:46:09] #0435/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:46:37] #0436/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:46:55] #0437/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.422 | conf=0.550 | gap=0.410
[2026-05-11 13:47:28] #0438/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.578 | conf=0.824 | gap=0.706
[2026-05-11 13:47:43] #0439/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 13:47:53] #0440/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:47:53]   [440/1621] acc=316/440=71.8% filtered=407/440
[2026-05-11 13:48:06] #0441/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 13:48:18] #0442/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:48:46] #0443/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-11 13:49:14] #0444/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:49:43] #0445/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:50:12] #0446/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 13:50:23] #0447/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 13:50:41] #0448/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 13:51:08] #0449/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:51:37] #0450/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 13:51:52] #0451/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 13:52:04] #0452/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 13:52:16] #0453/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 13:52:32] #0454/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 13:52:41] #0455/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:52:52] #0456/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 13:53:04] #0457/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 13:53:18] #0458/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 13:53:26] #0459/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 13:53:39] #0460/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 13:53:39]   [460/1621] acc=331/460=72.0% filtered=427/460
[2026-05-11 13:53:55] #0461/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:54:10] #0462/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:54:39] #0463/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:54:52] #0464/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 13:55:21] #0465/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 13:55:55] #0466/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:56:25] #0467/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:56:37] #0468/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 13:56:48] #0469/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:57:20] #0470/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:57:47] #0471/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.203 | conf=0.948 | gap=0.897
[2026-05-11 13:58:06] #0472/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:58:17] #0473/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:58:28] #0474/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.288 | conf=0.950 | gap=0.940
[2026-05-11 13:58:50] #0475/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:58:58] #0476/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:08] #0477/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:20] #0478/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 13:59:48] #0479/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:00:10] #0480/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:00:10]   [480/1621] acc=346/480=72.1% filtered=447/480
[2026-05-11 14:00:37] #0481/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 14:00:49] #0482/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 14:01:16] #0483/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:01:50] #0484/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 14:02:21] #0485/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 14:03:01] #0486/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.743 | conf=0.800 | gap=0.700
[2026-05-11 14:03:17] #0487/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 14:03:30] #0488/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 14:04:00] #0489/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:04:16] #0490/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 14:04:40] #0491/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 14:04:58] #0492/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:05:15] #0493/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.571 | conf=0.880 | gap=0.850
[2026-05-11 14:05:47] #0494/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-11 14:06:05] #0495/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:06:36] #0496/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 14:06:49] #0497/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 14:07:22] #0498/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.093 | conf=0.700 | gap=0.600
[2026-05-11 14:07:49] #0499/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:08:20] #0500/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.224 | conf=0.941 | gap=0.882
[2026-05-11 14:08:20]   [500/1621] acc=359/500=71.8% filtered=467/500
[2026-05-11 14:08:46] #0501/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:09:14] #0502/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 14:09:42] #0503/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 14:09:55] #0504/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.582 | conf=0.880 | gap=0.860
[2026-05-11 14:10:16] #0505/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:11:20] #0506/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.999 | conf=0.750 | gap=0.700
[2026-05-11 14:12:03] #0507/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:12:40] #0508/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:12:53] #0509/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-11 14:13:26] #0510/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.824 | conf=0.600 | gap=0.250
[2026-05-11 14:13:49] #0511/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:14:07] #0512/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:14:21] #0513/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.286 | conf=0.550 | gap=0.370
[2026-05-11 14:14:53] #0514/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:15:20] #0515/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:15:39] #0516/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-11 14:16:27] #0517/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:16:36] #0518/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:17:05] #0519/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:17:24] #0520/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.660 | conf=0.850 | gap=0.800
[2026-05-11 14:17:24]   [520/1621] acc=372/520=71.5% filtered=486/520
[2026-05-11 14:18:11] #0521/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.705 | conf=0.758 | gap=0.556
[2026-05-11 14:18:39] #0522/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:19:20] #0523/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:19:35] #0524/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:19:47] #0525/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:20:24] #0526/01621 | true=Push-up(9) | pred=Stair-down(16) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:20:34] #0527/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:21:01] #0528/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:21:34] #0529/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:21:48] #0530/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-11 14:22:02] #0531/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:22:15] #0532/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 14:22:43] #0533/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:23:15] #0534/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:23:32] #0535/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 14:24:03] #0536/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:24:34] #0537/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 14:25:01] #0538/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.734 | conf=0.350 | gap=0.150
[2026-05-11 14:25:26] #0539/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:25:45] #0540/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.535 | conf=0.450 | gap=0.200
[2026-05-11 14:25:45]   [540/1621] acc=387/540=71.7% filtered=504/540
[2026-05-11 14:26:30] #0541/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:26:49] #0542/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 14:27:28] #0543/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:28:02] #0544/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 14:28:50] #0545/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:29:16] #0546/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:29:33] #0547/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.664 | conf=0.850 | gap=0.820
[2026-05-11 14:29:48] #0548/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:30:18] #0549/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.451 | conf=0.833 | gap=0.667
[2026-05-11 14:30:50] #0550/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:31:08] #0551/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:31:41] #0552/01621 | true=Push-up(9) | pred=Stair-down(16) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:31:54] #0553/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:32:20] #0554/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:32:36] #0555/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 14:33:14] #0556/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.483 | conf=0.579 | gap=0.474
[2026-05-11 14:33:47] #0557/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=1.136 | conf=0.600 | gap=0.350
[2026-05-11 14:34:21] #0558/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 14:34:34] #0559/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:35:05] #0560/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.864 | conf=0.780 | gap=0.700
[2026-05-11 14:35:05]   [560/1621] acc=397/560=70.9% filtered=524/560
[2026-05-11 14:35:39] #0561/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.466 | conf=0.824 | gap=0.647
