[2026-05-11 21:51:19] HARTH class 1 (run) T=0.8
[2026-05-11 21:51:19]   3185 windows
[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:24:08] #0313/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:24:14] #0314/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:24:22] #0315/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:24:32] #0316/03185 | true=run | pred=run | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 18:24:35] #0317/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:24:38] #0318/03185 | true=run | pred=run | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-13 18:24:41] #0319/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:24:46] #0320/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:24:46]   [320/3185] acc=89% filt=319
[2026-05-13 18:24:59] #0321/03185 | true=run | pred=walk | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:25:01] #0322/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:25:07] #0323/03185 | true=run | pred=walk | ✗ | ent=1.343 conf=0.600 gap=0.450
[2026-05-13 18:25:11] #0324/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:25:14] #0325/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:25:33] #0326/03185 | true=run | pred=walk | ✗ | ent=0.316 conf=0.945 gap=0.935
[2026-05-13 18:25:42] #0327/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:25:49] #0328/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:25:57] #0329/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-13 18:26:00] #0330/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:26:04] #0331/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 18:26:24] #0332/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:26:28] #0333/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:26:35] #0334/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-13 18:26:38] #0335/03185 | true=run | pred=run | ✓ | ent=0.809 conf=0.800 gap=0.700
[2026-05-13 18:26:49] #0336/03185 | true=run | pred=walk | ✗ | ent=0.514 conf=0.894 gap=0.846
[2026-05-13 18:26:59] #0337/03185 | true=run | pred=run | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 18:27:06] #0338/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-13 18:27:13] #0339/03185 | true=run | pred=run | ✓ | ent=0.170 conf=0.969 gap=0.959
[2026-05-13 18:27:19] #0340/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-13 18:27:19]   [340/3185] acc=89% filt=339
[2026-05-13 18:27:28] #0341/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:27:31] #0342/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:27:33] #0343/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:27:41] #0344/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:27:50] #0345/03185 | true=run | pred=run | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 18:27:53] #0346/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:27:56] #0347/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 18:27:58] #0348/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 18:28:02] #0349/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 18:28:04] #0350/03185 | true=run | pred=run | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 18:28:14] #0351/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:28:23] #0352/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-13 18:28:29] #0353/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:28:31] #0354/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:28:38] #0355/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-13 18:28:41] #0356/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 18:28:43] #0357/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:28:47] #0358/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-13 18:28:57] #0359/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:29:00] #0360/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:29:00]   [360/3185] acc=89% filt=359
[2026-05-13 18:29:03] #0361/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:29:06] #0362/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 18:29:09] #0363/03185 | true=run | pred=run | ✓ | ent=0.718 conf=0.842 gap=0.792
[2026-05-13 18:29:12] #0364/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-13 18:29:15] #0365/03185 | true=run | pred=run | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-13 18:29:19] #0366/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:29:22] #0367/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:29:24] #0368/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 18:29:43] #0369/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-13 18:29:52] #0370/03185 | true=run | pred=walk | ✗ | ent=0.241 conf=0.950 gap=0.910
[2026-05-13 18:30:00] #0371/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-13 18:30:15] #0372/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-13 18:30:24] #0373/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:30:31] #0374/03185 | true=run | pred=run | ✓ | ent=0.464 conf=0.911 gap=0.881
[2026-05-13 18:30:34] #0375/03185 | true=run | pred=run | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-13 18:30:37] #0376/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-13 18:30:43] #0377/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:30:45] #0378/03185 | true=run | pred=run | ✓ | ent=1.067 conf=0.700 gap=0.550
[2026-05-13 18:30:48] #0379/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 18:30:56] #0380/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:30:56]   [380/3185] acc=89% filt=379
[2026-05-13 18:31:06] #0381/03185 | true=run | pred=walk | ✗ | ent=0.419 conf=0.920 gap=0.890
[2026-05-13 18:31:15] #0382/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:31:18] #0383/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:31:28] #0384/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-13 18:31:36] #0385/03185 | true=run | pred=run | ✓ | ent=0.765 conf=0.820 gap=0.740
[2026-05-13 18:31:44] #0386/03185 | true=run | pred=run | ✓ | ent=0.057 conf=0.990 gap=0.980
[2026-05-13 18:31:47] #0387/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:31:56] #0388/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-13 18:32:05] #0389/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:32:08] #0390/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:32:17] #0391/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-13 18:32:20] #0392/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:32:30] #0393/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:32:33] #0394/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:32:41] #0395/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-13 18:32:43] #0396/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:32:53] #0397/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:33:02] #0398/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:33:04] #0399/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:33:08] #0400/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:33:08]   [400/3185] acc=90% filt=399
[2026-05-13 18:33:26] #0401/03185 | true=run | pred=run | ✓ | ent=0.774 conf=0.800 gap=0.680
[2026-05-13 18:33:34] #0402/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-13 18:33:36] #0403/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:33:39] #0404/03185 | true=run | pred=run | ✓ | ent=1.073 conf=0.700 gap=0.550
[2026-05-13 18:33:42] #0405/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:33:51] #0406/03185 | true=run | pred=run | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 18:33:54] #0407/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 18:33:57] #0408/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-13 18:34:04] #0409/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:34:12] #0410/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:34:15] #0411/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 18:34:17] #0412/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:34:20] #0413/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:34:23] #0414/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:34:26] #0415/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:34:28] #0416/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-13 18:34:35] #0417/03185 | true=run | pred=run | ✓ | ent=1.067 conf=0.700 gap=0.550
[2026-05-13 18:34:37] #0418/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:34:40] #0419/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:34:42] #0420/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:34:42]   [420/3185] acc=90% filt=419
[2026-05-13 18:34:50] #0421/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-13 18:34:53] #0422/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:34:56] #0423/03185 | true=run | pred=run | ✓ | ent=0.426 conf=0.889 gap=0.833
[2026-05-13 18:34:58] #0424/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:35:08] #0425/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:35:13] #0426/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 18:35:16] #0427/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-13 18:35:28] #0428/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 18:35:31] #0429/03185 | true=run | pred=run | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-13 18:35:33] #0430/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-13 18:35:41] #0431/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-13 18:35:50] #0432/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:35:54] #0433/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:36:05] #0434/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:36:08] #0435/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-13 18:36:13] #0436/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:36:23] #0437/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 18:36:42] #0438/03185 | true=run | pred=walk | ✗ | ent=0.775 conf=0.820 gap=0.770
[2026-05-13 18:36:44] #0439/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:36:53] #0440/03185 | true=run | pred=run | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-13 18:36:53]   [440/3185] acc=90% filt=439
[2026-05-13 18:36:57] #0441/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:37:06] #0442/03185 | true=run | pred=run | ✓ | ent=0.935 conf=0.750 gap=0.650
[2026-05-13 18:37:15] #0443/03185 | true=run | pred=run | ✓ | ent=0.591 conf=0.880 gap=0.850
[2026-05-13 18:37:30] #0444/03185 | true=run | pred=walk | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-13 18:37:33] #0445/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:37:37] #0446/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 18:37:39] #0447/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 18:37:48] #0448/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:37:57] #0449/03185 | true=run | pred=run | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-13 18:38:01] #0450/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:38:19] #0451/03185 | true=run | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.800
[2026-05-13 18:38:25] #0452/03185 | true=run | pred=walk | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:38:28] #0453/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:38:32] #0454/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-13 18:38:41] #0455/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:38:53] #0456/03185 | true=run | pred=walk | ✗ | ent=0.713 conf=0.846 gap=0.808
[2026-05-13 18:39:03] #0457/03185 | true=run | pred=run | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-13 18:39:22] #0458/03185 | true=run | pred=walk | ✗ | ent=0.635 conf=0.850 gap=0.770
[2026-05-13 18:39:25] #0459/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:39:28] #0460/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:39:28]   [460/3185] acc=90% filt=459
[2026-05-13 18:39:36] #0461/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 18:39:43] #0462/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-13 18:39:50] #0463/03185 | true=run | pred=run | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 18:39:53] #0464/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:40:00] #0465/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:40:09] #0466/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:40:11] #0467/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:40:14] #0468/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:40:27] #0469/03185 | true=run | pred=run | ✓ | ent=1.085 conf=0.700 gap=0.550
[2026-05-13 18:40:37] #0470/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 18:40:47] #0471/03185 | true=run | pred=run | ✓ | ent=0.530 conf=0.778 gap=0.556
[2026-05-13 18:40:49] #0472/03185 | true=run | pred=run | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:41:04] #0473/03185 | true=run | pred=stairs_up | ✗ | ent=1.404 conf=0.400 gap=0.050
[2026-05-13 18:41:08] #0474/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-13 18:41:17] #0475/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-13 18:41:20] #0476/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:41:30] #0477/03185 | true=run | pred=walk | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-13 18:41:44] #0478/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:41:54] #0479/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:41:57] #0480/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:41:57]   [480/3185] acc=89% filt=478
[2026-05-13 18:42:00] #0481/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-13 18:42:08] #0482/03185 | true=run | pred=run | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-13 18:42:19] #0483/03185 | true=run | pred=walk | ✗ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 18:42:27] #0484/03185 | true=run | pred=run | ✓ | ent=0.376 conf=0.930 gap=0.910
[2026-05-13 18:42:33] #0485/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:42:36] #0486/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:42:42] #0487/03185 | true=run | pred=run | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 18:42:53] #0488/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-13 18:42:57] #0489/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:43:03] #0490/03185 | true=run | pred=run | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-13 18:43:12] #0491/03185 | true=run | pred=run | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-13 18:43:19] #0492/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 18:43:25] #0493/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:43:28] #0494/03185 | true=run | pred=run | ✓ | ent=0.846 conf=0.800 gap=0.740
[2026-05-13 18:43:35] #0495/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:43:46] #0496/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:43:48] #0497/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:43:51] #0498/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:44:01] #0499/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:44:10] #0500/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-13 18:44:10]   [500/3185] acc=90% filt=498
[2026-05-13 18:44:17] #0501/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 18:44:19] #0502/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:44:22] #0503/03185 | true=run | pred=run | ✓ | ent=0.809 conf=0.800 gap=0.700
[2026-05-13 18:44:30] #0504/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-13 18:44:38] #0505/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-13 18:44:41] #0506/03185 | true=run | pred=run | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:44:45] #0507/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:44:47] #0508/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:44:49] #0509/03185 | true=run | pred=run | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 18:44:59] #0510/03185 | true=run | pred=run | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-13 18:45:04] #0511/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:45:17] #0512/03185 | true=run | pred=walk | ✗ | ent=0.984 conf=0.750 gap=0.650
[2026-05-13 18:45:19] #0513/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:45:23] #0514/03185 | true=run | pred=run | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-13 18:45:30] #0515/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 18:45:43] #0516/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:45:46] #0517/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:45:57] #0518/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:46:04] #0519/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 18:46:21] #0520/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 18:46:21]   [520/3185] acc=90% filt=518
[2026-05-13 18:46:25] #0521/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:46:27] #0522/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:46:30] #0523/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 18:46:33] #0524/03185 | true=run | pred=run | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-13 18:46:36] #0525/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:46:39] #0526/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:46:49] #0527/03185 | true=run | pred=run | ✓ | ent=0.134 conf=0.980 gap=0.975
[2026-05-13 18:46:52] #0528/03185 | true=run | pred=run | ✓ | ent=0.881 conf=0.750 gap=0.600
[2026-05-13 18:46:58] #0529/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-13 18:47:09] #0530/03185 | true=run | pred=run | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-13 18:47:12] #0531/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:47:24] #0532/03185 | true=run | pred=walk | ✗ | ent=0.253 conf=0.950 gap=0.920
[2026-05-13 18:47:33] #0533/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:47:41] #0534/03185 | true=run | pred=run | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-13 18:47:48] #0535/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:47:51] #0536/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 18:47:54] #0537/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:47:57] #0538/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:48:06] #0539/03185 | true=run | pred=run | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-13 18:48:11] #0540/03185 | true=run | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 18:48:11]   [540/3185] acc=90% filt=538
[2026-05-13 18:48:14] #0541/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.820 gap=0.700
[2026-05-13 18:48:16] #0542/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:48:27] #0543/03185 | true=run | pred=walk | ✗ | ent=0.316 conf=0.945 gap=0.935
[2026-05-13 18:48:30] #0544/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:48:34] #0545/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:48:37] #0546/03185 | true=run | pred=run | ✓ | ent=1.148 conf=0.700 gap=0.600
[2026-05-13 18:48:45] #0547/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:48:54] #0548/03185 | true=run | pred=run | ✓ | ent=0.211 conf=0.960 gap=0.939
