[2026-05-12 10:27:59] PAMAP2 class 3 (walking) start T=0.8
[2026-05-12 10:27:59]   944 windows
[2026-05-12 10:28:26] #0001/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:28:07] #0414/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:28:29] #0415/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:28:48] #0416/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:29:08] #0417/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:29:28] #0418/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:29:54] #0419/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 12:30:17] #0420/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 12:30:17]   [420/944] acc=289/420=69% filt=416
[2026-05-12 12:31:21] #0421/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.652 conf=0.820 gap=0.700
[2026-05-12 12:31:30] #0422/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:31:56] #0423/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:32:05] #0424/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:32:32] #0425/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:32:57] #0426/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:33:05] #0427/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.406 conf=0.910 gap=0.860
[2026-05-12 12:33:15] #0428/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:33:25] #0429/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:33:58] #0430/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 12:34:19] #0431/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:34:30] #0432/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:34:38] #0433/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 12:34:48] #0434/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:35:25] #0435/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:35:34] #0436/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:35:37] #0437/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 12:35:46] #0438/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:35:54] #0439/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:36:03] #0440/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:36:03]   [440/944] acc=306/440=70% filt=436
[2026-05-12 12:36:26] #0441/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.779 conf=0.740 gap=0.540
[2026-05-12 12:36:37] #0442/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:36:55] #0443/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 12:37:05] #0444/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:37:33] #0445/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:37:42] #0446/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 12:38:08] #0447/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:38:19] #0448/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:38:57] #0449/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 12:39:07] #0450/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:39:10] #0451/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:39:30] #0452/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:40:06] #0453/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.697 conf=0.800 gap=0.670
[2026-05-12 12:40:19] #0454/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:40:28] #0455/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:42:01] #0456/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:42:04] #0457/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:10] #0458/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:42:20] #0459/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:42:28] #0460/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:42:28]   [460/944] acc=320/460=70% filt=456
[2026-05-12 12:43:28] #0461/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:43:30] #0462/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:43:39] #0463/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 12:43:49] #0464/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:43:53] #0465/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:44:02] #0466/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.758 conf=0.800 gap=0.720
[2026-05-12 12:44:23] #0467/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:44:32] #0468/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 12:44:54] #0469/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:45:06] #0470/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 12:45:29] #0471/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:45:47] #0472/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:45:55] #0473/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 12:46:06] #0474/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.526 conf=0.880 gap=0.840
[2026-05-12 12:46:20] #0475/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 12:46:55] #0476/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:47:04] #0477/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:47:15] #0478/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 12:47:29] #0479/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:47:40] #0480/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:47:40]   [480/944] acc=335/480=70% filt=476
[2026-05-12 12:47:49] #0481/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.526 conf=0.880 gap=0.840
[2026-05-12 12:48:10] #0482/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:48:19] #0483/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 12:48:29] #0484/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 12:48:40] #0485/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 12:48:51] #0486/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:49:11] #0487/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:49:23] #0488/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 12:49:44] #0489/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 12:49:53] #0490/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 12:50:03] #0491/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:50:11] #0492/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 12:50:19] #0493/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 12:50:38] #0494/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:51:15] #0495/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.683 conf=0.800 gap=0.660
[2026-05-12 12:51:23] #0496/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:51:32] #0497/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 12:51:38] #0498/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.406 conf=0.910 gap=0.860
[2026-05-12 12:51:48] #0499/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 12:51:57] #0500/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 12:51:57]   [500/944] acc=351/500=70% filt=496
[2026-05-12 12:52:24] #0501/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 12:52:36] #0502/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:52:50] #0503/00944 | true=walking(3) | pred=lying(0) | ✗ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 12:53:00] #0504/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:53:09] #0505/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 12:53:20] #0506/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 12:53:39] #0507/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:54:46] #0508/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 12:54:53] #0509/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 12:55:47] #0510/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 12:55:58] #0511/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 12:56:08] #0512/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:56:12] #0513/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:56:21] #0514/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 12:56:40] #0515/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:56:50] #0516/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 12:57:47] #0517/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:58:05] #0518/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:58:17] #0519/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:58:46] #0520/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:58:46]   [520/944] acc=366/520=70% filt=516
[2026-05-12 12:58:56] #0521/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:59:05] #0522/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:59:15] #0523/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 12:59:53] #0524/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:00:00] #0525/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:00:10] #0526/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 13:00:25] #0527/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:00:35] #0528/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:00:43] #0529/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 13:00:52] #0530/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 13:01:07] #0531/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:01:10] #0532/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 13:01:38] #0533/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:01:49] #0534/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:01:51] #0535/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 13:02:09] #0536/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:02:18] #0537/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:02:37] #0538/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:02:58] #0539/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 13:03:08] #0540/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.227 conf=0.940 gap=0.880
[2026-05-12 13:03:08]   [540/944] acc=381/540=71% filt=536
[2026-05-12 13:03:17] #0541/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:03:43] #0542/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 13:04:03] #0543/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:04:13] #0544/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:04:55] #0545/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:05:03] #0546/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:05:14] #0547/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:05:25] #0548/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:05:32] #0549/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:06:02] #0550/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 13:06:20] #0551/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.811 conf=0.750 gap=0.600
[2026-05-12 13:06:51] #0552/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:07:05] #0553/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:07:24] #0554/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.647 conf=0.830 gap=0.730
[2026-05-12 13:07:43] #0555/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:07:53] #0556/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:08:04] #0557/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:08:23] #0558/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:08:27] #0559/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:08:38] #0560/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 13:08:38]   [560/944] acc=394/560=70% filt=556
[2026-05-12 13:09:06] #0561/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 13:09:18] #0562/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:09:26] #0563/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 13:10:17] #0564/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:10:31] #0565/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.258 conf=0.950 gap=0.930
[2026-05-12 13:11:06] #0566/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:11:14] #0567/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:11:26] #0568/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 13:11:35] #0569/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:11:37] #0570/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 13:11:47] #0571/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 13:12:45] #0572/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:13:11] #0573/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 13:13:28] #0574/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.688 conf=0.800 gap=0.660
[2026-05-12 13:13:33] #0575/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 13:13:44] #0576/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:14:20] #0577/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:14:22] #0578/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:14:39] #0579/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:15:02] #0580/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.530 conf=0.860 gap=0.760
[2026-05-12 13:15:02]   [580/944] acc=408/580=70% filt=576
[2026-05-12 13:15:22] #0581/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:15:44] #0582/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 13:16:22] #0583/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 13:16:33] #0584/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:17:20] #0585/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:17:39] #0586/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:17:43] #0587/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:17:57] #0588/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.584 conf=0.850 gap=0.760
[2026-05-12 13:18:16] #0589/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:18:40] #0590/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.739 conf=0.800 gap=0.720
[2026-05-12 13:18:49] #0591/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:18:59] #0592/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:19:03] #0593/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:19:14] #0594/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 13:19:24] #0595/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:19:45] #0596/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 13:20:03] #0597/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 13:20:13] #0598/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:20:22] #0599/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:20:34] #0600/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:20:34]   [600/944] acc=418/600=70% filt=596
[2026-05-12 13:20:42] #0601/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:20:46] #0602/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:21:08] #0603/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:21:34] #0604/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:22:14] #0605/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:22:39] #0606/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 13:22:50] #0607/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:23:01] #0608/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:23:22] #0609/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:23:25] #0610/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:23:54] #0611/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:24:12] #0612/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 13:24:35] #0613/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:24:37] #0614/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 13:24:56] #0615/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:25:28] #0616/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:25:55] #0617/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:26:04] #0618/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:26:21] #0619/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:26:24] #0620/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.860 conf=0.750 gap=0.650
