[2026-05-12 10:28:26] #0001/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:26:04] #0618/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:26:21] #0619/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:26:24] #0620/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 13:26:33] #0621/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:27:04] #0623/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:28:04] #0625/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:28:13] #0626/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 13:28:32] #0627/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:28:43] #0628/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.471 conf=0.820 gap=0.640
[2026-05-12 13:28:58] #0629/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:29:08] #0630/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.758 conf=0.800 gap=0.720
[2026-05-12 13:29:15] #0631/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:29:27] #0632/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:29:36] #0633/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 13:29:52] #0634/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:30:01] #0635/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:30:11] #0636/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:30:20] #0637/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:30:29] #0638/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:31:20] #0640/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:31:30] #0641/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:31:49] #0643/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.802 conf=0.780 gap=0.680
[2026-05-12 13:31:59] #0644/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:32:39] #0647/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:33:44] #0650/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:33:51] #0651/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:33:59] #0652/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:34:11] #0653/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:34:44] #0655/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:34:48] #0656/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.261 conf=0.550 gap=0.350
[2026-05-12 13:35:11] #0658/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:35:23] #0659/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 13:35:38] #0660/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 13:35:48] #0661/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:35:58] #0662/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:36:27] #0663/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:36:39] #0664/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:36:48] #0665/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:37:20] #0667/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:37:32] #0668/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 13:37:43] #0669/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 13:37:54] #0670/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:38:04] #0671/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:38:15] #0672/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:39:13] #0673/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:40:17] #0676/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:40:27] #0677/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.473 conf=0.880 gap=0.810
[2026-05-12 13:40:58] #0679/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:41:19] #0680/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.897 conf=0.700 gap=0.500
[2026-05-12 13:41:26] #0681/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:41:40] #0682/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.426 conf=0.910 gap=0.880
[2026-05-12 13:42:43] #0686/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:42:54] #0687/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:43:03] #0688/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:29] #0689/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:43:38] #0690/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 13:43:46] #0691/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:59] #0692/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:44:12] #0693/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 13:44:24] #0694/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:44:47] #0695/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:44:57] #0696/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:45:17] #0697/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:45:30] #0698/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:45:43] #0699/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:45:46] #0700/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:46:35] #0702/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:46:45] #0703/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:47:05] #0704/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:48:57] #0708/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:49:09] #0709/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:49:59] #0711/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:50:12] #0712/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.444 conf=0.890 gap=0.810
[2026-05-12 13:50:20] #0713/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:50:23] #0714/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.859 conf=0.750 gap=0.650
[2026-05-12 13:51:22] #0715/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.704 conf=0.820 gap=0.740
[2026-05-12 13:51:32] #0716/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:52:39] #0719/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:52:51] #0720/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:53:19] #0721/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:53:52] #0723/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:54:20] #0724/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:54:31] #0725/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:54:45] #0726/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:54:58] #0727/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 13:55:06] #0728/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 13:55:53] #0730/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:56:24] #0732/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:56:53] #0733/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:57:03] #0734/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:57:29] #0735/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:57:33] #0736/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:57:42] #0737/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:58:13] #0738/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:58:25] #0739/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:59:00] #0741/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:59:04] #0742/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:59:19] #0743/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:00:11] #0746/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:00:42] #0748/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:02:52] #0754/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:03:49] #0757/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:04:56] #0760/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 14:05:32] #0762/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:05:43] #0763/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:05:53] #0764/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.337 conf=0.930 gap=0.900
[2026-05-12 14:06:37] #0765/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:07:48] #0768/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:08:43] #0770/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:09:01] #0771/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.379 conf=0.920 gap=0.890
[2026-05-12 14:09:10] #0772/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 14:10:40] #0775/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:11:12] #0776/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 14:11:23] #0777/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:13:09] #0781/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.379 conf=0.920 gap=0.890
[2026-05-12 14:13:23] #0782/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:13:33] #0783/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:13:44] #0784/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:14:11] #0785/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:14:40] #0787/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:14:49] #0788/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:16:03] #0791/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:16:30] #0792/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:16:44] #0793/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 14:16:54] #0794/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:17:04] #0795/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:17:46] #0797/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:18:19] #0799/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:18:48] #0800/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:18:57] #0801/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:19:21] #0802/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:19:33] #0803/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:19:49] #0804/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:20:23] #0806/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:20:35] #0807/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:20:45] #0808/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:21:12] #0809/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:21:32] #0811/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:21:42] #0812/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:22:37] #0815/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:22:50] #0816/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:23:16] #0817/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 14:23:26] #0818/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.345 conf=0.920 gap=0.860
[2026-05-12 14:23:35] #0819/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:23:49] #0820/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 14:23:58] #0821/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 14:24:24] #0822/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:24:38] #0823/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:25:14] #0825/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:26:18] #0828/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:27:40] #0831/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:29:13] #0835/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:29:24] #0836/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 14:29:35] #0837/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:29:38] #0838/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:30:58] #0842/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 14:31:03] #0843/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:31:12] #0844/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 14:31:23] #0845/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 14:31:33] #0846/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:31:43] #0847/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:32:51] #0850/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:33:42] #0853/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 14:33:56] #0854/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:34:06] #0855/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:34:39] #0857/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 14:34:42] #0858/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:34:53] #0859/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:35:18] #0861/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:35:54] #0863/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:36:00] #0864/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.586 conf=0.860 gap=0.810
[2026-05-12 14:36:47] #0866/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:36:59] #0867/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:37:10] #0868/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:38:13] #0871/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:38:16] #0872/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:39:11] #0874/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.667 conf=0.820 gap=0.720
[2026-05-12 14:39:21] #0875/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:39:30] #0876/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:39:58] #0877/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:40:09] #0878/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:40:43] #0880/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:41:10] #0881/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:41:22] #0882/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:41:59] #0884/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.577 conf=0.849 gap=0.749
[2026-05-12 14:42:12] #0885/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:42:31] #0887/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:43:04] #0888/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.647 conf=0.830 gap=0.730
[2026-05-12 14:43:20] #0889/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 14:43:38] #0890/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:43:48] #0891/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 14:43:58] #0892/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:44:08] #0893/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:44:30] #0894/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 14:44:39] #0895/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:44:48] #0896/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:46:14] #0900/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:46:46] #0901/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 14:46:57] #0902/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:48:08] #0905/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:49:02] #0908/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:49:39] #0909/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:49:52] #0910/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 14:50:29] #0912/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 14:50:40] #0913/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:51:00] #0914/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:51:13] #0915/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 14:52:37] #0919/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:52:48] #0920/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:53:27] #0922/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:53:38] #0923/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:54:29] #0926/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:54:39] #0927/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:54:49] #0928/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
