[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 16:16:05] #0726/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:17:22] #0729/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-11 16:20:29] #0734/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.159 | conf=0.350 | gap=0.200
[2026-05-11 16:20:43] #0735/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.733 | conf=0.500 | gap=0.438
[2026-05-11 16:22:55] #0739/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:23:43] #0741/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:24:02] #0742/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.501 | conf=0.550 | gap=0.350
[2026-05-11 16:26:00] #0746/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.245 | conf=0.933 | gap=0.867
[2026-05-11 16:26:22] #0747/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:26:35] #0748/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.931 | conf=0.800 | gap=0.770
[2026-05-11 16:26:51] #0749/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.622 | conf=0.400 | gap=0.050
[2026-05-11 16:27:07] #0750/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:27:22] #0751/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 16:27:38] #0752/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 16:28:30] #0754/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.741 | conf=0.850 | gap=0.820
[2026-05-11 16:28:49] #0755/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:29:29] #0756/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.175 | conf=0.350 | gap=0.200
[2026-05-11 16:29:43] #0757/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.505 | conf=0.600 | gap=0.550
[2026-05-11 16:30:14] #0758/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 16:31:19] #0760/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:31:37] #0761/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:34:11] #0766/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.492 | conf=0.648 | gap=0.556
[2026-05-11 16:34:24] #0767/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:34:40] #0768/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:36:51] #0772/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:37:36] #0773/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.515 | conf=0.789 | gap=0.579
[2026-05-11 16:37:54] #0774/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.447 | conf=0.904 | gap=0.872
[2026-05-11 16:38:31] #0775/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 16:38:52] #0776/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 16:39:25] #0777/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:41:22] #0781/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:44:16] #0786/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:44:33] #0787/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.538 | conf=0.550 | gap=0.450
[2026-05-11 16:47:34] #0791/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:48:38] #0793/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:49:34] #0795/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.245 | conf=0.933 | gap=0.867
[2026-05-11 16:50:02] #0796/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 16:50:51] #0798/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.820 | gap=0.800
[2026-05-11 16:51:40] #0800/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.520 | conf=0.650 | gap=0.600
[2026-05-11 16:52:02] #0801/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:53:26] #0804/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:54:50] #0806/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:55:14] #0807/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:55:42] #0808/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:57:18] #0810/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:58:08] #0812/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 16:58:27] #0813/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.991 | conf=0.780 | gap=0.730
[2026-05-11 16:58:55] #0814/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:59:18] #0815/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.202 | conf=0.958 | gap=0.937
[2026-05-11 17:00:13] #0817/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:00:58] #0818/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 17:02:04] #0820/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:02:21] #0821/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 17:02:36] #0822/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.305 | conf=0.667 | gap=0.611
[2026-05-11 17:03:31] #0824/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 17:04:47] #0826/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:06:00] #0828/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:09:53] #0829/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:18:03] #0826/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 17:18:48] #0828/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:19:38] #0830/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 17:19:57] #0831/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.932 | conf=0.450 | gap=0.300
[2026-05-11 17:20:48] #0833/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:21:52] #0835/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:24:23] #0840/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:25:59] #0843/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:27:32] #0846/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:28:20] #0847/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:29:04] #0849/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:30:09] #0851/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:31:55] #0855/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.315 | conf=0.924 | gap=0.870
[2026-05-11 17:33:36] #0858/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:34:00] #0859/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.164 | conf=0.400 | gap=0.350
[2026-05-11 17:34:36] #0860/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.486 | conf=0.660 | gap=0.566
[2026-05-11 17:35:23] #0862/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.372 | conf=0.924 | gap=0.902
[2026-05-11 17:35:37] #0863/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:36:45] #0866/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:36:58] #0867/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.235 | conf=0.957 | gap=0.947
[2026-05-11 17:37:15] #0868/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 17:38:00] #0869/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 17:38:15] #0870/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.157 | conf=0.750 | gap=0.700
[2026-05-11 17:38:51] #0871/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:40:08] #0873/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 17:44:55] #0882/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:46:44] #0885/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:48:04] #0888/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.747 | conf=0.550 | gap=0.450
[2026-05-11 17:48:40] #0889/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:49:28] #0891/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.435 | conf=0.686 | gap=0.637
[2026-05-11 17:52:02] #0896/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 17:54:08] #0900/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 17:54:40] #0901/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 17:54:56] #0902/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
