[2026-05-11 11:02:46] Class 3 (Talk-stand) 软标签生成开始
[2026-05-11 11:02:46]   QUICK=False LIMIT=50
[2026-05-11 11:02:46]   温度=0.8 (from api_config)
[2026-05-11 11:02:46]   本类: 6015窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:46]   实际生成: 6015 窗口
[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 13:34:49] #0359/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:35:18] #0360/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 13:35:18]   [360/6015] acc=186/360=51.7% filtered=327/360
[2026-05-11 13:35:36] #0361/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.872 | conf=0.765 | gap=0.706
[2026-05-11 13:36:00] #0362/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:36:27] #0363/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.374 | conf=0.644 | gap=0.495
[2026-05-11 13:36:53] #0364/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.510 | conf=0.667 | gap=0.619
[2026-05-11 13:37:06] #0365/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 13:37:19] #0366/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:37:29] #0367/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.923 | conf=0.804 | gap=0.775
[2026-05-11 13:37:56] #0368/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.357 | conf=0.650 | gap=0.570
[2026-05-11 13:38:09] #0369/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.292 | conf=0.667 | gap=0.611
[2026-05-11 13:38:21] #0370/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:38:47] #0371/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 13:39:41] #0372/06015 | true=Talk-stand(3) | pred=Walk-backwards(12) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:40:06] #0373/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:40:32] #0374/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:40:59] #0375/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.252 | conf=0.944 | gap=0.911
[2026-05-11 13:41:14] #0376/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:41:31] #0377/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 13:41:46] #0378/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:42:00] #0379/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.514 | conf=0.650 | gap=0.600
[2026-05-11 13:42:24] #0380/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:42:24]   [380/6015] acc=198/380=52.1% filtered=345/380
[2026-05-11 13:42:52] #0381/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:43:18] #0382/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 13:43:46] #0383/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.016 | conf=0.684 | gap=0.526
[2026-05-11 13:44:15] #0384/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:44:43] #0385/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:45:17] #0386/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.152 | conf=0.750 | gap=0.710
[2026-05-11 13:45:47] #0387/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 13:46:12] #0388/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:46:22] #0389/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:46:50] #0390/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:47:01] #0391/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.435 | conf=0.600 | gap=0.500
[2026-05-11 13:47:27] #0392/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 13:47:40] #0393/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:47:54] #0394/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:11] #0395/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:48:39] #0396/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:48:52] #0397/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 13:49:04] #0398/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.677 | conf=0.550 | gap=0.500
[2026-05-11 13:49:16] #0399/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:49:40] #0400/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:49:40]   [400/6015] acc=209/400=52.2% filtered=364/400
[2026-05-11 13:50:02] #0401/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 13:50:19] #0402/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.110 | conf=0.780 | gap=0.760
[2026-05-11 13:51:03] #0403/06015 | true=Talk-stand(3) | pred=Stair-down(16) | ✗ | ent=1.469 | conf=0.450 | gap=0.150
[2026-05-11 13:51:17] #0404/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:51:32] #0405/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.263 | conf=0.720 | gap=0.670
[2026-05-11 13:51:46] #0406/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:51:59] #0407/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:52:15] #0408/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 13:52:46] #0409/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:53:12] #0410/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:53:25] #0411/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:54:05] #0412/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 13:54:34] #0413/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:55:09] #0414/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:55:57] #0415/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.679 | conf=0.400 | gap=0.200
[2026-05-11 13:56:23] #0416/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:56:53] #0417/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.743 | conf=0.820 | gap=0.760
[2026-05-11 13:57:07] #0418/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.316 | conf=0.700 | gap=0.650
[2026-05-11 13:57:36] #0419/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 13:58:06] #0420/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:58:06]   [420/6015] acc=221/420=52.6% filtered=382/420
[2026-05-11 13:58:18] #0421/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.002 | conf=0.450 | gap=0.350
[2026-05-11 13:58:48] #0422/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.681 | conf=0.579 | gap=0.158
[2026-05-11 13:58:58] #0423/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:14] #0424/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.462 | conf=0.611 | gap=0.556
[2026-05-11 13:59:42] #0425/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.813 | conf=0.450 | gap=0.350
[2026-05-11 13:59:54] #0426/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:00:46] #0427/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.649 | conf=0.380 | gap=0.163
[2026-05-11 14:01:29] #0428/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=1.726 | conf=0.300 | gap=0.050
[2026-05-11 14:01:44] #0429/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:02:01] #0430/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 14:02:15] #0431/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.324 | conf=0.920 | gap=0.860
[2026-05-11 14:02:25] #0432/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:02:51] #0433/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 14:03:04] #0434/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:03:35] #0435/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 14:03:56] #0436/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.674 | conf=0.816 | gap=0.735
[2026-05-11 14:04:11] #0437/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.982 | conf=0.792 | gap=0.743
[2026-05-11 14:04:43] #0438/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:05:11] #0439/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-11 14:05:39] #0440/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:05:39]   [440/6015] acc=232/440=52.7% filtered=398/440
[2026-05-11 14:06:01] #0441/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 14:06:30] #0442/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.878 | conf=0.200 | gap=0.000
[2026-05-11 14:06:50] #0443/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 14:07:13] #0444/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:07:28] #0445/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:07:48] #0446/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:16] #0447/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:30] #0448/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.168 | conf=0.758 | gap=0.727
[2026-05-11 14:09:03] #0449/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:09:18] #0450/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:09:28] #0451/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:09:53] #0452/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:10:11] #0453/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:10:37] #0454/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.530 | conf=0.778 | gap=0.556
[2026-05-11 14:11:21] #0455/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.760 | conf=0.350 | gap=0.150
[2026-05-11 14:11:53] #0456/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:12:28] #0457/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 14:13:23] #0458/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.489 | conf=0.330 | gap=0.030
[2026-05-11 14:13:39] #0459/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.341 | conf=0.720 | gap=0.690
[2026-05-11 14:14:13] #0460/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 14:14:13]   [460/6015] acc=243/460=52.8% filtered=415/460
[2026-05-11 14:14:43] #0461/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:15:36] #0462/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:15:50] #0463/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:16:09] #0464/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.189 | conf=0.720 | gap=0.670
[2026-05-11 14:16:38] #0465/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:16:54] #0466/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:17:24] #0467/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:17:35] #0468/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:17:53] #0469/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.753 | conf=0.520 | gap=0.340
[2026-05-11 14:18:16] #0470/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.330 | conf=0.650 | gap=0.530
[2026-05-11 14:18:30] #0471/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.444 | conf=0.686 | gap=0.657
[2026-05-11 14:19:00] #0472/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:19:37] #0473/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:19:50] #0474/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.817 | conf=0.550 | gap=0.470
[2026-05-11 14:20:26] #0475/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.035 | conf=0.650 | gap=0.450
[2026-05-11 14:20:37] #0476/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.213 | conf=0.750 | gap=0.720
[2026-05-11 14:21:08] #0477/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 14:21:36] #0478/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:21:49] #0479/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:22:31] #0480/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:22:31]   [480/6015] acc=253/480=52.7% filtered=433/480
[2026-05-11 14:23:12] #0481/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.803 | conf=0.350 | gap=0.200
[2026-05-11 14:23:30] #0482/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.732 | conf=0.820 | gap=0.740
[2026-05-11 14:24:04] #0483/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.117 | conf=0.650 | gap=0.530
[2026-05-11 14:24:38] #0484/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.856 | conf=0.500 | gap=0.050
[2026-05-11 14:24:51] #0485/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:25:22] #0486/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.224 | conf=0.941 | gap=0.882
[2026-05-11 14:25:54] #0487/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:26:34] #0488/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-11 14:27:08] #0489/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.962 | conf=0.700 | gap=0.520
[2026-05-11 14:27:25] #0490/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:27:51] #0491/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:28:29] #0492/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 14:28:46] #0493/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:20] #0494/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.535 | conf=0.450 | gap=0.200
[2026-05-11 14:29:49] #0495/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:30:15] #0496/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:30:35] #0497/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:31:11] #0498/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:31:25] #0499/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 14:31:55] #0500/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:31:55]   [500/6015] acc=259/500=51.8% filtered=449/500
[2026-05-11 14:32:24] #0501/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.558 | conf=0.870 | gap=0.815
[2026-05-11 14:32:56] #0502/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 14:33:11] #0503/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:33:27] #0504/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:33:51] #0505/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 14:34:07] #0506/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.348 | conf=0.611 | gap=0.500
[2026-05-11 14:34:41] #0507/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.120 | conf=0.550 | gap=0.250
[2026-05-11 14:35:25] #0508/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:36:01] #0509/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 14:36:15] #0510/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 14:36:28] #0511/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.039 | conf=0.784 | gap=0.765
[2026-05-11 14:37:01] #0512/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:37:18] #0513/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 14:37:35] #0514/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.465 | conf=0.895 | gap=0.842
[2026-05-11 14:38:05] #0515/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:38:37] #0516/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:39:01] #0517/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:39:56] #0518/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=1.825 | conf=0.300 | gap=0.150
[2026-05-11 14:40:31] #0519/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=1.446 | conf=0.500 | gap=0.350
[2026-05-11 14:40:58] #0520/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:40:58]   [520/6015] acc=268/520=51.5% filtered=467/520
[2026-05-11 14:41:24] #0521/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:41:55] #0522/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:42:42] #0523/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 14:43:14] #0524/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-11 14:43:49] #0525/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:44:03] #0526/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:44:19] #0527/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.944 | conf=0.400 | gap=0.250
[2026-05-11 14:44:41] #0528/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:44:59] #0529/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 14:45:38] #0530/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:45:54] #0531/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:46:25] #0532/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:46:49] #0533/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:47:08] #0534/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:47:22] #0535/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:47:52] #0536/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:48:25] #0537/06015 | true=Talk-stand(3) | pred=Walk-backwards(12) | ✗ | ent=1.371 | conf=0.450 | gap=0.200
[2026-05-11 14:48:40] #0538/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
