[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 17:25:25] #0702/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.751 | conf=0.820 | gap=0.740
[2026-05-11 17:25:42] #0703/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:25:56] #0704/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:27:16] #0707/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:27:58] #0708/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 17:31:24] #0713/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 17:32:09] #0714/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:32:20] #0715/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 17:32:47] #0716/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 17:33:02] #0717/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.672 | conf=0.800 | gap=0.670
[2026-05-11 17:33:37] #0718/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:35:53] #0721/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 17:36:08] #0722/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:37:00] #0724/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 17:37:26] #0725/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:33] #0727/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:56] #0728/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 17:40:17] #0730/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 17:42:25] #0734/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:44:22] #0738/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:45:06] #0740/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:45:26] #0741/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 17:46:15] #0743/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:46:30] #0744/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:46:43] #0745/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:48:01] #0748/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:49:36] #0751/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:50:08] #0752/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:50:37] #0753/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:51:08] #0754/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 17:51:25] #0755/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:52:16] #0757/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 17:52:57] #0759/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:53:10] #0760/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:54:08] #0762/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.772 | conf=0.800 | gap=0.700
[2026-05-11 17:54:44] #0763/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:56:01] #0765/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:23:14] #0768/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 18:24:54] #0771/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-11 18:25:07] #0772/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:25:26] #0773/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:26:41] #0776/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:26:56] #0777/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:27:04] #0778/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:27:18] #0779/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 18:27:31] #0780/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:29:22] #0783/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 18:30:50] #0785/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:00] #0786/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:11] #0787/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:23] #0788/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:50] #0789/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:03] #0790/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:32:16] #0791/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:59] #0793/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:35:19] #0798/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:36:02] #0800/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.321 | conf=0.600 | gap=0.450
[2026-05-11 18:36:54] #0802/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:38:11] #0805/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:38:29] #0806/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:42:26] #0814/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:42:41] #0815/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:43:59] #0818/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:44:15] #0819/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:44:28] #0820/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 18:45:08] #0821/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 18:45:23] #0822/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 18:45:35] #0823/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 18:46:30] #0825/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:46:43] #0826/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:46:55] #0827/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:48:15] #0830/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 18:48:46] #0831/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 18:50:54] #0835/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:51:11] #0836/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.173 | conf=0.550 | gap=0.250
[2026-05-11 18:52:29] #0839/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 18:52:42] #0840/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.812 | conf=0.800 | gap=0.750
[2026-05-11 18:53:01] #0841/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:53:31] #0842/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 18:55:50] #0846/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:56:02] #0847/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:56:35] #0848/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:57:06] #0849/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:57:21] #0850/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:58:01] #0851/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:58:11] #0852/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:58:40] #0853/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:59:12] #0854/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:59:26] #0855/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:00:21] #0857/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:03:58] #0864/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:04:08] #0865/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:05:30] #0868/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:06:46] #0871/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-11 19:07:04] #0872/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 19:07:17] #0873/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:07:31] #0874/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:07:47] #0875/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:09:48] #0879/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:10:00] #0880/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:14:32] #0887/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:16:16] #0891/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:18:29] #0895/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:18:57] #0896/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:19:09] #0897/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:19:50] #0899/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:20:15] #0900/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:20:47] #0901/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:21:30] #0903/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 19:21:49] #0904/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 19:22:06] #0905/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:22:50] #0907/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:23:15] #0908/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 19:24:10] #0910/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 19:26:16] #0914/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:26:49] #0915/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:27:28] #0917/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.802 | conf=0.810 | gap=0.740
[2026-05-11 19:28:37] #0920/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 19:29:44] #0923/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:30:16] #0924/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:32:11] #0928/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:32:23] #0929/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:35:43] #0936/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:37:26] #0939/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:37:38] #0940/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 19:39:04] #0943/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:39:17] #0944/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:39:31] #0945/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.048 | conf=0.750 | gap=0.680
[2026-05-11 19:39:44] #0946/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:39:58] #0947/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 19:40:13] #0948/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:40:27] #0949/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.770
[2026-05-11 19:40:44] #0950/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:41:10] #0951/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:41:58] #0953/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 19:42:37] #0955/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:42:52] #0956/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:43:04] #0957/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 19:43:28] #0958/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 19:44:17] #0960/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:44:48] #0961/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:45:00] #0962/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:45:16] #0963/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:46:03] #0964/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:46:58] #0966/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:47:10] #0967/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 19:48:29] #0970/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:48:44] #0971/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:53:21] #0979/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:53:33] #0980/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 19:59:26] #0990/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:00:14] #0992/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-11 20:02:21] #0996/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:05:18] #1000/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:08:21] #1005/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:08:34] #1006/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.822 | conf=0.800 | gap=0.720
[2026-05-11 20:10:23] #1009/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:10:38] #1010/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 20:11:29] #1012/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 20:11:43] #1013/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:13:07] #1016/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:13:17] #1017/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:14:24] #1019/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 20:15:02] #1020/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.837 | conf=0.800 | gap=0.730
[2026-05-11 20:15:39] #1021/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 20:16:06] #1022/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:16:24] #1023/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:18:52] #1028/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:20:04] #1030/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:20:19] #1031/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:20:38] #1032/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:21:40] #1034/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:22:24] #1036/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 20:23:23] #1038/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 20:23:36] #1039/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:23:54] #1040/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 20:24:06] #1041/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.822 | conf=0.800 | gap=0.720
[2026-05-11 20:25:39] #1044/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:26:46] #1047/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 20:27:08] #1048/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.318 | conf=0.941 | gap=0.921
[2026-05-11 20:27:54] #1050/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.684 | conf=0.842 | gap=0.792
[2026-05-11 20:29:43] #1053/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:32:00] #1057/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 20:34:51] #1062/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 20:36:51] #1066/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.647 | conf=0.850 | gap=0.790
