[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 14:44:46] #0404/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:45:15] #0405/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:45:43] #0406/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 14:45:57] #0407/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 14:46:32] #0408/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:47:02] #0409/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.777 | conf=0.820 | gap=0.760
[2026-05-11 14:47:33] #0410/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:48:21] #0411/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:48:57] #0412/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:49:30] #0413/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:50:02] #0414/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:50:17] #0415/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:50:44] #0416/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:51:23] #0417/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:51:50] #0418/01454 | true=Table-tennis(17) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:52:24] #0419/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.600 | conf=0.850 | gap=0.790
[2026-05-11 14:52:48] #0420/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:53:56] #0422/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:54:13] #0423/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:54:47] #0424/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:55:04] #0425/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:55:58] #0427/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:56:11] #0428/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:56:50] #0429/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 14:57:05] #0430/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:57:43] #0431/01454 | true=Table-tennis(17) | pred=Walk-backwards(12) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:58:03] #0432/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:58:34] #0433/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:58:49] #0434/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.887 | conf=0.750 | gap=0.650
[2026-05-11 14:59:44] #0435/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 15:00:44] #0437/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:01:00] #0438/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:01:19] #0439/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:01:30] #0440/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:01:50] #0441/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:02:05] #0442/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-11 15:03:02] #0444/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:03:38] #0445/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 15:03:49] #0446/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:01] #0447/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:13] #0448/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:04:43] #0449/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:05:27] #0450/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:05:57] #0451/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 15:06:14] #0452/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:06:28] #0453/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:06:55] #0454/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.653 | conf=0.860 | gap=0.830
[2026-05-11 15:07:29] #0455/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:08:04] #0456/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 15:08:13] #0457/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:08:34] #0458/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:09:06] #0460/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.651 | conf=0.850 | gap=0.780
[2026-05-11 15:09:18] #0461/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:10:01] #0462/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 15:10:36] #0463/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.201 | conf=0.600 | gap=0.450
[2026-05-11 15:11:02] #0464/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:11:59] #0465/01454 | true=Table-tennis(17) | pred=Walk-backwards(12) | ✗ | ent=1.029 | conf=0.550 | gap=0.200
[2026-05-11 15:12:53] #0466/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:13:24] #0467/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:14:01] #0468/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.518 | conf=0.891 | gap=0.851
[2026-05-11 15:14:36] #0469/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:15:44] #0470/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 15:16:23] #0471/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.088 | conf=0.700 | gap=0.600
[2026-05-11 15:16:47] #0472/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:17:01] #0473/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:17:31] #0474/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:44] #0476/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:19:12] #0477/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:19:45] #0478/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:20:55] #0480/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:21:08] #0481/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:21:46] #0482/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.198 | conf=0.650 | gap=0.550
[2026-05-11 15:21:58] #0483/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.279 | conf=0.952 | gap=0.944
[2026-05-11 15:23:25] #0485/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-11 15:24:35] #0486/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:24:51] #0487/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:25:05] #0488/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:25:21] #0489/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:25:56] #0490/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:26:28] #0491/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:27:28] #0492/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:28:18] #0493/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:28:34] #0494/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:28:48] #0495/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:29:24] #0496/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 15:29:43] #0497/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 15:30:03] #0498/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:30:19] #0499/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:52] #0502/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:32:20] #0503/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 15:32:35] #0504/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:33:12] #0505/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:33:42] #0506/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 15:34:11] #0507/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 15:34:37] #0508/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:34:55] #0509/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:35:32] #0510/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 15:35:50] #0511/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:36:08] #0512/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:37:00] #0513/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:38:15] #0515/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 15:39:31] #0516/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-11 15:40:14] #0517/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:40:44] #0518/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 15:42:17] #0520/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:42:48] #0521/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:43:03] #0522/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 15:43:48] #0523/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:44:25] #0524/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 15:44:40] #0525/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:45:29] #0526/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:46:05] #0527/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:46:41] #0528/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:47:28] #0529/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:48:09] #0530/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:48:25] #0531/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.822 | conf=0.800 | gap=0.720
[2026-05-11 15:48:55] #0532/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 15:49:25] #0533/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:49:59] #0534/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:50:38] #0535/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.951 | conf=0.750 | gap=0.670
[2026-05-11 15:51:00] #0536/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:51:15] #0537/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:51:51] #0538/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:52:30] #0539/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:52:47] #0540/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.859 | conf=0.750 | gap=0.620
[2026-05-11 15:53:20] #0541/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.304 | conf=0.929 | gap=0.889
[2026-05-11 15:53:50] #0542/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:54:01] #0543/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 15:54:26] #0544/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:54:55] #0545/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:55:29] #0546/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 15:55:59] #0547/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 15:56:30] #0548/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:57:11] #0549/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:57:26] #0550/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.898 | conf=0.800 | gap=0.750
[2026-05-11 15:57:43] #0551/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:58:25] #0552/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.411 | conf=0.907 | gap=0.876
[2026-05-11 15:59:00] #0553/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 15:59:34] #0554/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:00:11] #0555/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:00:34] #0556/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:01:40] #0558/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:01:56] #0559/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.767 | conf=0.820 | gap=0.750
[2026-05-11 16:02:59] #0560/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:03:23] #0561/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:03:49] #0562/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:04:06] #0563/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:04:39] #0564/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.701 | conf=0.820 | gap=0.740
[2026-05-11 16:05:04] #0565/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:05:45] #0566/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 16:06:02] #0567/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 16:06:44] #0568/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:06:59] #0569/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:07:50] #0570/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:08:58] #0571/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.085 | conf=0.650 | gap=0.450
[2026-05-11 16:09:37] #0572/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:10:08] #0573/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.495 | conf=0.900 | gap=0.870
[2026-05-11 16:10:40] #0574/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.716 | conf=0.830 | gap=0.780
[2026-05-11 16:11:11] #0575/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 16:11:22] #0576/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:11:56] #0577/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 16:12:11] #0578/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:12:54] #0579/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:13:10] #0580/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.660 | conf=0.850 | gap=0.800
[2026-05-11 16:13:44] #0581/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:14:17] #0582/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:14:48] #0583/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:15:14] #0584/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:15:25] #0585/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:15:39] #0586/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:16:10] #0587/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:16:25] #0588/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:16:42] #0589/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:16:51] #0590/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:17:47] #0592/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:18:06] #0593/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:19:47] #0595/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:20:45] #0597/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:21:14] #0598/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.142 | conf=0.650 | gap=0.500
[2026-05-11 16:21:44] #0599/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 16:22:15] #0600/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:23:13] #0601/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:23:54] #0602/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:24:29] #0603/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:24:46] #0604/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.802 | conf=0.810 | gap=0.740
[2026-05-11 16:25:19] #0605/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:25:45] #0606/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.233 | conf=0.950 | gap=0.925
