[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 00:52:19] #0606/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 00:52:39] #0607/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:52:47] #0608/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:52:57] #0609/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-12 00:53:10] #0610/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:53:22] #0611/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 00:53:45] #0612/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:53:55] #0613/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-12 00:54:39] #0616/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:56:20] #0621/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.161 conf=0.650 gap=0.500
[2026-05-12 00:56:50] #0622/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:57:01] #0624/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:57:06] #0625/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 00:57:16] #0626/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 00:58:04] #0629/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 00:58:19] #0630/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:58:28] #0631/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.632 conf=0.400 gap=0.200
[2026-05-12 00:58:33] #0632/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 00:58:53] #0633/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:58:56] #0634/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:59:00] #0635/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:59:03] #0636/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.318 conf=0.400 gap=0.050
[2026-05-12 01:00:03] #0638/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.288 conf=0.450 gap=0.070
[2026-05-12 01:00:12] #0639/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:00:45] #0641/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 01:00:54] #0642/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:01:12] #0643/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:01:16] #0644/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.354 conf=0.450 gap=0.100
[2026-05-12 01:01:27] #0645/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.099 conf=0.450 gap=0.000
[2026-05-12 01:01:39] #0646/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.197 conf=0.650 gap=0.500
[2026-05-12 01:01:57] #0648/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:02:25] #0649/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 01:03:08] #0650/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:03:37] #0651/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.222 conf=0.650 gap=0.530
[2026-05-12 01:04:03] #0652/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 01:04:12] #0653/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:04:37] #0654/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:04:56] #0656/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 01:05:03] #0657/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.495 conf=0.850 gap=0.720
[2026-05-12 01:05:16] #0658/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.809 conf=0.800 gap=0.700
[2026-05-12 01:05:30] #0659/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.385 conf=0.400 gap=0.000
[2026-05-12 01:05:44] #0660/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.359 conf=0.420 gap=0.040
[2026-05-12 01:06:12] #0662/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:06:42] #0663/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:06:46] #0664/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:07:46] #0665/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.075 conf=0.700 gap=0.550
[2026-05-12 01:08:35] #0667/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:08:40] #0668/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.242 conf=0.450 gap=0.100
[2026-05-12 01:08:44] #0669/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:08:48] #0670/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:08:51] #0671/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.305 conf=0.350 gap=0.050
[2026-05-12 01:09:18] #0672/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:09:22] #0673/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:10:46] #0674/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 01:10:57] #0675/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.366 conf=0.300 gap=0.000
[2026-05-12 01:11:17] #0676/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:12:20] #0678/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 01:12:26] #0679/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.596 conf=0.350 gap=0.050
[2026-05-12 01:12:33] #0680/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.032 conf=0.750 gap=0.700
[2026-05-12 01:13:06] #0681/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:13:10] #0682/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:13:13] #0683/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.462 conf=0.400 gap=0.100
[2026-05-12 01:13:21] #0684/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 01:13:26] #0685/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 01:13:30] #0686/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.399 conf=0.350 gap=0.000
[2026-05-12 01:13:58] #0687/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-12 01:14:35] #0689/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:14:57] #0690/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:15:00] #0691/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 01:15:54] #0693/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:16:11] #0694/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.107 conf=0.700 gap=0.600
[2026-05-12 01:16:40] #0695/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 01:16:50] #0696/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.906 conf=0.470 gap=0.000
[2026-05-12 01:17:56] #0697/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.231 conf=0.650 gap=0.500
[2026-05-12 01:19:13] #0699/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 01:19:26] #0700/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:19:31] #0701/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.238 conf=0.500 gap=0.200
[2026-05-12 01:19:34] #0702/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 01:19:44] #0704/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:20:05] #0705/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:20:17] #0706/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 01:20:28] #0707/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:21:33] #0709/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.145 conf=0.650 gap=0.470
[2026-05-12 01:21:47] #0710/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.972 conf=0.471 gap=0.059
[2026-05-12 01:22:00] #0711/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.262 conf=0.450 gap=0.050
[2026-05-12 01:22:30] #0712/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.776 conf=0.820 gap=0.760
[2026-05-12 01:22:37] #0713/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:22:45] #0714/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:23:52] #0716/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:24:54] #0717/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 01:25:21] #0718/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:25:28] #0719/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:25:38] #0720/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 01:26:03] #0722/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:27:04] #0723/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.184 conf=0.520 gap=0.170
[2026-05-12 01:27:22] #0724/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-12 01:27:26] #0725/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:27:52] #0726/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:27:58] #0727/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:28:02] #0728/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:28:09] #0729/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:28:27] #0731/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:28:35] #0732/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:28:46] #0733/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-12 01:30:05] #0738/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:30:25] #0740/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.226 conf=0.550 gap=0.250
[2026-05-12 01:30:54] #0741/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:31:18] #0742/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:31:40] #0744/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:31:44] #0745/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:32:15] #0746/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-12 01:32:58] #0748/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 01:33:02] #0749/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:34:07] #0752/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.128 conf=0.626 gap=0.404
[2026-05-12 01:35:51] #0756/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:36:57] #0759/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:37:11] #0760/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.379 conf=0.450 gap=0.100
[2026-05-12 01:37:36] #0761/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:37:42] #0762/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:38:18] #0763/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:38:26] #0764/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 01:39:03] #0765/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.013 conf=0.474 gap=0.105
[2026-05-12 01:39:37] #0767/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:40:12] #0769/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.169 conf=0.650 gap=0.470
[2026-05-12 01:41:07] #0770/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:41:39] #0771/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.873 conf=0.750 gap=0.600
[2026-05-12 01:41:53] #0772/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.492 conf=0.357 gap=0.000
[2026-05-12 01:42:15] #0773/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:42:45] #0774/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.192 conf=0.650 gap=0.500
[2026-05-12 01:42:56] #0775/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 01:43:17] #0776/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.406 conf=0.400 gap=0.020
[2026-05-12 01:43:30] #0777/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:44:23] #0778/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.709 conf=0.300 gap=0.050
[2026-05-12 01:44:31] #0779/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.883 conf=0.780 gap=0.680
[2026-05-12 01:44:54] #0780/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:45:00] #0781/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 01:45:24] #0783/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.910 conf=0.620 gap=0.300
[2026-05-12 01:45:27] #0784/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:45:54] #0786/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 01:46:46] #0788/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:48:06] #0790/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:48:18] #0791/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.992 conf=0.720 gap=0.570
[2026-05-12 01:48:39] #0793/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:48:45] #0794/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.529 conf=0.400 gap=0.100
[2026-05-12 01:49:27] #0796/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 01:49:31] #0797/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:49:59] #0798/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.007 conf=0.720 gap=0.570
[2026-05-12 01:50:51] #0799/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:50:54] #0800/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.497 conf=0.400 gap=0.050
[2026-05-12 01:51:30] #0801/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 01:51:57] #0802/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:52:27] #0803/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:53:33] #0807/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 01:53:46] #0808/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:53:49] #0809/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.071 conf=0.450 gap=0.000
[2026-05-12 01:53:53] #0810/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.268 conf=0.450 gap=0.050
[2026-05-12 01:53:57] #0811/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:54:01] #0812/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 01:54:09] #0813/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:54:28] #0815/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:54:41] #0816/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 01:55:06] #0817/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.349 conf=0.636 gap=0.545
[2026-05-12 01:55:27] #0818/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 01:55:33] #0819/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:55:47] #0820/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 01:57:45] #0822/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.763 conf=0.300 gap=0.020
[2026-05-12 01:57:48] #0823/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:58:16] #0824/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 02:00:54] #0828/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 02:01:03] #0829/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 02:01:06] #0830/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 02:01:15] #0831/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 02:01:37] #0832/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 02:02:15] #0833/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.077 conf=0.650 gap=0.420
[2026-05-12 02:02:25] #0834/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.503 conf=0.380 gap=0.030
[2026-05-12 02:03:03] #0835/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 02:04:12] #0837/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
