[2026-05-11 21:51:39] HARTH class 3 (stairs_up) T=0.8
[2026-05-11 21:51:39]   837 windows
[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-11 23:44:52] #0421/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.379 conf=0.450 gap=0.100
[2026-05-11 23:45:01] #0422/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:45:04] #0423/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:45:27] #0424/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 23:46:02] #0425/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:46:34] #0426/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-11 23:46:37] #0427/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-11 23:47:08] #0428/00837 | true=stairs_up | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-11 23:47:24] #0429/00837 | true=stairs_up | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-11 23:47:30] #0430/00837 | true=stairs_up | pred=walk | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-11 23:47:40] #0431/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-11 23:47:44] #0432/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.617 conf=0.300 gap=0.000
[2026-05-11 23:48:13] #0433/00837 | true=stairs_up | pred=sit | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:48:19] #0434/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.307 conf=0.550 gap=0.350
[2026-05-11 23:48:41] #0435/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 23:49:06] #0436/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:49:11] #0437/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.167 conf=0.400 gap=0.000
[2026-05-11 23:49:21] #0438/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.481 conf=0.400 gap=0.050
[2026-05-11 23:49:41] #0439/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.745 conf=0.820 gap=0.740
[2026-05-11 23:51:11] #0440/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-11 23:51:11]   [440/837] acc=72% filt=310
[2026-05-11 23:51:20] #0441/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-11 23:51:57] #0442/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-11 23:52:25] #0443/00837 | true=stairs_up | pred=walk | ✗ | ent=1.216 conf=0.650 gap=0.500
[2026-05-11 23:52:53] #0444/00837 | true=stairs_up | pred=walk | ✗ | ent=0.650 conf=0.850 gap=0.800
[2026-05-11 23:52:57] #0445/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:52:59] #0446/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:53:25] #0447/00837 | true=stairs_up | pred=lying | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-11 23:53:36] #0448/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.400 conf=0.450 gap=0.150
[2026-05-11 23:53:48] #0449/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.156 conf=0.556 gap=0.253
[2026-05-11 23:53:56] #0450/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-11 23:55:19] #0451/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-11 23:55:22] #0452/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.426 conf=0.450 gap=0.170
[2026-05-11 23:55:47] #0453/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-11 23:57:13] #0454/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.715 conf=0.820 gap=0.720
[2026-05-11 23:57:19] #0455/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.754 conf=0.750 gap=0.550
[2026-05-11 23:57:46] #0456/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-11 23:57:49] #0457/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-11 23:58:06] #0458/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-11 23:58:10] #0459/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.564 conf=0.350 gap=0.000
[2026-05-11 23:58:47] #0460/00837 | true=stairs_up | pred=lying | ✗ | ent=1.389 conf=0.550 gap=0.350
[2026-05-11 23:58:47]   [460/837] acc=72% filt=323
[2026-05-11 23:59:09] #0461/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.552 conf=0.880 gap=0.830
[2026-05-11 23:59:50] #0462/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:00:02] #0463/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:00:14] #0464/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 00:00:26] #0465/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 00:00:58] #0466/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:01:02] #0467/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-12 00:01:27] #0468/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.998 conf=0.720 gap=0.570
[2026-05-12 00:01:56] #0469/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 00:02:07] #0470/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.759 conf=0.780 gap=0.630
[2026-05-12 00:02:15] #0471/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.176 conf=0.650 gap=0.500
[2026-05-12 00:02:19] #0472/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.228 conf=0.450 gap=0.050
[2026-05-12 00:02:23] #0473/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.221 conf=0.550 gap=0.250
[2026-05-12 00:03:22] #0474/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.591 conf=0.300 gap=0.000
[2026-05-12 00:03:25] #0475/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:03:49] #0476/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 00:04:01] #0477/00837 | true=stairs_up | pred=lying | ✗ | ent=1.709 conf=0.250 gap=0.050
[2026-05-12 00:04:04] #0478/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.522 conf=0.300 gap=0.000
[2026-05-12 00:04:51] #0479/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:05:21] #0480/00837 | true=stairs_up | pred=walk | ✗ | ent=1.071 conf=0.720 gap=0.640
[2026-05-12 00:05:21]   [480/837] acc=72% filt=338
[2026-05-12 00:05:24] #0481/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:06:35] #0482/00837 | true=stairs_up | pred=walk | ✗ | ent=1.728 conf=0.350 gap=0.100
[2026-05-12 00:07:02] #0483/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.167 conf=0.400 gap=0.000
[2026-05-12 00:07:40] #0484/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.107 conf=0.700 gap=0.600
[2026-05-12 00:08:50] #0485/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.221 conf=0.550 gap=0.250
[2026-05-12 00:09:18] #0486/00837 | true=stairs_up | pred=walk | ✗ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 00:09:33] #0487/00837 | true=stairs_up | pred=walk | ✗ | ent=0.752 conf=0.820 gap=0.740
[2026-05-12 00:09:44] #0488/00837 | true=stairs_up | pred=walk | ✗ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 00:09:57] #0489/00837 | true=stairs_up | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 00:10:35] #0490/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:10:48] #0491/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:10:52] #0492/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:11:01] #0493/00837 | true=stairs_up | pred=lying | ✗ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 00:12:11] #0494/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:12:58] #0495/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 00:13:09] #0496/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.169 conf=0.600 gap=0.350
[2026-05-12 00:13:14] #0497/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.332 conf=0.400 gap=0.000
[2026-05-12 00:13:29] #0498/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:13:37] #0499/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:14:05] #0500/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:14:05]   [500/837] acc=71% filt=353
[2026-05-12 00:14:29] #0501/00837 | true=stairs_up | pred=walk | ✗ | ent=1.390 conf=0.350 gap=0.000
[2026-05-12 00:16:11] #0502/00837 | true=stairs_up | pred=walk | ✗ | ent=1.321 conf=0.550 gap=0.350
[2026-05-12 00:16:14] #0503/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:16:38] #0504/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 00:17:17] #0505/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.624 conf=0.250 gap=0.000
[2026-05-12 00:17:26] #0506/00837 | true=stairs_up | pred=walk | ✗ | ent=0.940 conf=0.750 gap=0.670
[2026-05-12 00:17:29] #0507/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 00:17:39] #0508/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.085 conf=0.450 gap=0.000
[2026-05-12 00:17:58] #0509/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 00:18:20] #0510/00837 | true=stairs_up | pred=walk | ✗ | ent=1.527 conf=0.450 gap=0.250
[2026-05-12 00:18:34] #0511/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 00:18:49] #0512/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.342 conf=0.550 gap=0.300
[2026-05-12 00:20:24] #0513/00837 | true=stairs_up | pred=walk | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 00:20:58] #0514/00837 | true=stairs_up | pred=walk | ✗ | ent=1.482 conf=0.550 gap=0.420
[2026-05-12 00:21:10] #0515/00837 | true=stairs_up | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-12 00:21:20] #0516/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 00:21:24] #0517/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 00:22:26] #0518/00837 | true=stairs_up | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:22:29] #0519/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:22:45] #0520/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 00:22:45]   [520/837] acc=71% filt=368
[2026-05-12 00:23:35] #0521/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 00:24:27] #0522/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:24:39] #0523/00837 | true=stairs_up | pred=walk | ✗ | ent=1.211 conf=0.650 gap=0.500
[2026-05-12 00:24:42] #0524/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.052 conf=0.450 gap=0.000
[2026-05-12 00:25:46] #0525/00837 | true=stairs_up | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 00:26:50] #0526/00837 | true=stairs_up | pred=lying | ✗ | ent=1.852 conf=0.290 gap=0.090
[2026-05-12 00:27:49] #0527/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 00:28:54] #0528/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:29:14] #0529/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 00:29:32] #0530/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.893 conf=0.680 gap=0.480
[2026-05-12 00:29:40] #0531/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:29:51] #0532/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.735 conf=0.670 gap=0.370
[2026-05-12 00:30:08] #0533/00837 | true=stairs_up | pred=stand | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 00:30:21] #0534/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:30:26] #0535/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 00:30:57] #0536/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.175 conf=0.600 gap=0.350
[2026-05-12 00:31:07] #0537/00837 | true=stairs_up | pred=walk | ✗ | ent=0.789 conf=0.820 gap=0.770
[2026-05-12 00:31:12] #0538/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 00:31:29] #0539/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 00:31:55] #0540/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.919 conf=0.550 gap=0.150
[2026-05-12 00:31:55]   [540/837] acc=70% filt=383
[2026-05-12 00:31:58] #0541/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:32:05] #0542/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:32:26] #0543/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.405 conf=0.480 gap=0.180
[2026-05-12 00:32:56] #0544/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 00:32:59] #0545/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 00:33:19] #0546/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:33:23] #0547/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:33:42] #0548/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.134 conf=0.450 gap=0.020
[2026-05-12 00:34:09] #0549/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 00:34:12] #0550/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:34:15] #0551/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.617 conf=0.300 gap=0.000
[2026-05-12 00:34:20] #0552/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 00:34:46] #0553/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 00:34:57] #0554/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 00:35:19] #0555/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:35:49] #0556/00837 | true=stairs_up | pred=walk | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 00:36:16] #0557/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 00:36:19] #0558/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 00:36:36] #0559/00837 | true=stairs_up | pred=walk | ✗ | ent=0.959 conf=0.750 gap=0.670
[2026-05-12 00:37:28] #0560/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:37:28]   [560/837] acc=71% filt=396
[2026-05-12 00:37:31] #0561/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:37:44] #0562/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 00:38:37] #0563/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:39:13] #0564/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 00:39:17] #0565/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.979 conf=0.470 gap=0.010
[2026-05-12 00:39:46] #0566/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.507 conf=0.450 gap=0.200
[2026-05-12 00:40:01] #0567/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.657 conf=0.300 gap=0.050
[2026-05-12 00:40:21] #0568/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.168 conf=0.500 gap=0.200
[2026-05-12 00:40:30] #0569/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 00:40:44] #0570/00837 | true=stairs_up | pred=walk | ✗ | ent=0.747 conf=0.820 gap=0.750
[2026-05-12 00:41:00] #0571/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 00:41:47] #0572/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:42:22] #0573/00837 | true=stairs_up | pred=walk | ✗ | ent=0.974 conf=0.750 gap=0.670
[2026-05-12 00:42:52] #0574/00837 | true=stairs_up | pred=walk | ✗ | ent=0.847 conf=0.780 gap=0.700
[2026-05-12 00:43:08] #0575/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 00:44:08] #0576/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.308 conf=0.550 gap=0.300
[2026-05-12 00:44:36] #0577/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.415 conf=0.550 gap=0.400
[2026-05-12 00:44:42] #0578/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 00:45:02] #0579/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 00:45:14] #0580/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.214 conf=0.650 gap=0.500
[2026-05-12 00:45:14]   [580/837] acc=71% filt=411
[2026-05-12 00:45:28] #0581/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.042 conf=0.700 gap=0.550
[2026-05-12 00:45:34] #0582/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.748 conf=0.350 gap=0.100
[2026-05-12 00:45:47] #0583/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:46:03] #0584/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:46:07] #0585/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:46:18] #0586/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.337 conf=0.420 gap=0.040
[2026-05-12 00:46:30] #0587/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.749 conf=0.720 gap=0.480
[2026-05-12 00:46:39] #0588/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.520 gap=0.120
[2026-05-12 00:46:58] #0589/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 00:47:37] #0590/00837 | true=stairs_up | pred=walk | ✗ | ent=0.888 conf=0.750 gap=0.600
[2026-05-12 00:47:57] #0591/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 00:48:13] #0592/00837 | true=stairs_up | pred=walk | ✗ | ent=1.096 conf=0.700 gap=0.600
[2026-05-12 00:48:43] #0593/00837 | true=stairs_up | pred=walk | ✗ | ent=1.011 conf=0.750 gap=0.690
[2026-05-12 00:48:58] #0594/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.627 conf=0.350 gap=0.050
[2026-05-12 00:49:04] #0595/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:49:17] #0596/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 00:49:36] #0597/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:49:41] #0598/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.414 conf=0.400 gap=0.050
[2026-05-12 00:49:46] #0599/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:49:52] #0600/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 00:49:52]   [600/837] acc=71% filt=425
[2026-05-12 00:50:20] #0601/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.354 conf=0.550 gap=0.350
[2026-05-12 00:50:48] #0602/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-12 00:50:59] #0603/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.399 conf=0.350 gap=0.000
[2026-05-12 00:51:21] #0604/00837 | true=stairs_up | pred=walk | ✗ | ent=1.211 conf=0.650 gap=0.500
[2026-05-12 00:51:49] #0605/00837 | true=stairs_up | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 00:52:19] #0606/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 00:52:39] #0607/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:52:47] #0608/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:52:57] #0609/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-12 00:53:10] #0610/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:53:22] #0611/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 00:53:45] #0612/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:53:55] #0613/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.263 conf=0.400 gap=0.000
[2026-05-12 00:54:12] #0614/00837 | true=stairs_up | pred=lying | ✗ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 00:54:30] #0615/00837 | true=stairs_up | pred=walk | ✗ | ent=0.680 conf=0.820 gap=0.700
[2026-05-12 00:54:39] #0616/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:54:52] #0617/00837 | true=stairs_up | pred=walk | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 00:55:26] #0618/00837 | true=stairs_up | pred=walk | ✗ | ent=1.661 conf=0.300 gap=0.050
[2026-05-12 00:55:51] #0619/00837 | true=stairs_up | pred=walk | ✗ | ent=0.507 conf=0.900 gap=0.880
[2026-05-12 00:56:05] #0620/00837 | true=stairs_up | pred=walk | ✗ | ent=0.482 conf=0.900 gap=0.860
[2026-05-12 00:56:05]   [620/837] acc=70% filt=438
[2026-05-12 00:56:20] #0621/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.161 conf=0.650 gap=0.500
[2026-05-12 00:56:50] #0622/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:56:57] #0623/00837 | true=stairs_up | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:57:01] #0624/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:57:06] #0625/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 00:57:16] #0626/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 00:57:22] #0627/00837 | true=stairs_up | pred=walk | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:57:58] #0628/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 00:58:04] #0629/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 00:58:19] #0630/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:58:28] #0631/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.632 conf=0.400 gap=0.200
