[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 00:54:39] #0616/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:54:52] #0617/00837 | true=stairs_up | pred=walk | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 00:55:51] #0619/00837 | true=stairs_up | pred=walk | ✗ | ent=0.507 conf=0.900 gap=0.880
[2026-05-12 00:56:05] #0620/00837 | true=stairs_up | pred=walk | ✗ | ent=0.482 conf=0.900 gap=0.860
[2026-05-12 00:56:20] #0621/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.161 conf=0.650 gap=0.500
[2026-05-12 00:56:50] #0622/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:56:57] #0623/00837 | true=stairs_up | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:57:01] #0624/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:57:06] #0625/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 00:57:22] #0627/00837 | true=stairs_up | pred=walk | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:57:58] #0628/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 00:58:04] #0629/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 00:58:19] #0630/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:58:56] #0634/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:59:52] #0637/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.165 conf=0.550 gap=0.250
[2026-05-12 01:00:30] #0640/00837 | true=stairs_up | pred=walk | ✗ | ent=0.945 conf=0.750 gap=0.670
[2026-05-12 01:00:45] #0641/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 01:00:54] #0642/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:01:12] #0643/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:01:39] #0646/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.197 conf=0.650 gap=0.500
[2026-05-12 01:01:53] #0647/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:02:25] #0649/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 01:03:08] #0650/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:03:37] #0651/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.222 conf=0.650 gap=0.530
[2026-05-12 01:04:03] #0652/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 01:04:12] #0653/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:04:37] #0654/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:04:46] #0655/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:05:03] #0657/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.495 conf=0.850 gap=0.720
[2026-05-12 01:05:16] #0658/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.809 conf=0.800 gap=0.700
[2026-05-12 01:06:42] #0663/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:06:46] #0664/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:07:46] #0665/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.075 conf=0.700 gap=0.550
[2026-05-12 01:08:23] #0666/00837 | true=stairs_up | pred=lying | ✗ | ent=1.329 conf=0.650 gap=0.600
[2026-05-12 01:08:35] #0667/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:08:44] #0669/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:09:18] #0672/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:09:22] #0673/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:10:46] #0674/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 01:11:17] #0676/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:11:38] #0677/00837 | true=stairs_up | pred=walk | ✗ | ent=1.090 conf=0.732 gap=0.683
[2026-05-12 01:12:20] #0678/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 01:12:33] #0680/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.032 conf=0.750 gap=0.700
[2026-05-12 01:13:06] #0681/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:13:10] #0682/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:13:21] #0684/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 01:13:58] #0687/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-12 01:14:35] #0689/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:14:57] #0690/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:15:22] #0692/00837 | true=stairs_up | pred=walk | ✗ | ent=0.763 conf=0.820 gap=0.760
[2026-05-12 01:15:54] #0693/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:16:11] #0694/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.107 conf=0.700 gap=0.600
[2026-05-12 01:16:40] #0695/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 01:17:56] #0697/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.231 conf=0.650 gap=0.500
[2026-05-12 01:19:13] #0699/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 01:19:26] #0700/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:19:40] #0703/00837 | true=stairs_up | pred=walk | ✗ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 01:19:44] #0704/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:20:05] #0705/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:20:17] #0706/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 01:21:33] #0709/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.145 conf=0.650 gap=0.470
[2026-05-12 01:22:30] #0712/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.776 conf=0.820 gap=0.760
[2026-05-12 01:22:45] #0714/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:23:45] #0715/00837 | true=stairs_up | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.790
[2026-05-12 01:23:52] #0716/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:24:54] #0717/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 01:25:21] #0718/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:25:38] #0720/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 01:25:45] #0721/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 01:26:03] #0722/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:27:04] #0723/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.184 conf=0.520 gap=0.170
[2026-05-12 01:27:22] #0724/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-12 01:27:26] #0725/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:27:52] #0726/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:27:58] #0727/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:28:09] #0729/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:28:18] #0730/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:28:27] #0731/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:28:46] #0733/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-12 01:29:03] #0734/00837 | true=stairs_up | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:29:22] #0735/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 01:29:48] #0736/00837 | true=stairs_up | pred=walk | ✗ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 01:30:05] #0738/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:30:12] #0739/00837 | true=stairs_up | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-12 01:30:25] #0740/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.226 conf=0.550 gap=0.250
[2026-05-12 01:30:54] #0741/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:31:18] #0742/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:32:15] #0746/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-12 01:32:30] #0747/00837 | true=stairs_up | pred=stand | ✗ | ent=0.852 conf=0.760 gap=0.610
[2026-05-12 01:32:58] #0748/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 01:33:31] #0750/00837 | true=stairs_up | pred=walk | ✗ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 01:33:55] #0751/00837 | true=stairs_up | pred=walk | ✗ | ent=0.929 conf=0.750 gap=0.670
[2026-05-12 01:34:07] #0752/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.128 conf=0.626 gap=0.404
[2026-05-12 01:34:20] #0753/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:35:46] #0755/00837 | true=stairs_up | pred=stand | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 01:35:51] #0756/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:36:05] #0757/00837 | true=stairs_up | pred=walk | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:36:31] #0758/00837 | true=stairs_up | pred=walk | ✗ | ent=1.336 conf=0.550 gap=0.300
[2026-05-12 01:36:57] #0759/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:37:36] #0761/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:38:18] #0763/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:38:26] #0764/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 01:39:34] #0766/00837 | true=stairs_up | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 01:40:12] #0769/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.169 conf=0.650 gap=0.470
[2026-05-12 01:41:07] #0770/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:41:39] #0771/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.873 conf=0.750 gap=0.600
[2026-05-12 01:42:15] #0773/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:42:45] #0774/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.192 conf=0.650 gap=0.500
[2026-05-12 01:43:30] #0777/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:44:31] #0779/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.883 conf=0.780 gap=0.680
[2026-05-12 01:45:00] #0781/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 01:45:24] #0783/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.910 conf=0.620 gap=0.300
[2026-05-12 01:45:27] #0784/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:45:54] #0786/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 01:46:46] #0788/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:47:04] #0789/00837 | true=stairs_up | pred=walk | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 01:48:18] #0791/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.992 conf=0.720 gap=0.570
[2026-05-12 01:48:36] #0792/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:48:39] #0793/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:49:20] #0795/00837 | true=stairs_up | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-12 01:49:27] #0796/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 01:49:59] #0798/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.007 conf=0.720 gap=0.570
[2026-05-12 01:50:51] #0799/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:51:30] #0801/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 01:51:57] #0802/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:52:27] #0803/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:53:01] #0804/00837 | true=stairs_up | pred=run | ✗ | ent=1.174 conf=0.700 gap=0.640
[2026-05-12 01:53:16] #0805/00837 | true=stairs_up | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 01:53:30] #0806/00837 | true=stairs_up | pred=run | ✗ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 01:53:33] #0807/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 01:53:46] #0808/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:54:09] #0813/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:54:28] #0815/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:54:41] #0816/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 01:55:06] #0817/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.349 conf=0.636 gap=0.545
[2026-05-12 01:55:27] #0818/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 01:55:33] #0819/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:55:47] #0820/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 01:57:48] #0823/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:58:16] #0824/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 01:58:43] #0825/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:00:27] #0827/00837 | true=stairs_up | pred=walk | ✗ | ent=1.301 conf=0.550 gap=0.350
[2026-05-12 02:01:03] #0829/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 02:02:15] #0833/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.077 conf=0.650 gap=0.420
[2026-05-12 02:03:03] #0835/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 02:04:12] #0837/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 17:51:32] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-13 17:52:08] #0004/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 17:52:33] #0008/00837 | true=stairs_up | pred=walk | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-13 17:52:40] #0009/00837 | true=stairs_up | pred=walk | ✗ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 17:52:54] #0010/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.109 conf=0.700 gap=0.580
[2026-05-13 17:53:04] #0012/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-13 17:53:14] #0013/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 17:53:29] #0014/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 17:53:51] #0016/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.092 conf=0.700 gap=0.580
[2026-05-13 17:54:08] #0017/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 17:54:25] #0018/00837 | true=stairs_up | pred=walk | ✗ | ent=0.614 conf=0.850 gap=0.790
[2026-05-13 17:54:36] #0019/00837 | true=stairs_up | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 17:54:40] #0020/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 17:54:55] #0021/00837 | true=stairs_up | pred=walk | ✗ | ent=0.482 conf=0.900 gap=0.850
[2026-05-13 17:55:06] #0022/00837 | true=stairs_up | pred=walk | ✗ | ent=1.113 conf=0.700 gap=0.600
[2026-05-13 17:55:18] #0023/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.952 conf=0.700 gap=0.500
[2026-05-13 17:55:25] #0024/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 17:55:33] #0025/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.813 conf=0.700 gap=0.450
[2026-05-13 17:55:46] #0026/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.840 conf=0.800 gap=0.720
[2026-05-13 17:56:03] #0028/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 17:56:07] #0029/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 17:56:28] #0031/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-13 17:56:44] #0033/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 17:57:04] #0034/00837 | true=stairs_up | pred=lying | ✗ | ent=0.613 conf=0.850 gap=0.800
[2026-05-13 17:57:14] #0035/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.023 conf=0.700 gap=0.520
[2026-05-13 17:57:28] #0037/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 17:57:51] #0039/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 17:57:54] #0040/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 17:58:34] #0043/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 17:58:43] #0044/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-13 17:58:51] #0045/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.813 conf=0.700 gap=0.450
[2026-05-13 17:58:58] #0046/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 17:59:05] #0047/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 17:59:18] #0048/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 17:59:26] #0049/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 17:59:36] #0050/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-13 17:59:48] #0051/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 17:59:59] #0052/00837 | true=stairs_up | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.810
[2026-05-13 18:00:11] #0053/00837 | true=stairs_up | pred=stand | ✗ | ent=0.961 conf=0.750 gap=0.630
[2026-05-13 18:00:25] #0054/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.192 conf=0.650 gap=0.500
[2026-05-13 18:00:40] #0056/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-13 18:00:49] #0057/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.143 conf=0.650 gap=0.450
[2026-05-13 18:00:53] #0058/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.325 conf=0.550 gap=0.300
[2026-05-13 18:01:00] #0059/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.508 conf=0.857 gap=0.776
[2026-05-13 18:01:16] #0060/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-13 18:01:35] #0062/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:01:38] #0063/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-13 18:01:55] #0064/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.146 conf=0.700 gap=0.600
[2026-05-13 18:02:08] #0065/00837 | true=stairs_up | pred=walk | ✗ | ent=0.410 conf=0.920 gap=0.900
[2026-05-13 18:02:14] #0067/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:02:27] #0068/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 18:02:43] #0070/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:02:46] #0071/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:02:53] #0072/00837 | true=stairs_up | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-13 18:03:00] #0073/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:03:12] #0074/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-13 18:03:25] #0075/00837 | true=stairs_up | pred=walk | ✗ | ent=0.864 conf=0.780 gap=0.700
[2026-05-13 18:03:33] #0076/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:03:45] #0077/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:04:10] #0078/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.096 conf=0.650 gap=0.430
[2026-05-13 18:04:39] #0080/00837 | true=stairs_up | pred=walk | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 18:04:48] #0081/00837 | true=stairs_up | pred=walk | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 18:04:57] #0082/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.642 conf=0.850 gap=0.770
[2026-05-13 18:05:07] #0083/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-13 18:05:22] #0084/00837 | true=stairs_up | pred=walk | ✗ | ent=1.012 conf=0.750 gap=0.700
[2026-05-13 18:05:43] #0086/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:05:59] #0087/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 18:06:25] #0088/00837 | true=stairs_up | pred=stand | ✗ | ent=0.554 conf=0.880 gap=0.840
[2026-05-13 18:06:34] #0090/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:06:43] #0091/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
