[2026-05-11 11:58:10] Class 16 (Stair-down) 软标签生成开始
[2026-05-11 11:58:10]   QUICK=False LIMIT=50
[2026-05-11 11:58:10]   温度=0.8 (from api_config)
[2026-05-11 11:58:10]   本类: 2635窗口 (仅加载本类, 内存友好)
[2026-05-11 11:58:10]   实际生成: 2635 窗口
[2026-05-11 11:58:23] #0001/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 00:15:45] #1443/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 00:16:47] #1444/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 00:17:00] #1445/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:17:29] #1446/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-12 00:18:18] #1447/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 00:19:24] #1448/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:20:31] #1449/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-12 00:21:03] #1450/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 00:21:22] #1451/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 00:21:41] #1452/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 00:22:38] #1453/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:23:26] #1454/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=1.402 | conf=0.500 | gap=0.300
[2026-05-12 00:24:13] #1455/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-12 00:24:31] #1456/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:25:47] #1457/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 00:26:57] #1458/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:27:49] #1459/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-12 00:28:37] #1460/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 00:28:37]   [1460/2635] acc=839/1460=57.5% filtered=685/1460
[2026-05-12 00:29:01] #1461/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 00:29:13] #1462/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:29:54] #1463/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.772 | conf=0.800 | gap=0.700
[2026-05-12 00:31:10] #1464/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 00:31:40] #1465/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.985 | conf=0.750 | gap=0.670
[2026-05-12 00:32:32] #1466/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 00:33:01] #1467/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:33:16] #1468/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:34:01] #1469/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:34:32] #1470/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 00:35:36] #1471/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 00:35:50] #1472/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:36:24] #1473/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.999 | conf=0.750 | gap=0.700
[2026-05-12 00:36:51] #1474/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.556 | conf=0.850 | gap=0.780
[2026-05-12 00:39:32] #1475/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 00:39:44] #1476/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:40:25] #1477/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=1.564 | conf=0.350 | gap=0.000
[2026-05-12 00:41:07] #1478/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:42:01] #1479/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 00:42:34] #1480/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.032 | conf=0.750 | gap=0.700
[2026-05-12 00:42:34]   [1480/2635] acc=850/1480=57.4% filtered=704/1480
[2026-05-12 00:43:04] #1481/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:43:22] #1482/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:44:20] #1483/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 00:45:07] #1484/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:46:05] #1485/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 00:46:59] #1486/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 00:48:03] #1487/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:48:54] #1488/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:50:43] #1489/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:51:36] #1490/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 00:51:52] #1491/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 00:52:32] #1492/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 00:53:04] #1493/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:54:06] #1494/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 00:55:07] #1495/02635 | true=Stair-down(16) | pred=Walk-backwards(12) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 00:56:28] #1496/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:57:29] #1497/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-12 00:58:01] #1498/02635 | true=Stair-down(16) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 00:59:41] #1499/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 00:59:55] #1500/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:59:55]   [1500/2635] acc=859/1500=57.3% filtered=724/1500
[2026-05-12 01:00:16] #1501/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 01:00:56] #1502/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:02:14] #1503/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 01:02:32] #1504/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:03:20] #1505/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 01:03:53] #1506/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 01:04:09] #1507/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 01:04:25] #1508/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:04:58] #1509/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 01:05:19] #1510/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:05:51] #1511/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:06:24] #1512/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-12 01:06:41] #1513/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:06:58] #1514/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:07:36] #1515/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 01:07:52] #1516/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.732 | conf=0.820 | gap=0.740
[2026-05-12 01:08:46] #1517/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 01:08:55] #1518/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-12 01:09:31] #1519/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.752 | conf=0.820 | gap=0.760
[2026-05-12 01:10:06] #1520/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.701 | conf=0.820 | gap=0.750
[2026-05-12 01:10:06]   [1520/2635] acc=870/1520=57.2% filtered=744/1520
[2026-05-12 01:11:07] #1521/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:11:44] #1522/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.571 | conf=0.880 | gap=0.850
[2026-05-12 01:12:23] #1523/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 01:12:39] #1524/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 01:13:44] #1525/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 01:14:02] #1526/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-12 01:14:25] #1527/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 01:14:42] #1528/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 01:15:35] #1529/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 01:16:26] #1530/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:16:54] #1531/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.649 | conf=0.850 | gap=0.810
[2026-05-12 01:17:30] #1532/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 01:18:09] #1533/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:18:41] #1534/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.982 | conf=0.720 | gap=0.620
[2026-05-12 01:19:39] #1535/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 01:20:36] #1536/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 01:20:54] #1537/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.077 | conf=0.700 | gap=0.600
[2026-05-12 01:22:09] #1538/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-12 01:22:41] #1539/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 01:23:16] #1540/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:23:16]   [1540/2635] acc=880/1540=57.1% filtered=764/1540
[2026-05-12 01:24:05] #1541/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 01:24:23] #1542/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 01:24:55] #1543/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 01:25:34] #1544/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:25:50] #1545/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:26:25] #1546/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.598 | conf=0.850 | gap=0.780
[2026-05-12 01:27:03] #1547/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.942 | conf=0.750 | gap=0.660
[2026-05-12 01:27:18] #1548/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:27:59] #1549/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:28:16] #1550/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.110 | conf=0.700 | gap=0.620
[2026-05-12 01:29:24] #1551/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 01:30:27] #1552/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.383 | conf=0.450 | gap=0.250
[2026-05-12 01:31:51] #1553/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-12 01:32:21] #1554/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:32:57] #1555/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:33:16] #1556/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 01:33:36] #1557/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 01:34:13] #1558/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-12 01:34:27] #1559/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 01:34:59] #1560/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-12 01:34:59]   [1560/2635] acc=895/1560=57.4% filtered=783/1560
[2026-05-12 01:35:54] #1561/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-12 01:36:43] #1562/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-12 01:38:13] #1563/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 01:38:41] #1564/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:39:04] #1565/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 01:39:51] #1566/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-12 01:40:12] #1567/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 01:40:54] #1568/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 01:42:00] #1569/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:42:28] #1570/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:43:21] #1571/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.386 | conf=0.900 | gap=0.830
[2026-05-12 01:44:07] #1572/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 01:44:19] #1573/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:45:12] #1574/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:46:02] #1575/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:47:00] #1576/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.515 | conf=0.500 | gap=0.350
[2026-05-12 01:47:32] #1577/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 01:48:39] #1578/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:48:53] #1579/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:50:14] #1580/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 01:50:14]   [1580/2635] acc=906/1580=57.3% filtered=802/1580
[2026-05-12 01:50:53] #1581/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 01:51:10] #1582/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 01:51:45] #1583/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:52:39] #1584/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:52:54] #1585/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.851 | conf=0.800 | gap=0.750
[2026-05-12 01:53:10] #1586/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 01:53:43] #1587/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 01:54:14] #1588/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 01:55:12] #1589/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 01:55:51] #1590/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:56:06] #1591/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:56:58] #1592/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:58:22] #1593/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 01:58:57] #1594/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:59:14] #1595/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:59:46] #1596/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 02:00:42] #1597/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:00:57] #1598/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 02:01:23] #1599/02635 | true=Stair-down(16) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:02:14] #1600/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:02:14]   [1600/2635] acc=918/1600=57.4% filtered=822/1600
[2026-05-12 02:02:58] #1601/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.165 | conf=0.500 | gap=0.250
[2026-05-12 02:04:03] #1602/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 02:05:04] #1603/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.690 | conf=0.820 | gap=0.740
[2026-05-12 02:06:04] #1604/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 02:06:51] #1605/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.733 | conf=0.820 | gap=0.750
[2026-05-12 02:07:43] #1606/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 02:08:21] #1607/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 02:09:00] #1608/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:09:49] #1609/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 02:10:38] #1610/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.647 | conf=0.850 | gap=0.790
[2026-05-12 02:11:33] #1611/02635 | true=Stair-down(16) | pred=Talk-stand(3) | ✗ | ent=1.277 | conf=0.707 | gap=0.657
[2026-05-12 02:12:33] #1612/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 02:14:08] #1613/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=1.395 | conf=0.400 | gap=0.100
[2026-05-12 02:14:46] #1614/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:15:23] #1615/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 02:16:04] #1616/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.578 | conf=0.850 | gap=0.750
[2026-05-12 02:16:38] #1617/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:17:24] #1618/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.667 | conf=0.820 | gap=0.720
[2026-05-12 02:17:41] #1619/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.780 | conf=0.800 | gap=0.710
[2026-05-12 02:18:14] #1620/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-12 02:18:14]   [1620/2635] acc=923/1620=57.0% filtered=840/1620
[2026-05-12 02:18:31] #1621/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:19:50] #1622/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 02:20:47] #1623/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 02:21:37] #1624/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 02:22:44] #1625/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.817 | conf=0.800 | gap=0.750
[2026-05-12 02:23:49] #1626/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.803 | conf=0.800 | gap=0.730
