[2026-05-11 21:51:49] HARTH class 4 (stairs_down) T=0.8
[2026-05-11 21:51:49]   747 windows
[2026-05-11 21:52:10] #0001/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.108 conf=0.680 gap=0.530
[2026-05-12 00:28:11] #0427/00747 | true=stairs_down | pred=walk | ✗ | ent=0.657 conf=0.816 gap=0.677
[2026-05-12 00:28:34] #0428/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 00:28:42] #0429/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 00:29:41] #0430/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 00:29:50] #0431/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:30:02] #0432/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.232 conf=0.550 gap=0.250
[2026-05-12 00:31:04] #0433/00747 | true=stairs_down | pred=walk | ✗ | ent=1.669 conf=0.300 gap=0.000
[2026-05-12 00:31:33] #0434/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.332 conf=0.400 gap=0.000
[2026-05-12 00:31:52] #0435/00747 | true=stairs_down | pred=walk | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 00:31:59] #0436/00747 | true=stairs_down | pred=walk | ✗ | ent=1.124 conf=0.700 gap=0.600
[2026-05-12 00:32:07] #0437/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.596 conf=0.350 gap=0.050
[2026-05-12 00:32:14] #0438/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:32:28] #0439/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 00:32:48] #0440/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.382 conf=0.400 gap=0.000
[2026-05-12 00:32:48]   [440/747] acc=24% filt=352
[2026-05-12 00:33:22] #0441/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 00:33:34] #0442/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:34:42] #0443/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.547 conf=0.380 gap=0.060
[2026-05-12 00:35:04] #0444/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 00:35:19] #0445/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 00:35:56] #0446/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 00:36:05] #0447/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.571 conf=0.400 gap=0.100
[2026-05-12 00:36:17] #0448/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.297 conf=0.550 gap=0.300
[2026-05-12 00:36:23] #0449/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 00:36:29] #0450/00747 | true=stairs_down | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 00:36:40] #0451/00747 | true=stairs_down | pred=walk | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:37:05] #0452/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 00:37:17] #0453/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 00:37:28] #0454/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:37:53] #0455/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.279 conf=0.400 gap=0.050
[2026-05-12 00:38:16] #0456/00747 | true=stairs_down | pred=walk | ✗ | ent=0.674 conf=0.850 gap=0.800
[2026-05-12 00:38:44] #0457/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 00:38:53] #0458/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:39:54] #0459/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 00:41:09] #0460/00747 | true=stairs_down | pred=walk | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 00:41:09]   [460/747] acc=24% filt=369
[2026-05-12 00:41:33] #0461/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 00:41:44] #0462/00747 | true=stairs_down | pred=walk | ✗ | ent=0.790 conf=0.800 gap=0.700
[2026-05-12 00:41:56] #0463/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 00:42:21] #0464/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:42:37] #0465/00747 | true=stairs_down | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:42:48] #0466/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:43:09] #0467/00747 | true=stairs_down | pred=walk | ✗ | ent=0.970 conf=0.750 gap=0.670
[2026-05-12 00:45:31] #0468/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.235 conf=0.450 gap=0.150
[2026-05-12 00:45:44] #0469/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 00:45:52] #0470/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 00:46:01] #0471/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.173 conf=0.480 gap=0.080
[2026-05-12 00:46:30] #0472/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:46:49] #0473/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 00:47:03] #0474/00747 | true=stairs_down | pred=walk | ✗ | ent=0.764 conf=0.820 gap=0.760
[2026-05-12 00:47:36] #0475/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 00:47:46] #0476/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.342 conf=0.550 gap=0.300
[2026-05-12 00:47:57] #0477/00747 | true=stairs_down | pred=walk | ✗ | ent=0.714 conf=0.842 gap=0.792
[2026-05-12 00:48:07] #0478/00747 | true=stairs_down | pred=run | ✗ | ent=0.563 conf=0.880 gap=0.840
[2026-05-12 00:48:34] #0479/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.231 conf=0.650 gap=0.500
[2026-05-12 00:49:35] #0480/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 00:49:35]   [480/747] acc=24% filt=384
[2026-05-12 00:49:44] #0481/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.398 conf=0.420 gap=0.040
[2026-05-12 00:50:00] #0482/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 00:50:31] #0483/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.183 conf=0.700 gap=0.650
[2026-05-12 00:50:39] #0484/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.456 conf=0.500 gap=0.250
[2026-05-12 00:51:07] #0485/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 00:51:17] #0486/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 00:51:30] #0487/00747 | true=stairs_down | pred=walk | ✗ | ent=1.032 conf=0.750 gap=0.700
[2026-05-12 00:52:09] #0488/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.231 conf=0.550 gap=0.250
[2026-05-12 00:52:19] #0489/00747 | true=stairs_down | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 00:52:46] #0490/00747 | true=stairs_down | pred=walk | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-12 00:52:53] #0491/00747 | true=stairs_down | pred=walk | ✗ | ent=0.940 conf=0.750 gap=0.670
[2026-05-12 00:53:02] #0492/00747 | true=stairs_down | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-12 00:53:11] #0493/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:53:24] #0494/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:53:48] #0495/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:53:57] #0496/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 00:54:13] #0497/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:54:44] #0498/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.168 conf=0.500 gap=0.200
[2026-05-12 00:54:57] #0499/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.898 conf=0.550 gap=0.150
[2026-05-12 00:55:16] #0500/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.854 conf=0.580 gap=0.200
[2026-05-12 00:55:16]   [500/747] acc=24% filt=399
[2026-05-12 00:55:27] #0501/00747 | true=stairs_down | pred=walk | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:55:51] #0502/00747 | true=stairs_down | pred=walk | ✗ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 00:56:04] #0503/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:56:16] #0504/00747 | true=stairs_down | pred=walk | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 00:56:24] #0505/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:56:47] #0506/00747 | true=stairs_down | pred=walk | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 00:57:00] #0507/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 00:57:17] #0508/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 00:57:32] #0509/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.284 conf=0.650 gap=0.550
[2026-05-12 00:58:01] #0510/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.393 conf=0.450 gap=0.100
[2026-05-12 00:58:10] #0511/00747 | true=stairs_down | pred=walk | ✗ | ent=1.032 conf=0.750 gap=0.700
[2026-05-12 00:58:18] #0512/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.467 conf=0.400 gap=0.100
[2026-05-12 00:58:44] #0513/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:00:14] #0514/00747 | true=stairs_down | pred=walk | ✗ | ent=0.738 conf=0.833 gap=0.784
[2026-05-12 01:00:40] #0515/00747 | true=stairs_down | pred=walk | ✗ | ent=1.099 conf=0.333 gap=0.000
[2026-05-12 01:00:57] #0516/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 01:01:11] #0517/00747 | true=stairs_down | pred=walk | ✗ | ent=1.012 conf=0.750 gap=0.700
[2026-05-12 01:01:27] #0518/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:01:51] #0519/00747 | true=stairs_down | pred=walk | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:02:04] #0520/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:02:04]   [520/747] acc=24% filt=415
[2026-05-12 01:02:20] #0521/00747 | true=stairs_down | pred=walk | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 01:03:21] #0522/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:03:38] #0523/00747 | true=stairs_down | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:04:13] #0524/00747 | true=stairs_down | pred=walk | ✗ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 01:04:43] #0525/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.443 conf=0.500 gap=0.250
[2026-05-12 01:05:08] #0526/00747 | true=stairs_down | pred=walk | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 01:05:40] #0527/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.007 conf=0.650 gap=0.400
[2026-05-12 01:06:00] #0528/00747 | true=stairs_down | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 01:06:13] #0529/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.167 conf=0.400 gap=0.000
[2026-05-12 01:06:39] #0530/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:07:16] #0531/00747 | true=stairs_down | pred=walk | ✗ | ent=0.911 conf=0.758 gap=0.636
[2026-05-12 01:07:51] #0532/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:08:16] #0533/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:08:33] #0534/00747 | true=stairs_down | pred=walk | ✗ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 01:08:44] #0535/00747 | true=stairs_down | pred=walk | ✗ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 01:09:21] #0536/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.231 conf=0.650 gap=0.500
[2026-05-12 01:11:28] #0537/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:12:04] #0538/00747 | true=stairs_down | pred=walk | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:12:14] #0539/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 01:13:17] #0540/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.591 conf=0.400 gap=0.100
[2026-05-12 01:13:17]   [540/747] acc=24% filt=430
[2026-05-12 01:13:48] #0541/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:14:29] #0542/00747 | true=stairs_down | pred=walk | ✗ | ent=1.029 conf=0.750 gap=0.700
[2026-05-12 01:15:07] #0543/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 01:16:35] #0544/00747 | true=stairs_down | pred=shuffle | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:17:07] #0545/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:17:19] #0546/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.395 conf=0.420 gap=0.040
[2026-05-12 01:17:28] #0547/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:17:57] #0548/00747 | true=stairs_down | pred=walk | ✗ | ent=1.146 conf=0.650 gap=0.500
[2026-05-12 01:18:04] #0549/00747 | true=stairs_down | pred=walk | ✗ | ent=0.998 conf=0.750 gap=0.670
[2026-05-12 01:18:17] #0550/00747 | true=stairs_down | pred=walk | ✗ | ent=1.327 conf=0.550 gap=0.300
[2026-05-12 01:18:27] #0551/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 01:18:35] #0552/00747 | true=stairs_down | pred=walk | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:18:45] #0553/00747 | true=stairs_down | pred=walk | ✗ | ent=0.808 conf=0.800 gap=0.720
[2026-05-12 01:19:11] #0554/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:19:29] #0555/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:19:42] #0556/00747 | true=stairs_down | pred=walk | ✗ | ent=0.956 conf=0.750 gap=0.670
[2026-05-12 01:20:33] #0557/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:20:52] #0558/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 01:21:16] #0559/00747 | true=stairs_down | pred=walk | ✗ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 01:21:37] #0560/00747 | true=stairs_down | pred=sit | ✗ | ent=1.400 conf=0.600 gap=0.500
[2026-05-12 01:21:37]   [560/747] acc=24% filt=448
[2026-05-12 01:21:50] #0561/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:22:07] #0562/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:22:22] #0563/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:22:29] #0564/00747 | true=stairs_down | pred=walk | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:22:40] #0565/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:22:47] #0566/00747 | true=stairs_down | pred=walk | ✗ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 01:22:59] #0567/00747 | true=stairs_down | pred=walk | ✗ | ent=0.652 conf=0.850 gap=0.790
[2026-05-12 01:23:13] #0568/00747 | true=stairs_down | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:23:22] #0569/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:23:40] #0570/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:24:02] #0571/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-12 01:24:39] #0572/00747 | true=stairs_down | pred=walk | ✗ | ent=0.868 conf=0.780 gap=0.680
[2026-05-12 01:24:46] #0573/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:25:58] #0574/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:26:20] #0575/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:26:47] #0576/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.848 conf=0.780 gap=0.660
[2026-05-12 01:27:02] #0577/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:27:32] #0578/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:27:42] #0579/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:28:02] #0580/00747 | true=stairs_down | pred=walk | ✗ | ent=0.777 conf=0.500 gap=0.020
[2026-05-12 01:28:02]   [580/747] acc=24% filt=464
[2026-05-12 01:28:13] #0581/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 01:28:52] #0582/00747 | true=stairs_down | pred=walk | ✗ | ent=1.297 conf=0.550 gap=0.300
[2026-05-12 01:29:16] #0583/00747 | true=stairs_down | pred=walk | ✗ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 01:30:20] #0584/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.335 conf=0.520 gap=0.240
[2026-05-12 01:31:23] #0585/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:31:56] #0586/00747 | true=stairs_down | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:32:28] #0587/00747 | true=stairs_down | pred=walk | ✗ | ent=0.947 conf=0.750 gap=0.630
[2026-05-12 01:32:55] #0588/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.313 conf=0.550 gap=0.400
[2026-05-12 01:33:10] #0589/00747 | true=stairs_down | pred=walk | ✗ | ent=0.866 conf=0.780 gap=0.700
[2026-05-12 01:33:24] #0590/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 01:33:58] #0591/00747 | true=stairs_down | pred=walk | ✗ | ent=0.385 conf=0.920 gap=0.870
[2026-05-12 01:34:08] #0592/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.267 conf=0.450 gap=0.050
[2026-05-12 01:34:28] #0593/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:34:54] #0594/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:35:24] #0595/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.256 conf=0.450 gap=0.050
[2026-05-12 01:35:49] #0596/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 01:36:03] #0597/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.072 conf=0.700 gap=0.580
[2026-05-12 01:36:41] #0598/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.355 conf=0.400 gap=0.020
[2026-05-12 01:37:04] #0599/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 01:37:44] #0600/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 01:37:44]   [600/747] acc=24% filt=481
[2026-05-12 01:38:33] #0601/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:38:42] #0602/00747 | true=stairs_down | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-12 01:39:29] #0603/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 01:39:41] #0604/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.002 conf=0.600 gap=0.300
[2026-05-12 01:39:56] #0605/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:40:37] #0606/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.217 conf=0.550 gap=0.250
[2026-05-12 01:41:19] #0607/00747 | true=stairs_down | pred=walk | ✗ | ent=1.359 conf=0.550 gap=0.370
[2026-05-12 01:41:34] #0608/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:42:01] #0609/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:42:18] #0610/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 01:42:27] #0611/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:42:41] #0612/00747 | true=stairs_down | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-12 01:42:58] #0613/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 01:43:11] #0614/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 01:43:51] #0615/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:45:03] #0616/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 01:45:23] #0617/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:45:49] #0618/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:46:28] #0619/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:46:40] #0620/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:46:40]   [620/747] acc=23% filt=499
[2026-05-12 01:46:56] #0621/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:47:34] #0622/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:47:42] #0623/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:48:10] #0624/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:48:25] #0625/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:48:32] #0626/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:48:43] #0627/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:48:58] #0628/00747 | true=stairs_down | pred=walk | ✗ | ent=1.242 conf=0.600 gap=0.450
[2026-05-12 01:49:40] #0629/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 01:50:58] #0630/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:51:09] #0631/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:51:24] #0632/00747 | true=stairs_down | pred=walk | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-12 01:51:38] #0633/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:52:24] #0634/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 01:52:31] #0635/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 01:53:29] #0636/00747 | true=stairs_down | pred=walk | ✗ | ent=0.500 conf=0.900 gap=0.880
[2026-05-12 01:53:33] #0637/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 01:54:02] #0638/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:54:28] #0639/00747 | true=stairs_down | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
