[2026-05-11 21:52:10] #0001/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.108 conf=0.680 gap=0.530
[2026-05-12 01:18:27] #0551/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 01:18:35] #0552/00747 | true=stairs_down | pred=walk | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:18:45] #0553/00747 | true=stairs_down | pred=walk | ✗ | ent=0.808 conf=0.800 gap=0.720
[2026-05-12 01:19:29] #0555/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:19:42] #0556/00747 | true=stairs_down | pred=walk | ✗ | ent=0.956 conf=0.750 gap=0.670
[2026-05-12 01:20:33] #0557/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:20:52] #0558/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 01:21:16] #0559/00747 | true=stairs_down | pred=walk | ✗ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 01:21:37] #0560/00747 | true=stairs_down | pred=sit | ✗ | ent=1.400 conf=0.600 gap=0.500
[2026-05-12 01:21:50] #0561/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:22:22] #0563/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:22:29] #0564/00747 | true=stairs_down | pred=walk | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:22:40] #0565/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:22:47] #0566/00747 | true=stairs_down | pred=walk | ✗ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 01:22:59] #0567/00747 | true=stairs_down | pred=walk | ✗ | ent=0.652 conf=0.850 gap=0.790
[2026-05-12 01:23:13] #0568/00747 | true=stairs_down | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:23:40] #0570/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:24:02] #0571/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-12 01:24:39] #0572/00747 | true=stairs_down | pred=walk | ✗ | ent=0.868 conf=0.780 gap=0.680
[2026-05-12 01:24:46] #0573/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:26:20] #0575/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:26:47] #0576/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.848 conf=0.780 gap=0.660
[2026-05-12 01:27:02] #0577/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:27:32] #0578/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:27:42] #0579/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:28:13] #0581/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 01:28:52] #0582/00747 | true=stairs_down | pred=walk | ✗ | ent=1.297 conf=0.550 gap=0.300
[2026-05-12 01:29:16] #0583/00747 | true=stairs_down | pred=walk | ✗ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 01:30:20] #0584/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.335 conf=0.520 gap=0.240
[2026-05-12 01:31:23] #0585/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:31:56] #0586/00747 | true=stairs_down | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:32:28] #0587/00747 | true=stairs_down | pred=walk | ✗ | ent=0.947 conf=0.750 gap=0.630
[2026-05-12 01:32:55] #0588/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.313 conf=0.550 gap=0.400
[2026-05-12 01:33:10] #0589/00747 | true=stairs_down | pred=walk | ✗ | ent=0.866 conf=0.780 gap=0.700
[2026-05-12 01:33:24] #0590/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 01:33:58] #0591/00747 | true=stairs_down | pred=walk | ✗ | ent=0.385 conf=0.920 gap=0.870
[2026-05-12 01:34:28] #0593/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:34:54] #0594/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:35:49] #0596/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 01:36:03] #0597/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.072 conf=0.700 gap=0.580
[2026-05-12 01:37:04] #0599/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 01:37:44] #0600/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 01:38:33] #0601/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:38:42] #0602/00747 | true=stairs_down | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-12 01:39:29] #0603/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 01:39:41] #0604/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.002 conf=0.600 gap=0.300
[2026-05-12 01:39:56] #0605/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:40:37] #0606/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.217 conf=0.550 gap=0.250
[2026-05-12 01:41:19] #0607/00747 | true=stairs_down | pred=walk | ✗ | ent=1.359 conf=0.550 gap=0.370
[2026-05-12 01:41:34] #0608/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:42:01] #0609/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:42:18] #0610/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 01:42:41] #0612/00747 | true=stairs_down | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-12 01:42:58] #0613/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 01:43:51] #0615/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:45:03] #0616/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 01:45:23] #0617/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:45:49] #0618/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:46:28] #0619/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:46:40] #0620/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:46:56] #0621/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:47:34] #0622/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:47:42] #0623/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:48:10] #0624/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:48:32] #0626/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:48:43] #0627/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:48:58] #0628/00747 | true=stairs_down | pred=walk | ✗ | ent=1.242 conf=0.600 gap=0.450
[2026-05-12 01:49:40] #0629/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 01:50:58] #0630/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:51:09] #0631/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:51:24] #0632/00747 | true=stairs_down | pred=walk | ✗ | ent=0.962 conf=0.750 gap=0.650
[2026-05-12 01:51:38] #0633/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:52:24] #0634/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 01:52:31] #0635/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 01:53:29] #0636/00747 | true=stairs_down | pred=walk | ✗ | ent=0.500 conf=0.900 gap=0.880
[2026-05-12 01:54:02] #0638/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:54:28] #0639/00747 | true=stairs_down | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-12 01:54:48] #0640/00747 | true=stairs_down | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 01:55:33] #0642/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:55:48] #0643/00747 | true=stairs_down | pred=walk | ✗ | ent=1.147 conf=0.650 gap=0.500
[2026-05-12 01:56:48] #0644/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 01:57:50] #0645/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:58:06] #0646/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:58:18] #0647/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:59:33] #0648/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 02:00:46] #0649/00747 | true=stairs_down | pred=walk | ✗ | ent=0.718 conf=0.842 gap=0.792
[2026-05-12 02:01:28] #0650/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:02:23] #0652/00747 | true=stairs_down | pred=walk | ✗ | ent=1.426 conf=0.550 gap=0.400
[2026-05-12 02:03:01] #0653/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:03:58] #0655/00747 | true=stairs_down | pred=walk | ✗ | ent=0.940 conf=0.700 gap=0.600
[2026-05-12 02:04:23] #0656/00747 | true=stairs_down | pred=walk | ✗ | ent=0.656 conf=0.850 gap=0.800
[2026-05-12 02:04:38] #0657/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:04:48] #0658/00747 | true=stairs_down | pred=run | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:05:17] #0659/00747 | true=stairs_down | pred=stand | ✗ | ent=0.886 conf=0.750 gap=0.600
[2026-05-12 02:05:38] #0660/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:06:01] #0661/00747 | true=stairs_down | pred=walk | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 02:06:38] #0663/00747 | true=stairs_down | pred=lying | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 02:06:54] #0664/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:07:35] #0665/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:07:56] #0666/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.050 conf=0.636 gap=0.384
[2026-05-12 02:08:10] #0667/00747 | true=stairs_down | pred=walk | ✗ | ent=1.433 conf=0.550 gap=0.350
[2026-05-12 02:08:32] #0668/00747 | true=stairs_down | pred=walk | ✗ | ent=1.386 conf=0.550 gap=0.350
[2026-05-12 02:08:42] #0669/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:09:01] #0671/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 02:09:14] #0672/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.857 conf=0.526 gap=0.105
[2026-05-12 02:10:01] #0674/00747 | true=stairs_down | pred=walk | ✗ | ent=0.409 conf=0.920 gap=0.890
[2026-05-12 02:10:30] #0675/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:11:03] #0676/00747 | true=stairs_down | pred=walk | ✗ | ent=0.763 conf=0.820 gap=0.760
[2026-05-12 02:11:28] #0677/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 02:11:46] #0678/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.940 gap=0.930
[2026-05-12 02:12:21] #0679/00747 | true=stairs_down | pred=walk | ✗ | ent=0.482 conf=0.900 gap=0.870
[2026-05-12 02:12:33] #0680/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 02:12:45] #0681/00747 | true=stairs_down | pred=walk | ✗ | ent=0.735 conf=0.750 gap=0.620
[2026-05-12 02:13:28] #0682/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 02:13:56] #0684/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 02:14:29] #0685/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 02:14:40] #0686/00747 | true=stairs_down | pred=walk | ✗ | ent=0.500 conf=0.900 gap=0.880
[2026-05-12 02:14:54] #0687/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-12 02:15:11] #0688/00747 | true=stairs_down | pred=walk | ✗ | ent=0.889 conf=0.750 gap=0.630
[2026-05-12 02:15:26] #0689/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:16:17] #0691/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:17:33] #0692/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:17:59] #0693/00747 | true=stairs_down | pred=walk | ✗ | ent=1.296 conf=0.650 gap=0.570
[2026-05-12 02:18:13] #0694/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 02:18:45] #0696/00747 | true=stairs_down | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-12 02:18:58] #0697/00747 | true=stairs_down | pred=walk | ✗ | ent=0.652 conf=0.850 gap=0.790
[2026-05-12 02:19:09] #0698/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 02:20:37] #0700/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.774 conf=0.800 gap=0.680
[2026-05-12 02:21:16] #0701/00747 | true=stairs_down | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-12 02:22:09] #0702/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:22:21] #0703/00747 | true=stairs_down | pred=walk | ✗ | ent=0.847 conf=0.780 gap=0.700
[2026-05-12 02:22:36] #0704/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:23:38] #0705/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:24:41] #0706/00747 | true=stairs_down | pred=walk | ✗ | ent=0.648 conf=0.842 gap=0.743
[2026-05-12 02:25:28] #0708/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.893 gap=0.845
[2026-05-12 02:25:57] #0710/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-12 02:26:40] #0713/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:27:54] #0716/00747 | true=stairs_down | pred=walk | ✗ | ent=1.202 conf=0.650 gap=0.530
[2026-05-12 02:28:22] #0718/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:28:31] #0719/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:28:42] #0720/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:29:15] #0722/00747 | true=stairs_down | pred=walk | ✗ | ent=0.843 conf=0.684 gap=0.526
[2026-05-12 02:29:45] #0723/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 02:30:00] #0724/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.228 conf=0.650 gap=0.500
[2026-05-12 02:30:13] #0725/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:30:35] #0726/00747 | true=stairs_down | pred=walk | ✗ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 02:31:05] #0727/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 02:31:17] #0728/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:31:33] #0729/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:31:49] #0730/00747 | true=stairs_down | pred=walk | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 02:32:10] #0731/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 02:32:31] #0732/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.127 conf=0.700 gap=0.600
[2026-05-12 02:33:33] #0733/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 02:34:01] #0734/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:34:14] #0735/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.245 conf=0.650 gap=0.530
[2026-05-12 02:34:23] #0736/00747 | true=stairs_down | pred=walk | ✗ | ent=0.771 conf=0.750 gap=0.630
[2026-05-12 02:35:41] #0738/00747 | true=stairs_down | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:36:04] #0739/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 02:37:06] #0743/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:37:21] #0744/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:37:33] #0745/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 02:38:11] #0746/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.994 conf=0.720 gap=0.560
[2026-05-13 17:51:49] #0001/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 17:51:56] #0002/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 17:52:08] #0003/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-13 17:52:32] #0004/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 17:52:40] #0005/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 17:52:46] #0006/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 17:52:53] #0007/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 17:52:59] #0008/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 17:53:28] #0010/00747 | true=stairs_down | pred=walk | ✗ | ent=0.776 conf=0.820 gap=0.760
[2026-05-13 17:53:49] #0011/00747 | true=stairs_down | pred=walk | ✗ | ent=0.563 conf=0.880 gap=0.840
[2026-05-13 17:54:01] #0012/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 17:54:17] #0013/00747 | true=stairs_down | pred=walk | ✗ | ent=0.453 conf=0.913 gap=0.885
[2026-05-13 17:54:29] #0014/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.003 conf=0.700 gap=0.520
[2026-05-13 17:54:49] #0015/00747 | true=stairs_down | pred=walk | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 17:55:00] #0016/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.500 conf=0.900 gap=0.860
[2026-05-13 17:55:15] #0017/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-13 17:55:28] #0018/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.099 conf=0.680 gap=0.530
[2026-05-13 17:55:38] #0019/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.228 conf=0.650 gap=0.500
[2026-05-13 17:56:00] #0020/00747 | true=stairs_down | pred=walk | ✗ | ent=0.985 conf=0.720 gap=0.560
[2026-05-13 17:56:24] #0021/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-13 17:56:38] #0022/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 17:56:43] #0023/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-13 17:56:57] #0024/00747 | true=stairs_down | pred=walk | ✗ | ent=0.473 conf=0.880 gap=0.810
[2026-05-13 17:57:09] #0025/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 17:57:21] #0026/00747 | true=stairs_down | pred=walk | ✗ | ent=0.585 conf=0.850 gap=0.750
[2026-05-13 17:57:35] #0027/00747 | true=stairs_down | pred=walk | ✗ | ent=0.869 conf=0.800 gap=0.750
[2026-05-13 17:57:41] #0028/00747 | true=stairs_down | pred=walk | ✗ | ent=0.985 conf=0.750 gap=0.670
[2026-05-13 17:57:48] #0029/00747 | true=stairs_down | pred=walk | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 17:57:58] #0030/00747 | true=stairs_down | pred=walk | ✗ | ent=0.500 conf=0.900 gap=0.880
[2026-05-13 17:58:11] #0031/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 17:58:23] #0032/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 17:58:56] #0034/00747 | true=stairs_down | pred=walk | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-13 17:59:24] #0036/00747 | true=stairs_down | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 17:59:38] #0037/00747 | true=stairs_down | pred=shuffle | ✗ | ent=0.940 conf=0.700 gap=0.600
[2026-05-13 17:59:49] #0038/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.189 conf=0.600 gap=0.350
[2026-05-13 18:00:32] #0041/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:00:40] #0042/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:00:49] #0043/00747 | true=stairs_down | pred=walk | ✗ | ent=0.289 conf=0.950 gap=0.940
[2026-05-13 18:01:00] #0044/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.021 conf=0.730 gap=0.630
[2026-05-13 18:01:08] #0045/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:01:28] #0046/00747 | true=stairs_down | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 18:01:50] #0048/00747 | true=stairs_down | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.790
[2026-05-13 18:01:56] #0049/00747 | true=stairs_down | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:02:15] #0051/00747 | true=stairs_down | pred=walk | ✗ | ent=0.926 conf=0.750 gap=0.670
[2026-05-13 18:02:29] #0052/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:03:00] #0054/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-13 18:03:06] #0055/00747 | true=stairs_down | pred=run | ✗ | ent=0.776 conf=0.784 gap=0.637
[2026-05-13 18:03:41] #0057/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.774 conf=0.800 gap=0.680
[2026-05-13 18:03:47] #0058/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:03:53] #0059/00747 | true=stairs_down | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:04:41] #0062/00747 | true=stairs_down | pred=walk | ✗ | ent=0.932 conf=0.740 gap=0.640
[2026-05-13 18:05:47] #0065/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.013 conf=0.700 gap=0.550
[2026-05-13 18:06:06] #0066/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.001 conf=0.600 gap=0.300
[2026-05-13 18:06:13] #0067/00747 | true=stairs_down | pred=walk | ✗ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 18:06:26] #0068/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:07:05] #0071/00747 | true=stairs_down | pred=walk | ✗ | ent=1.032 conf=0.750 gap=0.700
[2026-05-13 18:07:16] #0072/00747 | true=stairs_down | pred=walk | ✗ | ent=0.718 conf=0.842 gap=0.792
[2026-05-13 18:07:28] #0073/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
