[2026-05-11 11:04:07] Class 11 (Walk) 软标签生成开始
[2026-05-11 11:04:07]   QUICK=False LIMIT=50
[2026-05-11 11:04:07]   温度=0.8 (from api_config)
[2026-05-11 11:04:07]   本类: 2716窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:07]   实际生成: 2716 窗口
[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:10:41]   [380/2716] acc=178/380=46.8% filtered=355/380
[2026-05-11 14:11:14] #0381/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.567 | conf=0.500 | gap=0.400
[2026-05-11 14:11:29] #0382/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:12:03] #0383/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.454 | conf=0.900 | gap=0.850
[2026-05-11 14:12:34] #0384/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:12:53] #0385/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 14:13:19] #0386/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:13:34] #0387/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 14:14:31] #0388/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.867 | conf=0.722 | gap=0.515
[2026-05-11 14:14:47] #0389/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:15:31] #0390/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:15:57] #0391/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:16:33] #0392/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:17:07] #0393/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 14:17:57] #0394/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:18:26] #0395/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:18:57] #0396/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:19:50] #0397/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.927 | conf=0.700 | gap=0.580
[2026-05-11 14:20:36] #0398/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:21:29] #0399/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:21:45] #0400/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-11 14:21:45]   [400/2716] acc=188/400=47.0% filtered=374/400
[2026-05-11 14:22:28] #0401/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.472 | conf=0.500 | gap=0.350
[2026-05-11 14:23:03] #0402/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:23:29] #0403/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-11 14:24:10] #0404/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:24:47] #0405/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.970 | conf=0.720 | gap=0.600
[2026-05-11 14:25:13] #0406/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:26:07] #0407/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.106 | conf=0.600 | gap=0.450
[2026-05-11 14:26:27] #0408/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:26:43] #0409/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:27:32] #0410/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=1.782 | conf=0.300 | gap=0.100
[2026-05-11 14:27:56] #0411/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:28:13] #0412/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.874 | conf=0.720 | gap=0.600
[2026-05-11 14:28:47] #0413/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 14:29:02] #0414/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 14:29:21] #0415/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 14:29:45] #0416/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 14:30:05] #0417/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 14:30:24] #0418/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:30:54] #0419/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:31:28] #0420/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:31:28]   [420/2716] acc=199/420=47.4% filtered=391/420
[2026-05-11 14:32:04] #0421/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:32:35] #0422/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:33:22] #0423/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:33:38] #0424/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:33:48] #0425/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:34:01] #0426/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:34:40] #0427/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:34:57] #0428/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 14:35:15] #0429/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:35:49] #0430/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 14:36:27] #0431/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-11 14:36:58] #0432/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 14:37:34] #0433/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 14:37:58] #0434/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:38:17] #0435/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 14:38:49] #0436/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 14:39:20] #0437/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.718 | conf=0.820 | gap=0.760
[2026-05-11 14:39:52] #0438/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:40:36] #0439/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:41:13] #0440/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 14:41:13]   [440/2716] acc=212/440=48.2% filtered=411/440
[2026-05-11 14:41:31] #0441/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.608 | conf=0.450 | gap=0.300
[2026-05-11 14:42:03] #0442/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:42:34] #0443/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:43:08] #0444/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 14:43:21] #0445/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:43:59] #0446/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.643 | conf=0.300 | gap=0.000
[2026-05-11 14:44:34] #0447/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:45:09] #0448/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.087 | conf=0.700 | gap=0.620
[2026-05-11 14:45:37] #0449/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:46:07] #0450/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:46:49] #0451/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 14:47:17] #0452/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:47:49] #0453/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:48:24] #0454/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:48:41] #0455/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:49:17] #0456/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=1.350 | conf=0.500 | gap=0.350
[2026-05-11 14:49:47] #0457/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:50:02] #0458/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 14:50:32] #0459/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:50:49] #0460/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 14:50:49]   [460/2716] acc=221/460=48.0% filtered=428/460
[2026-05-11 14:51:06] #0461/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.656 | conf=0.820 | gap=0.740
[2026-05-11 14:51:35] #0462/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 14:52:10] #0463/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:52:48] #0464/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:53:41] #0465/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 14:54:15] #0466/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-11 14:54:52] #0467/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:55:33] #0468/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:56:04] #0469/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 14:56:20] #0470/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 14:56:34] #0471/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 14:57:12] #0472/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:57:48] #0473/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:58:33] #0474/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:59:09] #0475/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 15:00:02] #0476/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.402 | conf=0.400 | gap=0.100
[2026-05-11 15:00:29] #0477/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:01:02] #0478/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:01:37] #0479/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 15:01:51] #0480/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:01:51]   [480/2716] acc=230/480=47.9% filtered=447/480
[2026-05-11 15:02:35] #0481/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 15:03:04] #0482/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.287 | conf=0.950 | gap=0.942
[2026-05-11 15:03:38] #0483/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:10] #0484/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:04:52] #0485/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:05:57] #0486/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-11 15:06:20] #0487/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:07:02] #0488/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 15:07:25] #0489/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.642 | conf=0.850 | gap=0.800
[2026-05-11 15:08:10] #0490/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:08:57] #0491/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 15:09:32] #0492/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 15:10:14] #0493/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 15:11:08] #0494/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.566 | conf=0.350 | gap=0.100
[2026-05-11 15:11:39] #0495/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 15:11:53] #0496/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:12:35] #0497/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 15:13:20] #0498/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:13:33] #0499/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:13:46] #0500/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 15:13:46]   [500/2716] acc=237/500=47.4% filtered=466/500
[2026-05-11 15:14:02] #0501/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 15:15:07] #0502/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:15:22] #0503/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:16:04] #0504/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.732 | conf=0.800 | gap=0.680
[2026-05-11 15:16:22] #0505/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 15:16:54] #0506/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:17:27] #0507/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:12] #0508/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-11 15:18:53] #0509/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:19:30] #0510/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:19:46] #0511/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.431 | conf=0.350 | gap=0.050
[2026-05-11 15:20:04] #0512/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.215 | conf=0.580 | gap=0.400
[2026-05-11 15:20:36] #0513/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:20:54] #0514/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:21:29] #0515/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.728 | conf=0.820 | gap=0.750
[2026-05-11 15:22:13] #0516/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:22:44] #0517/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:23:13] #0518/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:23:43] #0519/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:24:06] #0520/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.554 | conf=0.400 | gap=0.150
[2026-05-11 15:24:06]   [520/2716] acc=246/520=47.3% filtered=484/520
[2026-05-11 15:24:47] #0521/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 15:25:28] #0522/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 15:26:01] #0523/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.240 | conf=0.650 | gap=0.550
[2026-05-11 15:26:39] #0524/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 15:27:18] #0525/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=2.615 | conf=0.220 | gap=0.120
[2026-05-11 15:27:52] #0526/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:28:30] #0527/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 15:29:03] #0528/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:29:14] #0529/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:29:51] #0530/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 15:30:28] #0531/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 15:31:07] #0532/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:31:53] #0533/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:32:22] #0534/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:33:52] #0535/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.926 | conf=0.700 | gap=0.500
[2026-05-11 15:34:21] #0536/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 15:34:39] #0537/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.432 | conf=0.500 | gap=0.320
[2026-05-11 15:35:16] #0538/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 15:36:25] #0539/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 15:37:02] #0540/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:37:02]   [540/2716] acc=251/540=46.5% filtered=502/540
[2026-05-11 15:38:37] #0541/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:39:13] #0542/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:39:48] #0543/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:40:19] #0544/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:40:50] #0545/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:41:22] #0546/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:41:35] #0547/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.720 | gap=0.640
[2026-05-11 15:42:16] #0548/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:42:32] #0549/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 15:43:10] #0550/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.173 | conf=0.550 | gap=0.250
[2026-05-11 15:43:39] #0551/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:44:13] #0552/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.465 | conf=0.895 | gap=0.842
[2026-05-11 15:44:27] #0553/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:44:46] #0554/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.707 | conf=0.820 | gap=0.760
[2026-05-11 15:45:23] #0555/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:45:58] #0556/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 15:46:26] #0557/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:47:00] #0558/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-11 15:47:31] #0559/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:47:47] #0560/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:47:47]   [560/2716] acc=260/560=46.4% filtered=522/560
[2026-05-11 15:48:37] #0561/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:49:25] #0562/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 15:50:05] #0563/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 15:50:40] #0564/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:51:18] #0565/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 15:51:56] #0566/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:52:29] #0567/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.585 | conf=0.350 | gap=0.050
[2026-05-11 15:53:00] #0568/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 15:53:16] #0569/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 15:53:44] #0570/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
