[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:29:22] #1213/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 22:29:51] #1214/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 22:30:19] #1215/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.890 | conf=0.780 | gap=0.720
[2026-05-11 22:30:52] #1216/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-11 22:31:40] #1217/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.775 | conf=0.750 | gap=0.560
[2026-05-11 22:31:58] #1218/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 22:33:07] #1219/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 22:33:53] #1220/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-11 22:34:35] #1221/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.063 | conf=0.700 | gap=0.600
[2026-05-11 22:36:23] #1223/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.339 | conf=0.600 | gap=0.500
[2026-05-11 22:37:16] #1224/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 22:37:44] #1225/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 22:38:04] #1226/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 22:38:35] #1227/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 22:39:13] #1228/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.001 | conf=0.720 | gap=0.600
[2026-05-11 22:39:41] #1229/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:40:36] #1230/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.048 | conf=0.700 | gap=0.550
[2026-05-11 22:40:53] #1231/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 22:41:32] #1232/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 22:42:02] #1233/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=1.139 | conf=0.550 | gap=0.250
[2026-05-11 22:42:39] #1234/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.025 | conf=0.720 | gap=0.620
[2026-05-11 22:43:29] #1236/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 22:44:38] #1237/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.958 | conf=0.680 | gap=0.500
[2026-05-11 22:45:11] #1238/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 22:45:56] #1239/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:46:31] #1240/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 22:47:04] #1241/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 22:47:37] #1242/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 22:48:38] #1243/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 22:49:31] #1244/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 22:49:50] #1245/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.597 | conf=0.850 | gap=0.770
[2026-05-11 22:50:37] #1246/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:51:30] #1247/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 22:51:57] #1248/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 22:52:39] #1249/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:53:21] #1250/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 22:53:57] #1251/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 22:54:23] #1252/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 22:55:02] #1253/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 22:56:07] #1254/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-11 22:56:49] #1255/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 22:57:06] #1256/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:58:35] #1257/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 22:58:53] #1258/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.154 | conf=0.650 | gap=0.550
[2026-05-11 22:59:46] #1259/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.396 | conf=0.550 | gap=0.430
[2026-05-11 23:00:24] #1260/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 23:01:01] #1261/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 23:02:00] #1262/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 23:02:21] #1263/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 23:03:13] #1264/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 23:03:51] #1265/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.869 | conf=0.780 | gap=0.680
[2026-05-11 23:04:40] #1266/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 23:05:16] #1267/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:06:39] #1268/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 23:07:02] #1269/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.993 | conf=0.700 | gap=0.580
[2026-05-11 23:07:27] #1270/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 23:07:44] #1271/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 23:08:34] #1272/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 23:08:53] #1273/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-11 23:09:08] #1274/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.968 | conf=0.720 | gap=0.620
[2026-05-11 23:09:58] #1275/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:10:48] #1276/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=1.328 | conf=0.550 | gap=0.400
[2026-05-11 23:11:05] #1277/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 23:11:37] #1278/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 23:12:26] #1279/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.686 | conf=0.800 | gap=0.650
[2026-05-11 23:13:06] #1280/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 23:14:15] #1282/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 23:15:13] #1283/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 23:15:50] #1284/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 23:16:04] #1285/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 23:16:48] #1286/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 23:19:20] #1288/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 23:19:41] #1289/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.899 | conf=0.720 | gap=0.620
[2026-05-11 23:20:26] #1290/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 23:22:09] #1292/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:22:41] #1293/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 23:23:33] #1294/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 23:24:07] #1295/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:24:21] #1296/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 23:24:51] #1297/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 23:25:31] #1298/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:26:03] #1299/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 23:26:55] #1300/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 23:27:15] #1301/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 23:28:23] #1302/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:28:51] #1303/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:29:16] #1304/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.110 | conf=0.550 | gap=0.300
[2026-05-11 23:29:52] #1305/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.546 | conf=0.863 | gap=0.811
[2026-05-11 23:31:29] #1307/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 23:33:47] #1309/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 23:34:46] #1310/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 23:35:19] #1311/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:35:57] #1312/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:36:49] #1313/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 23:37:24] #1314/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:38:09] #1315/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 23:38:39] #1316/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 23:39:04] #1317/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 23:40:40] #1318/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 23:41:26] #1319/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:41:39] #1320/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 23:42:06] #1321/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:42:22] #1322/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:42:40] #1323/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 23:42:55] #1324/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.730 | conf=0.820 | gap=0.760
[2026-05-11 23:43:11] #1325/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 23:43:49] #1326/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:44:34] #1327/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 23:45:52] #1328/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:48:28] #1330/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 23:48:42] #1331/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 23:49:46] #1332/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 23:50:38] #1333/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 23:51:24] #1334/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 23:51:51] #1335/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 23:52:32] #1336/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 23:53:47] #1337/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 23:54:53] #1338/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 23:57:15] #1340/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 23:58:07] #1342/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 23:58:28] #1343/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.378 | conf=0.550 | gap=0.420
[2026-05-11 23:59:56] #1345/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 00:00:46] #1346/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:01:21] #1347/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.822 | conf=0.750 | gap=0.630
[2026-05-12 00:02:15] #1348/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 00:02:56] #1349/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 00:03:21] #1350/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:04:08] #1351/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 00:04:55] #1353/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-12 00:05:22] #1354/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 00:06:41] #1355/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 00:07:10] #1356/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 00:07:50] #1357/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:08:31] #1358/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:09:05] #1359/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 00:10:20] #1360/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:11:41] #1362/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 00:12:12] #1363/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:13:37] #1364/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-12 00:15:22] #1365/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:16:21] #1366/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 00:18:32] #1367/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:19:58] #1368/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:21:02] #1369/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 00:21:19] #1370/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 00:21:49] #1371/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 00:22:34] #1372/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=1.142 | conf=0.650 | gap=0.470
[2026-05-12 00:23:31] #1373/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 00:24:18] #1374/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 00:24:54] #1375/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 00:25:26] #1376/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 00:26:10] #1377/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 00:26:40] #1378/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 00:27:31] #1379/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 00:28:03] #1380/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 00:30:14] #1381/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 00:30:32] #1382/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 00:32:27] #1383/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 00:34:17] #1384/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 00:35:00] #1385/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-12 00:35:32] #1386/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:36:10] #1387/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.473 | conf=0.550 | gap=0.430
[2026-05-12 00:36:26] #1388/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 00:37:38] #1389/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:38:30] #1390/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 00:39:30] #1391/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 00:39:59] #1392/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.240 | conf=0.650 | gap=0.550
[2026-05-12 00:40:51] #1393/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 00:43:06] #1395/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 00:44:13] #1396/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 00:44:59] #1397/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 00:45:52] #1398/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 00:46:41] #1399/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:47:13] #1400/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:47:40] #1401/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 00:48:20] #1402/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.855 | conf=0.780 | gap=0.680
[2026-05-12 00:51:13] #1403/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 00:52:18] #1404/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 00:53:06] #1405/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:53:25] #1406/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 00:55:05] #1407/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 00:55:45] #1408/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 00:57:01] #1409/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-12 00:57:19] #1410/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 00:58:25] #1411/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 00:59:12] #1412/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-12 00:59:30] #1413/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 01:01:05] #1415/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 01:01:41] #1416/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 01:03:10] #1418/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:04:13] #1419/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:05:09] #1420/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 01:05:42] #1421/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 01:06:26] #1422/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-12 01:07:32] #1423/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-12 01:08:27] #1424/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-12 01:09:03] #1425/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 01:09:42] #1426/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.851 | conf=0.800 | gap=0.750
